"FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","P2_3","FAC_HOG"
163,1,1,2,1,3,2,40,5,39,2,1812
163,1,1,1,1,3,1,38,5,39,1,1812
164,2,1,1,1,3,1,26,5,39,1,1812
164,2,1,2,1,3,2,24,5,39,2,1812
164,2,1,3,1,3,2,7,5,39,3,1812
164,2,1,4,1,3,2,2,5,39,3,1812
165,3,1,1,1,3,1,54,5,39,1,1812
165,3,1,4,1,3,1,25,5,39,3,1812
165,3,1,3,1,3,2,30,5,39,3,1812
165,3,1,2,1,3,2,51,5,39,2,1812
166,4,1,5,1,3,1,16,5,39,3,1812
166,4,1,4,1,3,2,17,5,39,3,1812
166,4,1,3,1,3,1,20,5,39,3,1812
166,4,1,2,1,3,2,43,5,39,2,1812
166,4,1,1,1,3,1,51,5,39,1,1812
166,4,1,6,1,3,1,6,5,39,3,1812
167,5,1,1,1,3,1,57,5,39,1,1812
167,5,1,2,1,3,2,53,5,39,2,1812
167,5,1,3,1,3,2,15,5,39,3,1812
167,5,1,4,1,3,2,11,5,39,3,1812
168,2,1,1,1,3,1,33,4,40,1,1315
168,2,1,2,1,3,2,25,4,40,2,1315
169,3,1,1,1,3,1,51,4,40,1,1315
169,3,1,2,1,3,2,53,4,40,2,1315
169,3,1,3,1,3,2,16,4,40,3,1315
170,4,1,2,1,3,2,23,4,40,2,1315
170,4,1,1,1,3,1,22,4,40,1,1315
170,4,1,3,1,3,2,0,4,40,3,1315
171,5,1,2,1,3,2,34,4,40,2,1315
171,5,1,1,1,3,1,38,4,40,1,1315
171,5,1,3,1,3,2,15,4,40,3,1315
171,5,1,4,1,3,1,14,4,40,3,1315
172,1,1,1,1,3,1,34,3,41,1,1028
173,2,1,1,1,3,1,34,3,41,1,1028
174,3,1,1,1,3,2,40,3,41,1,1028
174,3,1,2,1,3,2,11,3,41,3,1028
175,4,1,1,1,3,2,55,3,41,1,1028
175,4,1,2,1,3,1,59,3,41,2,1028
176,5,1,1,1,3,2,32,3,41,1,1028
176,5,1,2,1,3,1,16,3,41,3,1028
176,5,1,3,1,3,1,13,3,41,3,1028
176,5,1,4,1,3,1,9,3,41,3,1028
177,1,1,1,1,3,1,28,3,42,1,1058
177,1,1,2,1,3,2,28,3,42,2,1058
177,1,1,5,1,3,1,4,3,42,3,1058
177,1,1,4,1,3,2,8,3,42,3,1058
177,1,1,3,1,3,2,12,3,42,3,1058
178,2,1,1,1,3,1,30,3,42,1,1058
178,2,1,2,1,3,2,30,3,42,2,1058
179,3,1,1,1,3,1,41,3,42,1,1058
180,4,1,3,1,3,2,19,3,42,2,1058
180,4,1,2,1,3,1,44,3,42,5,1058
180,4,1,4,1,3,1,1,3,42,3,1058
180,4,1,1,1,3,1,20,3,42,1,1058
181,5,1,3,1,3,1,14,3,42,3,1058
181,5,1,1,1,3,1,33,3,42,1,1058
181,5,1,5,1,3,1,9,3,42,3,1058
181,5,1,4,1,3,1,12,3,42,3,1058
181,5,1,2,1,3,2,29,3,42,2,1058
182,2,1,2,1,3,2,46,5,43,2,1423
182,2,1,1,1,3,1,39,5,43,1,1423
183,4,1,4,1,3,2,8,5,43,3,1423
183,4,1,3,1,3,2,14,5,43,3,1423
183,4,1,1,1,3,1,43,5,43,1,1423
183,4,1,2,1,3,2,38,5,43,2,1423
184,1,1,3,1,3,2,13,5,44,3,1627
184,1,1,2,1,3,2,33,5,44,2,1627
184,1,1,5,1,3,2,12,5,44,3,1627
184,1,1,4,1,3,2,13,5,44,3,1627
184,1,1,1,1,3,1,33,5,44,1,1627
185,2,1,2,1,3,1,25,5,44,3,1627
185,2,1,1,1,3,1,52,5,44,1,1627
185,2,1,3,1,3,2,24,5,44,5,1627
186,3,1,5,1,3,2,3,5,44,3,1627
186,3,1,4,1,3,2,11,5,44,3,1627
186,3,1,3,1,3,1,13,5,44,3,1627
186,3,1,2,1,3,2,36,5,44,2,1627
186,3,1,1,1,3,1,36,5,44,1,1627
187,4,1,1,1,3,1,39,5,44,1,1627
188,5,1,1,1,3,1,41,5,44,1,1627
189,1,1,3,2,3,1,8,6,45,3,885
189,1,1,4,2,3,2,5,6,45,3,885
189,1,1,5,2,3,2,3,6,45,3,885
189,1,2,1,2,3,2,65,6,45,1,885
189,1,2,3,2,3,2,34,6,45,3,885
189,1,2,7,2,3,1,30,6,45,3,885
189,1,2,9,2,3,2,4,6,45,4,885
189,1,2,10,2,3,1,13,6,45,4,885
189,1,2,11,2,3,2,3,6,45,4,885
189,1,1,2,2,3,2,37,6,45,2,885
189,1,1,1,2,3,1,40,6,45,1,885
189,1,2,2,2,3,1,38,6,45,3,885
190,2,1,1,2,3,2,63,6,45,1,885
190,2,1,2,2,3,1,34,6,45,3,885
191,3,1,3,2,3,2,19,6,45,3,885
191,3,1,4,2,3,2,15,6,45,3,885
191,3,1,5,2,3,2,9,6,45,3,885
191,3,1,6,2,3,2,5,6,45,3,885
191,3,1,7,2,3,1,3,6,45,3,885
191,3,1,2,2,3,1,20,6,45,3,885
191,3,1,1,2,3,2,39,6,45,1,885
191,3,1,8,2,3,2,1,6,45,4,885
192,4,1,1,2,3,1,57,6,45,1,885
192,4,1,2,2,3,2,55,6,45,2,885
192,4,1,3,2,3,2,30,6,45,3,885
192,4,1,4,2,3,1,24,6,45,3,885
192,4,1,5,2,3,1,9,6,45,4,885
192,4,1,6,2,3,1,8,6,45,4,885
193,5,1,1,2,3,1,82,6,45,1,885
193,5,1,2,2,3,2,76,6,45,2,885
193,5,1,3,2,3,2,48,6,45,3,885
194,1,1,1,2,3,1,40,6,46,1,968
194,1,1,4,2,3,2,2,6,46,3,968
194,1,1,3,2,3,2,10,6,46,3,968
194,1,1,2,2,3,2,37,6,46,2,968
195,2,1,2,2,3,1,56,6,46,2,968
195,2,1,1,2,3,2,55,6,46,1,968
196,3,1,1,2,3,1,79,6,46,1,968
197,5,1,4,2,3,2,14,6,46,4,968
197,5,1,3,2,3,1,8,6,46,4,968
197,5,1,2,2,3,2,58,6,46,2,968
197,5,1,1,2,3,1,65,6,46,1,968
198,1,1,1,2,3,2,81,1,47,1,1209
199,2,1,6,2,3,1,17,1,47,4,1209
199,2,1,7,2,3,1,10,1,47,4,1209
199,2,1,8,2,3,2,3,1,47,4,1209
199,2,1,5,2,3,1,17,1,47,4,1209
199,2,1,4,2,3,1,38,1,47,3,1209
199,2,1,3,2,3,2,36,1,47,5,1209
199,2,1,2,2,3,2,40,1,47,3,1209
199,2,1,9,2,3,2,6,1,47,4,1209
199,2,1,1,2,3,2,74,1,47,1,1209
200,3,1,1,2,3,2,81,1,47,1,1209
201,4,1,3,2,3,1,15,1,47,4,1209
201,4,1,2,2,3,1,37,1,47,3,1209
201,4,1,1,2,3,2,59,1,47,1,1209
201,4,1,4,2,3,1,12,1,47,4,1209
202,5,1,1,2,3,1,38,1,47,1,1209
202,5,1,2,2,3,2,31,1,47,2,1209
202,5,1,3,2,3,1,11,1,47,3,1209
203,6,1,1,2,3,1,45,1,47,1,1209
203,6,1,2,2,3,2,40,1,47,2,1209
203,6,1,3,2,3,2,17,1,47,3,1209
203,6,1,4,2,3,1,13,1,47,3,1209
203,6,1,5,2,3,2,10,1,47,3,1209
204,7,1,4,2,3,2,13,1,47,4,1209
204,7,1,3,2,3,2,38,1,47,3,1209
204,7,1,2,2,3,2,56,1,47,3,1209
204,7,1,1,2,3,2,80,1,47,1,1209
204,7,1,5,2,3,2,4,1,47,4,1209
205,8,1,1,2,3,2,65,1,47,1,1209
205,8,1,2,2,3,2,35,1,47,3,1209
205,8,1,3,2,3,2,16,1,47,4,1209
205,8,1,4,2,3,2,16,1,47,4,1209
205,8,1,5,2,3,2,7,1,47,4,1209
205,8,1,6,2,3,2,3,1,47,4,1209
206,9,1,1,2,3,1,75,1,47,1,1209
207,10,1,1,2,3,2,73,1,47,1,1209
207,10,1,2,2,3,2,36,1,47,3,1209
207,10,1,3,2,3,2,38,1,47,3,1209
208,11,1,1,2,3,1,58,1,47,1,1209
208,11,1,2,2,3,2,55,1,47,2,1209
208,11,1,3,2,3,1,25,1,47,3,1209
208,11,1,4,2,3,2,23,1,47,5,1209
209,13,1,1,2,3,1,54,1,47,1,1209
209,13,1,2,2,3,2,48,1,47,2,1209
209,13,1,3,2,3,1,24,1,47,3,1209
210,14,1,1,2,3,2,69,1,47,1,1209
211,15,1,2,2,3,1,60,1,47,2,1209
211,15,1,1,2,3,2,59,1,47,1,1209
211,15,1,10,2,3,2,2,1,47,4,1209
211,15,1,4,2,3,2,27,1,47,3,1209
211,15,1,5,2,3,1,23,1,47,3,1209
211,15,1,3,2,3,1,30,1,47,3,1209
211,15,1,9,2,3,2,1,1,47,4,1209
211,15,1,8,2,3,2,3,1,47,4,1209
211,15,1,7,2,3,1,19,1,47,3,1209
211,15,1,6,2,3,2,20,1,47,3,1209
212,16,1,1,2,3,2,30,1,47,1,1209
212,16,1,2,2,3,2,8,1,47,3,1209
213,17,1,1,2,3,2,70,1,47,1,1209
214,18,2,2,2,3,2,65,1,47,2,1209
214,18,1,4,2,3,1,58,1,47,5,1209
214,18,1,5,2,3,2,23,1,47,5,1209
214,18,2,1,2,3,1,52,1,47,1,1209
214,18,1,3,2,3,2,60,1,47,5,1209
214,18,1,2,2,3,2,62,1,47,5,1209
214,18,1,1,2,3,2,68,1,47,1,1209
215,19,1,1,2,3,2,28,1,47,1,1209
215,19,1,2,2,3,2,1,1,47,3,1209
216,20,1,2,2,3,1,20,1,47,3,1209
216,20,1,1,2,3,2,50,1,47,1,1209
216,20,2,1,2,3,2,78,1,47,1,1209
217,1,1,1,3,3,1,37,6,48,1,1108
217,1,1,2,3,3,2,39,6,48,2,1108
217,1,1,3,3,3,2,15,6,48,3,1108
217,1,1,5,3,3,2,7,6,48,3,1108
217,1,1,6,3,3,1,6,6,48,3,1108
217,1,1,7,3,3,2,1,6,48,3,1108
217,1,1,4,3,3,2,9,6,48,3,1108
218,2,1,2,3,3,1,74,6,48,2,1108
218,2,1,1,3,3,2,74,6,48,1,1108
218,2,1,3,3,3,1,12,6,48,4,1108
219,3,1,1,3,3,1,40,6,48,1,1108
219,3,1,2,3,3,2,37,6,48,2,1108
219,3,1,3,3,3,1,18,6,48,3,1108
219,3,1,4,3,3,1,7,6,48,3,1108
219,3,1,5,3,3,1,2,6,48,3,1108
220,4,1,1,3,3,2,54,6,48,1,1108
220,4,1,2,3,3,1,59,6,48,2,1108
220,4,1,3,3,3,1,27,6,48,3,1108
220,4,1,4,3,3,2,19,6,48,5,1108
221,5,1,1,3,3,1,65,6,48,1,1108
221,5,1,2,3,3,2,65,6,48,2,1108
222,1,1,1,3,3,1,36,1,49,1,1466
222,1,1,2,3,3,2,34,1,49,2,1466
222,1,1,4,3,3,1,11,1,49,3,1466
222,1,1,3,3,3,2,14,1,49,3,1466
223,2,1,1,3,3,1,89,1,49,1,1466
223,2,1,2,3,3,2,83,1,49,2,1466
224,3,1,1,3,3,1,47,1,49,1,1466
224,3,1,3,3,3,1,11,1,49,3,1466
224,3,1,2,3,3,2,36,1,49,2,1466
224,3,1,4,3,3,2,9,1,49,3,1466
225,4,1,1,3,3,1,43,1,49,1,1466
225,4,1,2,3,3,2,41,1,49,2,1466
225,4,1,4,3,3,2,12,1,49,3,1466
225,4,1,3,3,3,2,15,1,49,3,1466
226,5,1,1,3,3,1,34,1,49,1,1466
226,5,1,2,3,3,2,32,1,49,2,1466
226,5,1,3,3,3,2,16,1,49,3,1466
226,5,1,4,3,3,1,14,1,49,3,1466
226,5,1,5,3,3,2,12,1,49,3,1466
226,5,1,6,3,3,2,2,1,49,3,1466
227,6,1,1,3,3,1,58,1,49,1,1466
227,6,1,2,3,3,2,49,1,49,2,1466
227,6,1,5,3,3,1,16,1,49,3,1466
227,6,1,4,3,3,1,19,1,49,3,1466
227,6,1,3,3,3,2,21,1,49,3,1466
228,7,1,1,3,3,1,67,1,49,1,1466
229,8,1,1,3,3,1,31,1,49,1,1466
229,8,1,2,3,3,2,26,1,49,2,1466
229,8,1,3,3,3,1,3,1,49,3,1466
230,9,1,1,3,3,1,49,1,49,1,1466
230,9,1,2,3,3,2,46,1,49,2,1466
230,9,1,4,3,3,2,15,1,49,3,1466
230,9,1,3,3,3,2,20,1,49,3,1466
231,10,1,2,3,3,2,69,1,49,2,1466
231,10,1,3,3,3,2,26,1,49,3,1466
231,10,1,4,3,3,1,9,1,49,4,1466
231,10,1,1,3,3,1,74,1,49,1,1466
232,11,1,4,3,3,1,8,1,49,4,1466
232,11,1,3,3,3,2,29,1,49,3,1466
232,11,1,2,3,3,2,56,1,49,2,1466
232,11,1,5,3,3,2,4,1,49,4,1466
232,11,1,1,3,3,1,59,1,49,1,1466
233,12,1,1,3,3,1,70,1,49,1,1466
234,13,1,4,3,3,2,1,1,49,3,1466
234,13,1,3,3,3,1,3,1,49,3,1466
234,13,1,1,3,3,1,23,1,49,1,1466
234,13,1,2,3,3,2,21,1,49,2,1466
235,14,1,4,3,3,1,13,1,49,3,1466
235,14,1,3,3,3,2,18,1,49,3,1466
235,14,1,2,3,3,2,56,1,49,2,1466
235,14,1,1,3,3,1,58,1,49,1,1466
236,15,1,5,3,3,1,10,1,49,5,1466
236,15,1,2,3,3,2,42,1,49,2,1466
236,15,1,3,3,3,2,16,1,49,5,1466
236,15,1,4,3,3,2,13,1,49,5,1466
236,15,1,1,3,3,1,33,1,49,1,1466
237,16,1,1,3,3,1,46,1,49,1,1466
237,16,1,2,3,3,2,49,1,49,5,1466
237,16,1,3,3,3,2,86,1,49,5,1466
238,17,1,5,3,3,1,14,1,49,3,1466
238,17,1,2,3,3,1,20,1,49,3,1466
238,17,1,6,3,3,2,9,1,49,3,1466
238,17,1,1,3,3,2,40,1,49,1,1466
238,17,1,7,3,3,1,2,1,49,4,1466
238,17,1,3,3,3,2,19,1,49,5,1466
238,17,1,4,3,3,2,19,1,49,3,1466
239,18,1,4,3,3,2,14,1,49,3,1466
239,18,1,2,3,3,2,36,1,49,2,1466
239,18,1,1,3,3,1,37,1,49,1,1466
239,18,1,3,3,3,2,17,1,49,3,1466
240,19,1,2,3,3,2,31,1,49,2,1466
240,19,1,3,3,3,1,8,1,49,3,1466
240,19,1,1,3,3,1,28,1,49,1,1466
241,20,1,4,3,3,1,15,1,49,3,1466
241,20,1,2,3,3,1,39,1,49,2,1466
241,20,1,1,3,3,2,36,1,49,1,1466
241,20,1,5,3,3,2,13,1,49,3,1466
241,20,1,7,3,3,1,9,1,49,3,1466
241,20,1,6,3,3,2,11,1,49,3,1466
241,20,1,3,3,3,1,16,1,49,3,1466
242,1,1,2,4,3,2,30,2,50,2,777
242,1,1,4,4,3,1,2,2,50,3,777
242,1,1,3,4,3,1,4,2,50,3,777
242,1,1,1,4,3,1,31,2,50,1,777
243,2,1,2,4,3,1,20,2,50,4,777
243,2,1,1,4,3,2,81,2,50,1,777
243,2,1,3,4,3,2,45,2,50,3,777
244,3,1,2,4,3,2,17,2,50,3,777
244,3,1,1,4,3,2,40,2,50,1,777
244,3,1,3,4,3,1,12,2,50,3,777
245,4,1,4,4,3,1,5,2,50,3,777
245,4,1,3,4,3,1,6,2,50,3,777
245,4,1,2,4,3,1,24,2,50,2,777
245,4,1,1,4,3,2,23,2,50,1,777
246,5,1,4,4,3,1,14,2,50,3,777
246,5,1,3,4,3,1,18,2,50,3,777
246,5,1,2,4,3,2,45,2,50,2,777
246,5,1,1,4,3,1,48,2,50,1,777
247,6,1,3,4,3,1,10,2,50,3,777
247,6,1,1,4,3,1,57,2,50,1,777
247,6,1,2,4,3,2,39,2,50,2,777
247,6,1,4,4,3,1,4,2,50,3,777
248,7,1,4,4,3,2,5,2,50,3,777
248,7,1,3,4,3,2,7,2,50,3,777
248,7,1,2,4,3,2,26,2,50,2,777
248,7,1,1,4,3,1,27,2,50,1,777
248,7,1,5,4,3,2,0,2,50,3,777
249,8,1,2,4,3,2,21,2,50,3,777
249,8,1,4,4,3,2,12,2,50,3,777
249,8,1,1,4,3,2,46,2,50,1,777
249,8,1,3,4,3,2,20,2,50,3,777
250,9,1,1,4,3,2,32,2,50,1,777
250,9,1,2,4,3,1,27,2,50,2,777
250,9,1,3,4,3,2,7,2,50,3,777
250,9,1,4,4,3,2,1,2,50,3,777
250,9,1,5,4,3,2,0,2,50,3,777
251,10,1,3,4,3,1,13,2,50,3,777
251,10,1,2,4,3,1,15,2,50,3,777
251,10,1,1,4,3,2,36,2,50,1,777
251,10,1,4,4,3,2,6,2,50,3,777
252,11,1,1,4,3,1,60,2,50,1,777
252,11,1,2,4,3,1,26,2,50,3,777
252,11,1,3,4,3,2,26,2,50,5,777
252,11,1,4,4,3,1,8,2,50,4,777
252,11,1,5,4,3,1,3,2,50,4,777
252,11,1,6,4,3,1,2,2,50,4,777
253,12,1,1,4,3,2,49,2,50,1,777
253,12,1,2,4,3,2,14,2,50,3,777
253,12,1,3,4,3,2,6,2,50,3,777
254,13,1,3,4,3,1,16,2,50,6,777
254,13,1,2,4,3,2,37,2,50,2,777
254,13,1,1,4,3,1,47,2,50,1,777
254,13,1,4,4,3,2,14,2,50,6,777
254,13,1,6,4,3,2,9,2,50,3,777
254,13,1,5,4,3,2,10,2,50,6,777
255,14,1,3,4,3,2,21,2,50,3,777
255,14,1,2,4,3,1,22,2,50,3,777
255,14,1,1,4,3,2,43,2,50,1,777
255,14,1,4,4,3,1,19,2,50,3,777
255,14,1,5,4,3,2,17,2,50,3,777
255,14,1,6,4,3,1,3,2,50,3,777
256,15,1,3,4,3,1,25,2,50,3,777
256,15,1,2,4,3,2,60,2,50,2,777
256,15,1,1,4,3,1,63,2,50,1,777
256,15,1,4,4,3,2,11,2,50,4,777
257,16,1,1,4,3,2,68,2,50,1,777
257,16,1,2,4,3,1,72,2,50,2,777
257,16,1,3,4,3,2,47,2,50,3,777
258,18,1,1,4,3,1,65,2,50,1,777
258,18,1,2,4,3,2,65,2,50,2,777
259,19,1,1,4,3,2,61,2,50,1,777
259,19,1,3,4,3,2,14,2,50,4,777
259,19,1,2,4,3,2,26,2,50,3,777
259,19,1,4,4,3,1,1,2,50,4,777
260,20,1,1,4,3,2,57,2,50,1,777
261,1,1,1,4,3,1,30,2,51,1,1070
261,1,1,2,4,3,2,30,2,51,2,1070
261,1,1,3,4,3,1,31,2,51,6,1070
262,2,1,1,4,3,1,45,2,51,1,1070
262,2,1,3,4,3,2,16,2,51,3,1070
262,2,1,2,4,3,2,43,2,51,2,1070
263,3,1,1,4,3,1,40,2,51,1,1070
263,3,1,2,4,3,1,45,2,51,6,1070
264,4,1,1,4,3,1,46,2,51,1,1070
264,4,1,2,4,3,2,46,2,51,2,1070
264,4,1,3,4,3,2,13,2,51,3,1070
264,4,1,4,4,3,2,12,2,51,3,1070
264,4,1,5,4,3,2,10,2,51,3,1070
265,5,1,1,4,3,1,28,2,51,1,1070
265,5,1,2,4,3,2,28,2,51,2,1070
265,5,1,3,4,3,1,1,2,51,3,1070
265,5,1,4,4,3,2,0,2,51,3,1070
266,6,1,1,4,3,1,32,2,51,1,1070
266,6,1,2,4,3,2,27,2,51,2,1070
266,6,1,3,4,3,2,3,2,51,3,1070
267,7,1,1,4,3,1,43,2,51,1,1070
267,7,1,2,4,3,2,47,2,51,2,1070
267,7,1,3,4,3,1,9,2,51,3,1070
268,8,1,1,4,3,1,41,2,51,1,1070
268,8,1,2,4,3,2,28,2,51,2,1070
268,8,1,3,4,3,1,2,2,51,3,1070
269,10,1,1,4,3,1,36,2,51,1,1070
269,10,1,2,4,3,2,33,2,51,2,1070
269,10,1,3,4,3,1,59,2,51,5,1070
269,10,1,4,4,3,1,2,2,51,3,1070
270,11,1,1,4,3,2,45,2,51,1,1070
270,11,1,2,4,3,1,25,2,51,3,1070
271,12,1,1,4,3,2,46,2,51,1,1070
271,12,1,2,4,3,1,8,2,51,3,1070
272,13,1,1,4,3,1,60,2,51,1,1070
272,13,1,2,4,3,1,28,2,51,5,1070
272,13,1,6,4,3,1,2,2,51,4,1070
272,13,1,3,4,3,2,26,2,51,3,1070
272,13,1,4,4,3,1,4,2,51,4,1070
272,13,1,5,4,3,2,3,2,51,4,1070
273,14,1,1,4,3,1,67,2,51,1,1070
273,14,1,2,4,3,2,68,2,51,2,1070
274,16,1,1,4,3,1,39,2,51,1,1070
274,16,1,2,4,3,2,38,2,51,2,1070
275,17,1,1,4,3,1,62,2,51,1,1070
275,17,1,2,4,3,1,40,2,51,5,1070
275,17,1,3,4,3,2,65,2,51,5,1070
276,18,1,1,4,3,2,46,2,51,1,1070
276,18,1,2,4,3,1,10,2,51,3,1070
277,19,1,1,4,3,2,54,2,51,1,1070
278,20,1,1,4,3,1,40,2,51,1,1070
278,20,1,2,4,3,2,45,2,51,2,1070
279,1,1,1,4,3,1,60,2,52,1,955
279,1,1,2,4,3,2,60,2,52,2,955
279,1,1,3,4,3,2,29,2,52,3,955
279,1,1,4,4,3,2,10,2,52,3,955
279,1,1,5,4,3,2,7,2,52,4,955
280,2,1,1,4,3,1,30,2,52,1,955
280,2,1,2,4,3,2,21,2,52,2,955
281,3,1,2,4,3,2,46,2,52,2,955
281,3,1,3,4,3,2,13,2,52,3,955
281,3,1,1,4,3,1,45,2,52,1,955
282,4,1,4,4,3,1,16,2,52,4,955
282,4,1,1,4,3,2,61,2,52,1,955
282,4,1,2,4,3,1,65,2,52,2,955
282,4,1,3,4,3,1,19,2,52,4,955
283,5,1,3,4,3,2,22,2,52,3,955
283,5,1,4,4,3,1,5,2,52,4,955
283,5,1,2,4,3,2,49,2,52,2,955
283,5,1,1,4,3,1,46,2,52,1,955
284,6,1,2,4,3,2,25,2,52,2,955
284,6,1,3,4,3,2,5,2,52,3,955
284,6,1,4,4,3,1,0,2,52,3,955
284,6,1,1,4,3,1,27,2,52,1,955
285,7,1,2,4,3,2,46,2,52,2,955
285,7,1,1,4,3,1,49,2,52,1,955
285,7,1,3,4,3,1,20,2,52,3,955
286,8,1,1,4,3,1,77,2,52,1,955
286,8,1,2,4,3,2,76,2,52,2,955
287,9,1,1,4,3,2,34,2,52,1,955
287,9,1,2,4,3,1,17,2,52,3,955
287,9,1,3,4,3,2,15,2,52,3,955
288,10,1,2,4,3,2,32,2,52,2,955
288,10,1,3,4,3,2,15,2,52,3,955
288,10,1,4,4,3,1,12,2,52,3,955
288,10,1,5,4,3,2,4,2,52,3,955
288,10,1,1,4,3,1,37,2,52,1,955
289,11,1,2,4,3,2,23,2,52,3,955
289,11,1,1,4,3,2,50,2,52,1,955
289,11,1,3,4,3,1,20,2,52,3,955
289,11,1,4,4,3,2,12,2,52,3,955
290,12,1,7,4,3,1,2,2,52,4,955
290,12,1,6,4,3,2,7,2,52,4,955
290,12,1,5,4,3,2,7,2,52,4,955
290,12,1,4,4,3,2,12,2,52,4,955
290,12,1,3,4,3,2,26,2,52,3,955
290,12,1,2,4,3,2,47,2,52,2,955
290,12,1,1,4,3,1,68,2,52,1,955
291,13,1,1,4,3,1,53,2,52,1,955
291,13,1,2,4,3,2,50,2,52,2,955
291,13,1,5,4,3,2,9,2,52,4,955
291,13,1,4,4,3,2,19,2,52,3,955
291,13,1,3,4,3,2,29,2,52,3,955
292,14,1,1,4,3,2,46,2,52,1,955
292,14,1,2,4,3,1,19,2,52,3,955
293,15,1,3,4,3,1,18,2,52,3,955
293,15,1,2,4,3,2,42,2,52,2,955
293,15,1,1,4,3,1,48,2,52,1,955
293,15,1,4,4,3,2,14,2,52,3,955
294,16,2,1,4,3,1,28,2,52,1,955
294,16,1,6,4,3,2,5,2,52,3,955
294,16,1,5,4,3,1,9,2,52,3,955
294,16,1,4,4,3,2,22,2,52,3,955
294,16,1,3,4,3,1,14,2,52,3,955
294,16,1,2,4,3,2,46,2,52,2,955
294,16,1,1,4,3,1,47,2,52,1,955
294,16,2,2,4,3,2,31,2,52,2,955
294,16,2,5,4,3,2,0,2,52,3,955
294,16,2,4,4,3,2,2,2,52,3,955
294,16,2,3,4,3,1,11,2,52,5,955
295,17,1,4,4,3,2,10,2,52,3,955
295,17,1,3,4,3,1,14,2,52,3,955
295,17,1,2,4,3,1,16,2,52,3,955
295,17,1,1,4,3,2,42,2,52,1,955
296,18,1,4,4,3,1,37,2,52,3,955
296,18,1,3,4,3,1,25,2,52,5,955
296,18,1,2,4,3,2,63,2,52,2,955
296,18,1,5,4,3,2,24,2,52,3,955
296,18,1,1,4,3,1,65,2,52,1,955
297,19,1,1,4,3,2,46,2,52,1,955
297,19,1,2,4,3,2,21,2,52,3,955
297,19,1,4,4,3,2,9,2,52,3,955
297,19,1,3,4,3,2,16,2,52,3,955
298,20,1,2,4,3,2,59,2,52,2,955
298,20,1,1,4,3,1,59,2,52,1,955
298,20,1,3,4,3,1,29,2,52,3,955
299,2,1,3,4,3,2,21,2,53,3,826
299,2,1,4,4,3,2,18,2,53,3,826
299,2,1,5,4,3,2,14,2,53,3,826
299,2,1,6,4,3,2,8,2,53,3,826
299,2,1,1,4,3,1,44,2,53,1,826
299,2,1,2,4,3,2,40,2,53,2,826
300,3,1,1,4,3,1,29,2,53,1,826
301,4,1,1,4,3,1,30,2,53,1,826
301,4,1,2,4,3,2,26,2,53,2,826
301,4,1,3,4,3,2,8,2,53,3,826
301,4,1,4,4,3,2,0,2,53,3,826
302,5,1,1,4,3,1,29,2,53,1,826
302,5,1,2,4,3,2,31,2,53,2,826
302,5,1,3,4,3,2,2,2,53,3,826
303,7,1,1,4,3,2,74,2,53,1,826
303,7,1,2,4,3,1,83,2,53,5,826
304,8,1,1,4,3,2,71,2,53,1,826
304,8,1,2,4,3,2,36,2,53,3,826
304,8,1,3,4,3,1,52,2,53,3,826
304,8,1,4,4,3,1,46,2,53,3,826
305,9,1,1,4,3,2,53,2,53,1,826
305,9,1,4,4,3,1,5,2,53,4,826
305,9,1,3,4,3,2,23,2,53,5,826
305,9,1,2,4,3,1,25,2,53,3,826
306,10,1,1,4,3,1,49,2,53,1,826
306,10,1,2,4,3,2,48,2,53,2,826
306,10,1,3,4,3,2,20,2,53,3,826
306,10,1,4,4,3,2,9,2,53,3,826
307,11,1,1,4,3,1,47,2,53,1,826
307,11,1,2,4,3,2,45,2,53,2,826
307,11,1,3,4,3,1,25,2,53,3,826
308,12,1,1,4,3,1,40,2,53,1,826
309,13,1,3,4,3,2,5,2,53,5,826
309,13,1,2,4,3,2,27,2,53,2,826
309,13,1,1,4,3,1,27,2,53,1,826
309,13,1,4,4,3,1,3,2,53,3,826
310,14,1,1,4,3,1,28,2,53,1,826
310,14,1,2,4,3,2,26,2,53,2,826
310,14,1,3,4,3,1,7,2,53,3,826
311,15,1,4,4,3,2,11,2,53,3,826
311,15,1,3,4,3,2,14,2,53,3,826
311,15,1,1,4,3,1,40,2,53,1,826
311,15,1,2,4,3,2,41,2,53,2,826
312,16,1,6,4,3,2,4,2,53,3,826
312,16,1,5,4,3,1,6,2,53,3,826
312,16,1,4,4,3,2,12,2,53,3,826
312,16,1,1,4,3,1,48,2,53,1,826
312,16,1,2,4,3,2,37,2,53,2,826
312,16,1,3,4,3,1,13,2,53,3,826
313,17,1,1,4,3,1,29,2,53,1,826
313,17,1,3,4,3,1,4,2,53,3,826
313,17,1,2,4,3,2,31,2,53,2,826
314,18,1,1,4,3,1,48,2,53,1,826
314,18,1,3,4,3,2,17,2,53,5,826
314,18,1,2,4,3,1,20,2,53,3,826
314,18,1,4,4,3,1,2,2,53,4,826
315,19,1,1,4,3,1,53,2,53,1,826
316,20,1,3,4,3,1,27,2,53,3,826
316,20,1,1,4,3,2,98,2,53,1,826
316,20,1,2,4,3,2,23,2,53,3,826
317,2,1,1,1,1,1,26,11,54,1,1984
317,2,1,2,1,1,2,54,11,54,5,1984
