"P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2","FOLIO","VIV_SEL","ID_ENT","FAC_VIV"
3,5,2,1,1,5,1,19516,5,3,655
3,5,1,2,1,5,1,19517,10,5,1371
2,3,1,1,1,3,1,19518,18,16,4468
3,4,1,2,1,10,1,19519,20,5,1371
1,1,1,2,2,4,1,19520,1,9,4587
8,9,2,1,1,10,1,19521,4,12,3493
2,5,2,2,1,2,1,19522,5,19,3018
3,8,2,1,1,3,1,19523,6,5,1555
2,3,1,1,1,3,1,19524,3,19,2996
2,5,1,2,1,1,1,19525,2,9,3527
1,3,1,2,1,2,1,19526,19,27,1493
1,1,1,1,1,4,1,19527,6,4,690
2,4,2,1,1,2,1,19528,5,20,3180
2,3,1,1,1,7,1,19529,3,8,2777
3,3,1,2,1,6,1,19530,3,12,2894
2,4,2,1,2,4,1,19531,4,5,1538
2,3,1,2,1,4,1,19532,5,28,2147
1,3,1,2,1,4,1,19533,4,9,3624
2,3,1,2,1,5,1,19534,3,23,1491
5,7,2,1,1,10,1,19535,2,29,1595
2,4,1,1,1,5,1,19536,1,26,2117
1,2,0,2,2,6,1,19537,7,12,3037
2,3,1,2,1,5,1,19538,2,32,1184
2,4,1,1,1,4,1,19539,13,8,3631
2,4,1,1,2,1,1,19540,10,2,3848
2,5,1,2,1,3,1,19541,1,9,3715
2,4,1,1,2,5,1,19542,19,18,1128
2,4,1,1,1,4,1,19543,3,9,3508
1,3,2,2,1,5,1,19544,5,9,3299
3,4,1,2,1,4,1,19545,13,27,916
2,4,1,2,1,4,1,19546,2,11,4776
1,5,1,2,2,1,1,19547,4,24,1338
1,6,2,2,1,1,1,19548,2,25,2756
3,6,2,1,1,5,1,19549,1,22,8536
2,3,2,2,1,4,2,19550,3,3,619
2,4,1,1,1,4,1,19551,3,8,3379
2,4,1,2,2,1,1,19552,1,10,1306
2,4,1,1,1,2,1,19553,5,21,4811
1,2,0,2,1,4,1,19554,5,9,1417
1,2,0,2,2,5,1,19555,7,20,3726
3,6,2,1,1,6,1,19556,2,21,4160
1,3,1,2,1,1,1,19557,1,23,1579
2,2,0,1,2,1,1,19558,12,18,1520
2,4,1,1,1,4,1,19559,4,28,1709
2,4,1,1,2,5,1,19560,13,10,1450
2,5,1,1,1,1,1,19561,3,15,12827
2,3,1,1,1,4,1,19562,3,21,1444
1,7,1,1,1,4,1,19563,17,30,8713
3,5,1,1,1,4,1,19564,1,21,3818
3,5,1,1,1,4,1,19565,4,29,1076
2,3,0,2,2,5,1,19566,15,24,1009
1,2,1,2,2,2,1,19567,18,31,2239
2,3,1,1,1,1,1,19568,18,3,833
2,4,1,2,2,2,1,19569,6,20,3206
3,4,2,1,1,5,1,19570,3,6,666
3,4,1,1,1,3,1,19571,4,10,1396
2,3,2,1,1,3,1,19572,1,11,4712
3,4,2,2,1,5,1,19573,10,27,2554
2,3,1,2,1,2,1,19574,4,17,1472
2,3,2,2,2,5,2,19575,12,11,4741
2,2,0,2,2,4,1,19576,20,16,3460
3,6,1,2,1,4,1,19577,3,17,1362
1,5,1,2,2,1,1,19578,19,5,1431
1,5,1,2,2,2,1,19579,13,6,610
3,5,1,1,1,4,1,19580,1,9,4109
3,6,2,1,1,4,2,19581,4,28,1686
2,2,1,1,1,5,1,19582,1,2,2857
4,8,2,1,1,1,1,19583,15,18,1363
3,5,1,1,1,5,1,19584,1,32,1720
2,3,2,1,1,3,1,19585,4,16,4419
2,5,1,1,1,3,1,19586,5,9,3333
3,6,1,1,1,7,1,19587,4,8,2863
3,8,2,2,1,6,1,19588,2,23,1731
3,4,2,1,1,4,1,19589,14,24,1797
3,4,1,2,1,3,1,19590,2,2,2816
1,6,2,1,1,2,1,19591,4,26,1662
2,3,1,2,2,1,1,19592,1,5,1608
2,4,1,1,1,2,1,19593,3,3,691
2,4,2,2,1,1,1,19594,2,16,3861
1,3,0,1,1,5,1,19595,13,6,636
3,5,1,2,1,2,1,19596,5,10,1141
1,2,1,2,2,5,1,19597,20,3,592
4,7,2,1,1,3,1,19598,5,14,5804
3,5,1,1,1,5,1,19599,2,8,3447
1,3,1,2,1,1,1,19600,5,9,2094
2,5,2,2,1,2,1,19601,1,24,957
1,2,1,2,2,4,1,19602,3,8,2372
3,5,1,2,1,7,1,19603,14,17,1044
1,2,1,2,2,2,1,19604,3,2,2583
1,2,1,2,2,2,1,19605,15,27,2554
1,1,0,1,2,3,1,19606,13,13,3702
2,3,1,2,1,4,1,19607,4,23,1443
4,6,2,1,1,4,1,19608,3,2,2435
1,2,0,2,2,3,1,19609,4,12,3042
2,4,1,2,2,2,1,19610,20,31,1807
1,2,1,2,1,2,1,19611,4,21,6756
2,4,1,1,1,3,1,19612,2,9,2893
3,4,3,1,1,4,1,19613,2,25,4596
3,5,3,1,1,6,1,19614,3,9,2972
1,3,1,2,1,2,1,19615,1,28,1468
4,6,1,2,1,5,1,19616,2,14,13690
2,4,1,1,1,3,1,19617,3,24,1223
2,3,1,2,1,2,1,19618,5,29,818
3,5,2,1,1,5,1,19619,3,9,2785
3,5,1,1,1,4,1,19620,3,17,1678
3,4,1,1,1,6,1,19621,5,5,1431
1,3,1,1,1,4,1,19622,2,5,1346
2,4,1,2,2,5,1,19623,15,13,2779
3,4,3,1,1,4,1,19624,19,17,835
2,4,0,2,2,3,1,19625,4,26,2121
3,5,1,1,1,3,1,19626,5,8,3056
2,3,0,2,2,6,1,19627,3,4,882
3,6,1,2,1,7,1,19628,3,19,2978
2,4,1,1,1,2,1,19629,4,19,3667
2,4,2,1,1,4,1,19630,5,9,1673
2,3,0,2,2,3,1,19631,19,7,3934
1,2,1,2,2,2,1,19632,1,9,3136
2,3,0,2,2,5,1,19633,3,21,4206
3,10,3,1,1,4,2,19634,3,15,20259
1,1,0,2,2,1,1,19635,6,20,2841
2,5,1,2,1,4,1,19636,2,21,4491
1,1,1,2,1,1,1,19637,1,29,987
2,4,1,1,1,2,1,19638,5,9,2715
1,5,2,1,1,2,1,19639,5,9,3014
5,11,4,1,1,5,1,19640,5,5,1756
3,4,1,1,2,4,1,19641,1,20,3206
1,3,1,2,1,2,1,19642,4,9,3132
1,3,1,1,1,4,1,19643,1,9,1034
3,6,2,1,1,4,1,19644,2,1,1680
2,3,1,1,1,2,1,19645,2,5,1543
2,4,1,1,1,6,1,19646,18,31,1761
2,2,1,2,1,5,1,19647,4,7,4176
3,5,2,1,1,2,1,19648,4,8,3150
2,3,2,1,1,5,1,19649,5,3,706
2,4,1,2,1,2,1,19650,1,13,2679
2,4,1,1,1,8,1,19651,2,5,378
3,4,1,1,1,10,1,19652,2,32,1515
1,5,2,1,1,2,1,19653,3,30,10259
3,4,2,1,1,5,1,19654,2,15,6128
4,6,2,2,1,8,1,19655,2,9,2198
1,2,1,1,2,1,1,19656,5,23,1703
4,8,2,1,1,3,1,19657,2,29,1044
2,4,1,2,1,4,1,19658,6,27,1628
1,3,0,2,2,2,1,19659,7,20,3504
1,1,0,2,2,1,1,19660,12,27,2660
3,4,1,1,1,1,1,19661,1,15,11460
1,4,0,2,2,1,1,19662,13,21,5193
4,6,1,1,1,8,1,19663,2,27,827
2,3,0,2,1,6,1,19664,1,11,4917
2,2,1,2,2,5,1,19665,2,10,1306
3,4,1,1,1,4,1,19666,3,8,2795
1,4,1,2,2,2,1,19667,3,15,6128
2,3,0,2,1,3,1,19668,18,17,880
2,4,0,2,2,3,1,19669,4,25,811
1,1,0,2,1,2,1,19670,8,18,1115
2,4,1,1,1,1,1,19671,1,5,1402
2,3,1,1,1,4,1,19672,3,25,3272
2,3,1,2,2,3,1,19673,5,18,1538
2,4,1,1,1,4,1,19674,1,8,2594
1,1,0,1,2,4,1,19675,12,3,833
2,3,1,2,1,4,1,19676,14,26,2630
4,6,1,2,1,5,1,19677,1,24,1338
1,2,1,2,1,2,1,19678,3,8,3033
3,5,2,1,1,8,1,19679,2,31,2255
1,3,1,2,2,2,1,19680,1,29,1113
3,6,1,2,1,4,1,19681,2,15,12201
4,5,1,1,1,5,1,19682,3,19,3177
3,5,1,1,1,3,1,19683,2,24,1069
2,3,2,1,1,4,1,19684,5,20,5038
3,5,2,1,1,7,1,19685,1,15,10968
2,3,1,1,1,1,1,19686,1,19,3461
1,1,0,2,2,3,1,19687,12,30,5218
1,2,1,2,1,4,1,19688,20,31,1819
4,5,2,1,1,4,2,19689,3,19,3124
2,3,1,2,2,3,1,19690,11,13,2426
2,5,1,2,1,3,1,19691,20,12,1964
1,4,1,2,2,1,1,19692,4,14,8224
3,4,1,2,1,2,1,19693,4,1,1342
1,2,1,2,2,2,1,19694,18,7,4023
1,3,1,2,2,1,1,19695,2,31,2129
1,3,1,1,1,3,1,19696,3,2,3525
2,3,1,1,1,4,1,19697,5,26,2719
3,5,2,1,1,4,1,19698,4,6,908
2,3,1,1,1,4,1,19699,2,23,2051
1,2,1,2,2,2,1,19700,5,30,6747
2,3,1,1,1,4,1,19701,6,2,3848
3,5,1,2,1,9,1,19702,12,31,1839
2,3,0,1,2,4,1,19703,8,17,952
1,2,1,2,1,1,1,19704,4,6,2846
1,1,1,2,2,3,1,19705,10,4,882
3,4,2,1,1,3,1,19706,2,8,3012
2,3,1,2,1,1,1,19707,2,26,2198
3,5,0,1,2,5,1,19708,22,7,3338
2,3,1,1,1,3,1,19709,4,28,1976
2,2,1,2,1,2,1,19710,2,8,3274
4,6,1,2,1,4,1,19711,3,1,1259
2,3,1,2,2,3,1,19712,11,24,1065
2,4,2,2,1,3,1,19713,3,9,3655
1,3,1,2,1,1,1,19714,1,9,3566
2,5,1,1,1,2,1,19715,14,6,576
2,4,1,2,1,5,1,19716,2,4,721
1,1,0,2,2,1,1,19717,20,13,2540
2,4,2,1,1,4,1,19718,4,31,2491
2,4,1,1,1,1,1,19719,2,14,7693
1,3,1,2,1,1,1,19720,2,1,1116
2,5,2,1,1,2,1,19721,5,19,3311
3,5,2,1,1,3,1,19722,10,25,2124
2,3,1,2,1,5,1,19723,3,6,890
2,4,1,2,1,1,1,19724,1,26,2611
3,5,2,2,1,2,1,19725,5,9,4668
3,5,1,2,1,3,1,19726,14,13,2376
3,4,0,2,1,6,1,19727,3,21,6156
2,2,1,1,2,3,1,19728,5,31,1861
2,3,1,1,1,3,1,19729,1,24,1383
3,4,1,1,1,5,1,19730,15,11,3502
2,2,1,2,2,4,1,19731,4,31,1952
4,5,2,1,2,2,1,19732,4,28,1479
2,4,2,1,1,5,1,19733,16,16,5935
2,3,1,1,1,2,1,19734,2,24,1069
3,4,1,2,1,5,1,19735,4,29,2789
2,2,1,2,2,5,1,19736,1,4,690
2,4,1,1,1,3,1,19737,4,1,1277
2,4,1,2,2,1,1,19738,2,24,1545
2,5,1,2,1,3,1,19739,1,28,1825
2,5,1,1,1,6,1,19740,2,5,1479
3,7,2,2,1,2,1,19741,4,9,3527
2,3,3,1,1,2,1,19742,1,6,645
2,4,2,1,1,1,1,19743,1,24,1280
3,4,1,2,1,4,1,19744,3,18,1052
2,4,1,1,1,6,1,19745,8,27,916
1,4,1,1,1,2,1,19746,4,26,2485
2,2,1,2,1,5,1,19747,5,17,943
1,2,0,1,1,5,1,19748,3,30,4521
3,5,2,1,1,2,1,19749,3,26,2152
2,4,1,1,1,5,1,19750,1,26,2726
2,4,1,1,1,3,1,19751,15,3,796
2,4,1,1,1,4,1,19752,4,31,1959
3,5,1,2,1,5,1,19753,1,6,759
2,3,1,2,2,4,1,19754,5,10,1296
1,5,1,2,1,1,1,19755,3,9,5130
2,4,1,2,1,3,1,19756,1,31,2511
2,3,1,1,1,3,1,19757,3,8,11188
2,4,1,1,1,4,1,19758,4,28,1472
2,6,3,1,1,1,1,19759,3,25,3749
2,4,1,2,2,2,1,19760,1,24,1367
1,2,1,1,2,3,1,19761,5,25,2404
2,4,1,2,1,4,1,19762,4,13,4627
3,4,1,2,1,6,1,19763,13,6,576
1,3,0,2,2,1,1,19764,4,9,4248
2,4,1,1,1,1,1,19765,5,22,1951
3,5,2,1,1,3,1,19766,4,9,2800
2,4,1,2,2,3,1,19767,15,10,1449
1,3,1,2,1,5,1,19768,5,23,1226
1,3,1,2,2,1,1,19769,5,21,4872
1,2,1,2,2,3,1,19770,20,28,1343
2,5,2,1,1,2,1,19771,1,17,1405
2,4,0,2,2,4,1,19772,2,24,1225
3,4,1,2,1,4,1,19773,2,24,1404
3,5,1,1,1,4,1,19774,2,28,1572
3,6,2,1,1,4,1,19775,3,9,4308
2,3,1,1,2,4,1,19776,1,28,1446
1,2,1,2,1,2,1,19777,19,7,3817
2,6,1,1,1,3,1,19778,5,5,1771
3,5,1,1,1,1,1,19779,1,28,1659
3,7,4,1,1,6,1,19780,2,9,3458
3,4,1,2,1,3,1,19781,2,9,3442
5,9,3,1,1,3,1,19782,3,24,1284
2,3,1,1,1,6,1,19783,2,13,2549
2,3,1,2,2,2,1,19784,15,25,811
3,4,1,2,1,7,1,19785,2,14,10894
2,3,1,2,1,3,1,19786,3,21,3818
2,3,1,2,2,1,1,19787,9,29,636
3,4,1,2,1,6,1,19788,1,19,1919
4,9,3,1,1,5,1,19789,1,30,10259
2,4,1,2,1,2,1,19790,2,25,2453
3,5,2,1,1,4,1,19791,2,1,1148
2,6,1,2,1,1,1,19792,2,26,2283
4,6,2,1,1,5,1,19793,5,4,707
2,3,1,1,1,3,1,19794,4,1,1382
1,2,1,2,1,2,1,19795,1,14,8224
2,5,2,1,1,3,1,19796,9,6,636
3,6,2,2,1,5,1,19797,2,26,1980
2,3,0,2,2,7,1,19798,6,7,3330
1,2,1,2,2,2,1,19799,17,26,2939
1,2,1,2,2,3,1,19800,18,32,1504
3,4,1,1,1,5,1,19801,1,22,1817
2,3,1,1,1,4,1,19802,8,19,2799
2,3,1,2,1,3,1,19803,3,23,2051
1,4,1,1,1,2,1,19804,16,25,2188
1,4,1,2,2,1,1,19805,3,32,1543
2,3,1,1,1,3,1,19806,5,24,1058
1,3,1,2,2,1,1,19807,2,26,1939
3,6,1,2,2,4,1,19808,3,32,1691
2,4,1,2,2,3,1,19809,14,18,1363
1,1,1,1,1,2,1,19810,3,24,2162
2,3,2,2,1,3,1,19811,4,31,1761
3,7,2,2,1,6,1,19812,18,1,848
2,5,1,1,1,2,1,19813,1,8,2768
1,1,1,2,2,1,1,19814,9,7,3934
3,5,2,1,1,4,1,19815,17,16,4301
3,5,3,1,1,5,1,19816,3,26,2617
2,2,1,2,1,4,1,19817,2,31,2522
1,2,1,2,2,5,1,19818,12,4,797
1,2,1,1,1,3,1,19819,5,3,709
3,5,2,1,1,6,1,19820,3,20,3430
1,2,1,1,1,2,1,19821,5,15,11347
3,4,1,1,1,3,1,19822,18,30,4995
2,4,2,1,2,5,1,19823,5,30,5218
3,4,2,1,1,4,1,19824,2,11,6097
3,4,2,2,2,4,1,19825,5,18,1075
2,4,1,2,1,3,1,19826,5,19,2780
2,2,1,2,1,5,1,19827,4,9,3500
2,4,1,2,1,4,1,19828,9,18,1363
3,6,2,2,1,2,1,19829,5,10,1125
1,4,1,1,1,2,1,19830,6,5,1431
3,3,1,2,1,5,1,19831,19,6,691
3,5,2,2,1,5,1,19832,5,30,5762
1,2,2,2,1,2,1,19833,5,4,685
1,4,1,1,1,2,1,19834,2,19,3200
1,1,1,2,2,2,1,19835,5,2,3128
2,4,1,2,1,3,1,19836,18,30,7808
1,3,1,2,1,2,1,19837,5,28,1684
1,4,3,1,2,1,1,19838,1,17,1313
2,3,0,1,1,7,1,19839,8,9,672
2,4,1,2,1,2,1,19840,1,6,671
2,4,1,1,1,6,1,19841,2,25,2442
2,3,1,1,1,2,1,19842,2,10,1306
2,3,1,2,2,2,1,19843,5,7,2286
2,3,1,2,1,1,1,19844,3,6,749
2,3,1,1,1,2,1,19845,5,1,1371
2,2,1,2,1,4,1,19846,5,15,12201
1,3,0,2,2,1,1,19847,5,15,19011
2,3,1,2,1,2,1,19848,2,15,21426
1,4,1,2,2,1,1,19849,4,14,21971
3,7,2,1,1,5,1,19850,4,3,611
2,3,1,2,1,2,1,19851,1,1,1287
2,5,1,1,1,3,1,19852,4,13,3066
2,4,1,2,1,2,1,19853,2,22,2089
1,2,1,2,1,3,1,19854,9,18,1538
2,2,1,2,1,4,1,19855,2,31,2788
2,3,1,2,2,2,1,19856,1,25,2124
3,4,1,1,1,3,1,19857,8,8,2372
2,4,0,2,1,3,1,19858,14,27,1651
1,1,1,2,1,3,1,19859,1,12,3190
2,3,1,2,1,3,1,19860,9,21,6402
2,4,2,1,1,3,1,19861,20,14,3387
2,4,1,1,1,5,1,19862,5,19,3217
1,3,1,2,2,1,1,19863,5,31,1959
3,5,1,2,1,1,1,19864,2,8,2387
3,5,1,1,1,4,1,19865,3,29,990
2,3,2,1,1,4,1,19866,1,3,833
3,5,1,1,1,3,1,19867,14,31,1807
2,6,2,2,1,1,1,19868,4,22,2397
1,1,1,2,2,2,1,19869,18,31,2014
2,4,2,1,2,4,1,19870,20,8,3631
1,3,1,1,2,2,1,19871,6,17,485
2,4,1,1,2,3,1,19872,3,10,1406
3,3,0,1,2,3,1,19873,7,7,3699
2,3,1,2,1,3,1,19874,5,25,2623
2,3,1,1,1,4,1,19875,1,3,746
3,4,1,2,1,5,1,19876,5,18,1147
2,3,1,1,1,2,1,19877,5,28,1604
1,5,1,2,1,1,1,19878,3,9,4158
3,6,1,1,1,4,1,19879,3,29,1561
1,4,1,1,1,2,1,19880,3,26,2630
2,5,1,1,1,4,1,19881,2,19,3319
1,1,1,2,2,2,1,19882,5,12,4317
3,4,2,1,2,2,1,19883,6,28,1479
1,6,3,1,1,2,1,19884,4,19,3220
2,3,1,2,1,4,1,19885,2,3,736
1,3,1,1,1,2,1,19886,2,29,1113
1,3,1,1,2,2,1,19887,3,5,1426
3,6,1,2,2,6,1,19888,12,16,3760
3,4,2,1,2,4,1,19889,3,29,991
2,4,0,2,2,10,1,19890,17,12,2869
2,4,0,1,2,3,1,19891,4,20,4727
2,4,1,1,1,3,1,19892,15,13,2985
2,6,2,2,2,4,1,19893,5,15,9177
2,4,1,1,1,3,1,19894,2,14,7413
2,4,1,2,1,2,1,19895,4,1,1062
2,3,1,1,2,1,1,19896,2,16,3299
3,5,2,1,1,2,1,19897,5,3,488
2,3,3,1,1,4,1,19898,5,24,1236
3,7,2,1,1,3,1,19899,1,26,2445
2,5,2,1,1,2,1,19900,5,15,12314
6,6,1,2,2,2,1,19901,5,24,973
1,2,0,2,1,2,1,19902,16,12,2678
1,1,0,2,2,4,1,19903,4,17,995
3,5,1,1,1,1,1,19904,1,8,4137
3,3,2,1,1,5,1,19905,2,14,11253
4,6,2,1,1,6,1,19906,4,9,3217
2,3,1,2,2,1,1,19907,2,19,2584
1,4,1,2,1,1,1,19908,2,19,3242
2,6,2,1,1,7,1,19909,4,5,1648
2,4,1,1,2,2,1,19910,11,32,1565
2,3,1,2,1,4,1,19911,3,30,5770
1,1,1,2,1,3,1,19912,15,30,8713
1,1,1,1,1,1,1,19913,1,19,3148
1,2,1,2,1,1,1,19914,4,15,11199
2,4,2,2,1,4,1,19915,4,15,12827
1,1,1,2,2,1,1,19916,3,9,3561
2,3,1,2,2,6,1,19917,1,8,1975
2,3,1,2,1,2,1,19918,1,9,3772
2,4,1,1,2,4,1,19919,5,5,1411
1,2,1,2,1,3,1,19920,2,23,1617
2,2,1,2,1,2,1,19921,5,4,902
2,8,2,1,1,3,1,19922,2,24,1310
3,5,1,2,1,3,1,19923,1,9,3351
1,4,1,1,1,5,1,19924,3,32,991
1,5,1,2,1,1,1,19925,12,20,3229
2,3,0,2,2,3,1,19926,17,7,4578
2,3,1,2,2,2,1,19927,16,13,1613
1,4,2,1,1,2,1,19928,1,5,1756
3,6,2,1,1,3,1,19929,3,11,6097
5,6,3,1,1,6,1,19930,3,1,1296
4,5,3,1,1,6,2,19931,5,27,2385
2,4,0,2,2,1,1,19932,17,24,1094
3,5,2,1,1,4,1,19933,18,26,2513
3,4,2,1,1,3,1,19934,3,6,835
3,4,1,1,1,5,1,19935,9,32,1249
2,3,1,1,1,4,1,19936,5,25,3474
1,3,1,2,2,4,1,19937,17,32,1543
2,3,1,2,1,2,1,19938,3,25,2472
5,6,1,1,1,5,2,19939,9,17,880
3,6,3,1,1,2,1,19940,2,19,3220
2,3,1,1,1,3,1,19941,5,25,2356
3,8,2,1,1,5,1,19942,4,24,1223
1,2,1,2,2,7,1,19943,9,23,1790
2,3,0,2,1,5,1,19944,6,16,4301
1,3,1,2,2,2,1,19945,17,16,4784
2,2,1,2,1,2,1,19946,11,6,691
2,3,3,2,1,3,1,19947,12,25,2524
3,5,1,1,1,4,1,19948,17,13,2779
2,3,0,2,1,4,1,19949,1,29,1028
2,4,1,2,1,4,1,19950,1,15,13767
2,3,1,2,1,3,1,19951,4,26,2198
2,3,1,2,2,2,1,19952,1,30,8713
3,4,2,1,1,5,1,19953,4,8,2985
3,5,2,1,1,6,1,19954,19,32,1543
3,4,1,2,1,4,1,19955,5,3,622
3,5,2,1,2,1,1,19956,1,11,7327
1,1,1,2,1,5,1,19957,2,14,11411
2,4,1,1,1,3,1,19958,4,15,12920
3,4,1,1,1,3,1,19959,5,22,2305
2,4,2,1,1,2,1,19960,5,9,2236
1,3,1,2,1,2,1,19961,1,9,3906
1,2,1,2,1,3,1,19962,1,3,665
2,3,1,2,1,5,1,19963,2,28,1956
3,4,1,1,1,4,1,19964,5,29,1021
1,1,1,2,2,2,1,19965,7,11,4770
1,2,2,1,2,1,1,19966,1,9,3710
3,5,1,1,1,5,1,19967,18,24,1797
2,4,1,2,2,3,1,19968,5,25,2778
2,4,0,2,1,7,1,19969,4,4,797
3,4,1,1,1,5,1,19970,16,17,952
2,2,1,1,1,2,1,19971,2,17,1412
2,3,1,1,1,4,1,19972,20,22,3729
4,8,2,1,1,3,1,19973,2,9,4040
2,3,1,2,1,4,1,19974,13,3,496
1,2,1,1,1,2,1,19975,15,23,2031
3,3,1,1,1,5,1,19976,1,2,2939
1,1,1,2,2,1,1,19977,3,28,1669
2,4,2,2,1,2,1,19978,3,27,827
2,4,1,2,1,3,1,19979,13,27,414
2,3,2,2,1,5,1,19980,5,14,7856
2,3,0,2,2,2,1,19981,12,13,1613
1,2,1,2,1,3,1,19982,2,23,1839
3,8,2,1,1,3,1,19983,4,14,7057
1,2,0,2,1,2,1,19984,1,11,4889
1,2,0,2,2,3,1,19985,10,24,1015
2,4,2,1,1,5,1,19986,1,12,3730
2,3,1,2,1,2,1,19987,1,9,789
2,2,0,2,1,7,1,19988,6,10,1449
2,4,1,1,1,2,1,19989,3,15,12524
4,6,2,2,1,5,1,19990,1,19,3124
3,5,2,1,1,3,1,19991,5,11,5357
1,3,1,2,1,1,1,19992,1,9,4160
2,8,2,2,1,2,1,19993,3,19,3017
3,4,1,1,1,4,1,19994,1,22,2320
2,4,1,1,2,4,1,19995,5,2,3011
2,4,1,1,1,4,1,19996,5,9,2977
1,2,1,1,1,1,1,19997,9,6,576
3,6,2,2,1,3,1,19998,1,17,1238
2,3,1,1,1,2,1,19999,2,2,2435
3,5,2,1,1,3,1,20000,16,5,1555
2,3,1,1,1,3,1,20001,5,3,637
1,2,1,1,1,7,1,20002,3,6,791
3,6,3,1,1,5,1,20003,20,6,636
3,7,1,1,1,4,1,20004,12,15,11415
4,6,2,1,1,3,1,20005,1,1,1395
2,7,4,2,2,2,1,20006,3,29,729
2,5,2,1,1,6,1,20007,5,1,3781
2,2,1,1,1,3,1,20008,17,19,2656
4,6,2,1,1,5,1,20009,5,9,3584
1,2,1,1,1,4,1,20010,4,2,2969
2,3,0,2,2,5,1,20011,1,16,3018
2,5,2,2,1,3,1,20012,3,5,1648
2,4,1,2,1,2,1,20013,1,30,5687
2,3,1,2,2,2,1,20014,15,14,8757
3,5,3,2,1,5,1,20015,5,23,1545
1,4,1,2,1,1,1,20016,2,22,2002
2,3,1,2,2,3,1,20017,3,19,2525
2,4,2,2,1,2,1,20018,1,24,1196
1,3,1,1,2,2,1,20019,13,20,3430
1,3,1,2,2,1,1,20020,4,4,707
2,4,1,2,1,2,1,20021,5,13,2824
1,3,1,1,1,2,1,20022,12,6,691
2,6,2,1,1,2,1,20023,2,13,2736
3,4,2,1,1,5,1,20024,14,25,2524
3,4,1,1,1,4,1,20025,12,2,1922
2,3,1,2,1,3,1,20026,1,9,3183
1,2,1,2,1,2,1,20027,1,9,4288
2,5,2,2,1,3,1,20028,19,32,1565
2,4,1,2,1,6,1,20029,4,21,6115
3,4,2,1,1,4,1,20030,16,28,1479
2,4,2,1,1,2,1,20031,1,16,4450
2,3,1,2,2,4,1,20032,9,30,7817
2,4,1,2,1,2,1,20033,3,9,3442
1,2,0,2,1,3,1,20034,1,12,2449
2,2,0,2,2,5,1,20035,19,30,4268
5,8,1,1,1,3,1,20036,4,3,604
2,4,1,2,1,5,1,20037,5,31,2014
3,4,1,2,1,4,1,20038,2,24,1269
1,2,1,2,2,5,1,20039,4,21,5804
3,3,2,2,2,2,1,20040,3,19,3596
1,2,1,1,1,4,1,20041,1,25,3564
1,3,0,2,1,2,1,20042,6,24,1225
1,2,2,2,1,2,1,20043,2,13,5432
2,3,1,2,1,4,1,20044,1,17,1674
2,7,1,1,1,3,1,20045,10,11,4691
1,3,0,2,2,9,1,20046,9,7,3330
1,3,1,1,1,2,1,20047,3,4,746
3,4,1,2,2,2,1,20048,3,2,3158
2,4,1,1,1,2,1,20049,5,8,3184
1,1,0,2,2,2,1,20050,16,27,1502
4,6,2,1,1,2,1,20051,3,3,561
1,1,1,2,2,1,1,20052,10,30,4624
2,6,1,2,1,1,1,20053,5,30,7348
2,3,1,2,2,5,1,20054,4,3,748
3,5,1,2,1,1,1,20055,2,2,3158
3,5,1,1,2,2,1,20056,15,12,2579
3,7,1,1,1,4,1,20057,16,1,392
1,3,0,1,2,1,1,20058,16,24,1015
1,3,1,2,1,2,1,20059,13,32,1504
2,3,1,1,1,3,1,20060,4,3,632
3,5,1,2,1,3,1,20061,2,9,1000
3,6,2,1,1,4,1,20062,3,5,1615
2,4,2,1,1,3,1,20063,5,30,5770
2,5,1,2,1,3,1,20064,2,9,3262
4,6,2,1,1,6,1,20065,12,22,2454
2,5,1,1,2,1,1,20066,18,1,1437
2,5,1,2,1,2,1,20067,11,13,1645
2,3,1,2,2,1,1,20068,11,5,1433
2,5,2,1,1,3,1,20069,2,6,666
3,5,1,2,2,5,1,20070,19,8,2387
2,3,2,2,1,1,1,20071,1,17,1209
2,3,1,2,2,3,1,20072,3,31,2522
3,4,0,2,2,9,1,20073,12,7,3699
3,7,2,1,1,3,1,20074,5,28,1734
2,3,1,2,2,2,1,20075,17,31,2598
3,5,1,1,1,4,1,20076,5,25,2587
3,6,1,1,1,4,1,20077,19,27,1502
2,3,1,2,1,3,1,20078,4,9,3644
1,7,5,1,1,1,1,20079,12,27,1651
1,1,0,2,2,1,1,20080,21,7,3330
3,3,2,2,1,5,1,20081,2,9,4295
3,4,1,1,1,4,1,20082,5,16,4626
2,3,1,2,1,2,1,20083,5,9,789
2,4,0,1,1,4,1,20084,18,30,5443
2,4,1,1,1,5,1,20085,1,15,12302
2,4,1,1,1,1,1,20086,4,28,2036
1,3,1,2,1,1,1,20087,4,11,4931
2,4,1,1,1,3,1,20088,3,9,3715
1,4,2,1,1,2,1,20089,1,19,3343
2,3,1,1,1,4,1,20090,5,15,11460
2,2,0,2,2,7,1,20091,3,12,2857
1,3,1,2,1,1,1,20092,18,7,3363
2,3,1,2,2,3,1,20093,5,19,3722
1,5,2,2,1,2,1,20094,5,26,2279
2,3,1,1,1,3,1,20095,5,4,631
5,5,1,1,1,4,1,20096,5,30,5849
3,4,0,2,2,1,1,20097,5,25,811
1,1,0,2,2,3,1,20098,3,31,2239
4,5,2,1,1,3,1,20099,2,32,1720
