"VIV_SEL","HOGAR","P3_2","P3_3","P3_5","P4_1","P4_5","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P12_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P5_3","P5_4","P10_8","R_SEL","FACTOR","P3_11","P4_3","P4_8","P5_31","P6_4","P6_20","P7_1","P10_17","P11_1_9","P12_3_1","P12_3_2","P12_3_3","P12_3_4","P12_3_5","P12_3_6"
19,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,49,5,403,1520471,2963,3,6,1,2,2,2,1,2,2,2,1,1,1,1,2948,1,5,1,1,2,3,2,2,1,2,2,2,2,2,2
5,1,5,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,47,4,402,1519076,17995,3,3,1,2,1,2,1,2,2,2,1,2,1,1,5976,1,3,1,1,1,1,2,1,1,2,2,2,2,2,2
1,1,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,31,2,385,1500423,19464,3,3,3,1,2,1,1,2,2,2,1,1,1,3,6488,1,3,1,2,1,2,1,2,1,2,2,2,2,2,2
5,1,5,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,43,4,384,1500388,14813,3,8,2,1,2,1,1,1,2,2,2,1,1,2,7379,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2
5,1,6,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,21,3,397,1515653,26420,2,8,3,2,2,2,1,2,1,2,1,2,2,4,6600,1,3,1,2,2,3,1,2,2,2,2,2,2,2,2
3,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,69,2,396,1514492,14127,0,0,2,2,2,2,2,2,2,2,1,1,1,2,4709,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
5,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,64,3,395,1514283,9617,3,6,1,1,2,2,2,2,2,2,2,2,2,2,4805,2,5,1,1,2,3,2,2,1,2,2,2,2,2,2
4,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,42,3,395,1514283,14426,2,8,2,2,1,2,2,2,2,2,1,2,1,2,4805,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2
3,1,6,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,24,3,395,1514283,9617,6,2,1,2,1,1,2,2,1,2,2,2,2,1,4805,1,3,1,2,2,3,2,1,1,2,2,2,2,1,2
5,1,5,1,5,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,20,2,390,1507860,27140,3,3,3,2,2,2,2,2,1,2,2,2,2,4,5428,1,1,1,2,2,3,2,2,1,2,2,2,2,2,2
1,1,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,55,2,390,1507860,27140,3,4,5,1,2,2,2,2,1,2,1,1,1,5,5428,1,5,1,2,1,2,2,1,2,2,2,1,2,2,2
6,1,5,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,35,9,406,1526668,8646,2,3,2,1,2,2,2,2,2,2,1,2,1,2,4321,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2
4,1,4,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,57,2,390,1507860,10856,6,2,1,2,2,2,1,2,2,2,2,2,2,1,5428,2,3,1,2,2,1,2,2,1,2,2,1,2,2,2
3,1,5,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,31,2,386,1503206,11242,6,2,2,2,2,1,2,2,2,2,2,1,1,2,5621,1,3,1,2,2,3,2,2,1,2,1,2,2,1,2
1,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,44,4,402,1519076,5998,3,7,1,2,2,2,1,2,2,2,1,1,1,1,5976,1,5,1,2,2,3,2,2,2,2,2,1,2,2,2
2,1,6,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,21,4,402,1519076,17995,3,6,3,1,2,2,2,2,2,2,1,2,1,3,5976,1,5,1,2,2,3,2,1,1,2,2,2,2,2,2
3,1,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,24,4,402,1519076,23993,1,6,3,2,2,2,1,2,2,2,1,1,2,3,5976,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2
5,1,5,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,39,4,408,1528927,13966,4,8,1,2,1,2,1,2,2,2,1,1,1,1,6957,1,3,1,1,1,2,1,1,2,2,1,2,2,2,2
2,1,6,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,38,2,396,1514492,4709,3,3,1,2,1,2,1,2,1,2,2,2,2,1,4709,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2
5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,42,2,396,1514492,9418,2,6,1,2,2,2,1,2,2,2,2,1,1,1,4709,1,3,1,2,2,1,2,1,2,2,2,2,2,2,2
5,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,33,2,396,1514492,18836,2,6,1,2,2,2,2,2,2,2,2,2,2,4,4709,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
5,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,28,2,385,1500423,12976,6,2,2,2,2,2,1,2,2,2,1,1,2,2,6488,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
2,1,6,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,24,2,385,1500423,19464,3,6,3,2,2,2,1,2,1,2,2,2,2,3,6488,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2
4,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,28,3,397,1515653,19815,3,3,3,2,2,2,1,2,2,2,2,2,2,2,6600,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
1,1,5,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,37,5,403,1520471,5926,3,6,1,2,1,2,2,2,2,2,2,2,2,1,2948,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
3,1,4,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,5,403,1520471,8889,6,2,5,2,2,2,2,2,2,2,2,2,2,5,2948,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
1,1,6,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,26,3,395,1514283,9617,2,9,3,1,2,2,2,2,2,2,1,1,1,3,4805,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2
2,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,29,2,390,1507860,10856,3,3,3,2,1,2,2,2,1,2,1,2,2,2,5428,1,3,1,2,1,3,1,2,1,2,2,2,2,2,2
2,1,5,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,63,3,395,1514283,9617,4,8,1,2,2,2,1,2,2,2,2,1,1,1,4805,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
5,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,43,2,386,1503206,5621,3,3,1,2,2,2,1,2,2,2,2,1,1,1,5621,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2
7,1,5,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,60,9,406,1526668,21615,6,2,2,2,2,2,1,2,2,2,2,2,2,2,4321,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
17,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,24,9,406,1526668,12969,3,6,3,2,2,2,2,2,2,2,2,1,1,3,4321,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
2,1,5,1,5,1,1,2,2,2,2,2,2,1,2,2,2,2,9,2,2,2,2,2,1,1,2,64,2,393,1512474,17985,3,2,2,2,2,2,1,2,2,2,2,2,2,2,5995,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,5,1,5,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,40,2,393,1512474,11990,3,3,2,2,2,2,1,2,2,2,2,2,2,2,5995,2,5,1,2,1,3,2,2,1,2,2,2,2,2,2
1,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,60,2,393,1512474,11990,6,2,2,2,2,2,1,2,2,2,2,2,1,2,5995,2,3,1,2,1,3,2,2,2,2,2,1,2,2,2
5,1,5,1,5,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,21,2,393,1512474,35970,3,6,4,1,2,2,2,2,2,2,2,2,2,7,5995,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2
1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,50,2,386,1503206,11242,6,2,1,2,1,2,1,2,2,2,2,2,2,2,5621,2,5,1,2,2,2,2,2,1,2,2,2,2,2,2
4,1,6,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,22,2,387,1504534,39473,3,6,3,2,1,1,1,2,1,2,2,2,1,3,5639,1,3,1,2,2,2,2,1,1,2,2,2,2,2,2
4,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,26,2,386,1503206,11242,3,3,1,2,1,2,1,2,2,2,2,1,1,1,5621,1,3,1,2,1,3,2,2,1,2,2,2,2,2,2
4,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,58,2,394,1512587,16986,6,2,1,1,2,2,1,2,2,2,2,2,1,1,5662,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2
3,1,5,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,42,2,393,1512474,11990,3,7,2,2,2,1,2,2,2,2,1,1,1,2,5995,1,3,1,2,2,1,1,2,2,2,1,1,2,2,2
16,1,3,1,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,68,5,403,1520471,8889,3,5,1,1,2,2,1,2,2,2,2,1,1,1,2948,2,3,1,2,2,3,2,2,2,2,1,2,2,2,2
2,1,4,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,55,2,386,1503206,5621,4,2,1,2,2,2,1,1,1,2,1,1,1,1,5621,2,5,1,1,2,1,2,1,2,2,2,1,2,2,2
4,1,5,1,5,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,60,2,391,1509960,11430,3,3,2,2,2,2,2,2,2,2,2,2,1,2,5715,2,3,1,2,2,3,2,2,2,2,2,1,2,2,2
3,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,68,2,391,1509960,5715,5,2,1,2,2,2,1,2,2,2,1,1,1,1,5715,2,5,1,2,2,3,2,2,2,2,2,2,2,2,2
1,1,4,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,52,2,391,1509960,11430,6,2,1,2,2,2,1,2,2,2,1,2,1,1,5715,1,3,1,2,2,3,2,1,1,2,2,1,2,2,2
5,1,5,1,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,39,2,391,1509960,11430,3,4,2,2,2,1,2,2,1,2,1,2,2,2,5715,1,4,1,2,2,3,2,1,2,2,2,2,2,2,2
3,1,5,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,33,2,385,1500423,12976,3,3,1,1,1,2,1,2,2,2,1,1,1,1,6488,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2
4,1,6,1,5,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,42,4,402,1519076,5998,3,6,1,2,2,1,1,2,1,2,1,2,2,1,5976,1,3,1,1,2,3,2,1,1,2,2,2,2,2,2
17,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,3,1,46,9,407,1527674,24031,3,3,3,2,1,2,1,2,2,2,2,2,2,3,4804,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2
2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,42,2,391,1509960,11430,3,7,1,2,2,1,1,2,2,2,1,1,1,1,5715,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2
5,1,6,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,3,2,24,9,404,1524964,36281,3,6,3,2,2,2,1,2,2,2,2,2,2,4,6044,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2
1,1,6,1,4,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,19,9,404,1524964,18141,2,6,3,2,2,2,1,2,2,2,2,2,2,3,6044,1,2,1,2,2,3,2,2,1,2,2,2,2,2,2
2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,40,5,403,1520471,11852,4,8,1,2,2,2,1,2,2,2,1,2,2,2,2948,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2
3,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,46,3,398,1516083,16697,3,9,2,2,1,1,1,2,2,2,1,1,1,2,4171,1,5,1,1,1,2,1,1,2,2,2,2,2,2,2
4,1,5,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,39,2,400,1516552,17880,5,2,2,1,2,1,1,2,2,2,2,2,2,2,5960,2,4,1,2,2,3,2,2,1,2,2,2,2,2,2
5,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,45,3,398,1516083,20871,4,8,3,2,2,1,2,2,2,2,1,2,1,4,4171,1,5,1,1,2,2,2,1,1,2,2,2,2,2,2
2,1,5,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,43,2,400,1516552,11920,6,2,2,2,2,2,1,2,2,2,1,1,2,2,5960,1,4,1,2,2,2,2,2,1,2,2,2,2,2,2
3,1,5,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,64,2,400,1516552,17880,3,3,1,2,2,2,2,2,2,2,2,1,1,1,5960,2,5,1,2,2,2,2,2,1,2,2,1,2,2,2
10,1,5,2,8,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,57,12,410,1560748,13266,0,0,2,2,2,2,1,2,2,2,2,2,2,2,4422,2,5,1,2,2,2,2,2,1,2,2,2,2,2,2
12,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,34,12,410,1560748,8844,3,3,2,2,2,2,1,2,2,2,1,2,2,2,4422,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
11,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,29,12,410,1560748,30954,3,3,5,1,2,2,2,2,2,2,1,2,2,6,4422,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
5,1,5,1,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,55,12,410,1560748,8844,6,2,2,2,2,2,1,2,2,2,2,2,2,2,4422,2,5,1,2,2,2,2,2,1,2,2,2,2,2,2
2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,30,12,410,1560748,8844,3,3,1,2,1,1,1,2,2,2,2,2,2,1,4422,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2
3,1,5,1,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,28,12,410,1560748,8844,2,2,2,1,2,1,1,2,2,2,2,2,2,2,4422,2,5,1,2,2,1,2,2,1,2,2,2,2,2,2
7,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,64,12,410,1560748,4422,3,2,1,2,2,2,1,2,2,2,2,1,2,1,4422,2,5,1,2,2,3,2,2,1,2,2,1,2,2,2
17,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,30,12,410,1560748,4422,3,3,1,2,2,2,1,2,2,2,1,2,2,1,4422,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2
14,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,39,12,410,1560748,8844,0,0,1,2,2,1,2,2,2,2,2,2,2,1,4422,2,4,1,2,2,2,2,2,1,2,2,1,2,2,2
19,1,5,1,5,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,31,12,410,1560748,8844,3,3,2,2,2,2,1,1,1,2,2,2,2,2,4422,2,4,1,1,2,2,2,1,1,2,2,2,2,2,2
9,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,4,1,28,12,410,1560748,22110,3,3,3,2,2,2,1,2,2,2,1,2,2,4,4422,1,5,1,1,2,3,2,2,2,2,2,2,2,2,2
18,1,5,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,25,12,410,1560748,8844,3,3,1,2,1,2,1,2,2,2,2,2,2,1,4422,1,4,1,2,2,2,2,1,1,2,2,2,2,2,2
6,1,6,1,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,18,12,410,1560748,13266,1,6,4,2,2,2,2,2,2,2,1,2,2,4,4422,1,4,1,2,2,3,2,1,1,2,2,2,2,2,2
20,1,5,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,4,1,40,12,410,1560748,8844,4,2,1,2,2,1,2,2,1,2,2,2,2,1,4422,1,3,1,2,2,3,2,1,1,2,2,1,2,2,2
8,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,39,12,410,1560748,17688,6,2,3,2,2,2,1,2,2,2,2,2,2,2,4422,1,3,1,2,2,3,2,1,1,2,2,2,2,2,2
5,1,5,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,36,2,400,1516552,11920,3,6,1,2,2,2,1,2,2,2,1,2,1,1,5960,1,4,2,1,2,2,2,2,1,2,2,2,2,2,2
16,1,5,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,24,12,410,1560748,17688,2,3,5,2,2,2,2,2,2,2,2,2,2,3,4422,2,4,1,2,2,3,2,1,1,2,2,2,2,2,2
11,1,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,4,2,41,11,411,1561247,16419,3,3,2,1,2,1,1,2,2,2,1,2,2,2,5473,2,4,1,2,2,3,2,2,1,2,2,2,2,2,2
19,1,4,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,57,11,411,1561247,10946,6,2,1,2,2,2,2,2,2,2,2,2,2,1,5473,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
20,1,6,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,38,11,411,1561247,5473,0,0,1,1,2,1,2,2,2,2,2,2,2,1,5473,2,5,1,1,2,3,2,2,1,2,2,2,2,2,2
7,1,6,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,38,11,411,1561247,10946,0,0,1,1,2,2,2,2,2,2,2,2,2,1,5473,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
12,1,5,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,51,11,411,1561247,27365,6,2,1,2,2,1,1,2,2,2,2,2,2,1,5473,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
15,1,1,1,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,43,11,411,1561247,27365,3,2,2,2,2,1,2,2,2,2,1,2,2,2,5473,2,4,1,2,2,2,2,2,1,2,2,2,2,2,2
13,1,6,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,19,11,411,1561247,10946,2,4,4,2,2,1,1,2,2,2,1,2,2,3,5473,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2
6,1,5,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,4,1,31,11,411,1561247,10946,3,3,1,2,2,2,1,2,2,2,1,2,1,1,5473,1,3,1,2,1,2,2,2,1,1,2,2,2,2,2
10,1,1,1,8,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,2,21,11,411,1561247,10946,3,3,5,2,2,2,1,2,2,2,2,2,2,2,5473,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
9,1,6,1,3,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,4,1,33,11,411,1561247,5473,5,8,4,2,2,2,1,2,2,2,1,2,1,3,5473,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2
17,1,6,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,21,11,411,1561247,27365,6,2,3,2,2,2,1,2,2,2,2,2,2,3,5473,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
18,1,5,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,4,1,35,11,411,1561247,10946,2,6,1,2,2,1,1,2,2,2,1,2,1,1,5473,1,3,1,2,1,2,2,2,1,2,2,1,2,2,2
21,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,1,41,11,411,1561247,21892,3,3,1,2,2,2,1,2,2,2,2,2,2,1,5473,1,4,1,2,2,3,2,1,1,2,2,2,2,2,2
13,1,5,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,4,1,37,12,410,1560748,8844,3,3,1,2,1,2,2,2,2,2,2,2,1,1,4422,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2
18,1,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,33,11,409,1560237,11170,3,3,1,1,2,1,1,2,2,2,1,2,2,1,5585,1,3,1,1,1,2,2,2,1,2,2,1,2,2,2
6,1,5,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,56,11,409,1560237,27925,2,2,1,2,2,1,1,2,2,2,2,2,2,1,5585,2,3,1,2,2,3,2,2,1,2,2,1,2,2,2
11,1,5,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,37,11,409,1560237,11170,6,2,2,2,1,1,1,2,2,2,2,2,2,2,5585,1,3,1,2,1,2,2,1,1,2,2,1,2,2,2
15,1,5,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,36,11,409,1560237,11170,6,2,2,2,2,2,2,2,2,2,2,2,2,2,5585,2,4,1,2,1,2,2,2,1,2,2,2,2,2,2
14,1,6,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,26,11,409,1560237,16755,3,3,3,2,2,2,1,2,2,2,2,2,2,3,5585,1,3,1,2,2,3,2,1,1,2,2,2,2,2,2
19,1,5,1,5,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,25,11,409,1560237,11170,3,3,2,1,2,1,1,2,2,2,1,2,2,2,5585,1,3,1,2,2,3,2,2,1,1,2,2,2,2,2
10,1,5,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,27,11,409,1560237,16755,2,6,5,1,2,2,2,2,2,2,2,2,2,2,5585,1,4,1,2,2,3,2,1,2,2,1,2,2,2,2
20,1,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,50,11,409,1560237,22340,3,3,1,2,2,2,1,2,2,2,2,2,2,1,5585,1,3,1,2,2,3,2,2,1,1,1,2,2,2,2
5,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,45,2,399,1516452,18681,3,3,1,1,2,2,2,2,2,2,2,2,2,1,6227,2,3,1,2,1,2,2,1,1,2,1,2,2,2,2
4,1,6,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,24,2,399,1516452,31135,3,6,3,1,2,2,2,2,2,2,2,2,2,3,6227,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
2,1,5,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,53,2,399,1516452,18681,2,6,1,2,1,2,2,1,2,2,1,2,1,1,6227,1,4,1,2,1,1,2,1,1,2,1,1,2,2,2
2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,32,2,399,1516452,12454,3,3,2,2,2,2,1,2,2,2,2,2,2,2,6227,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
2,3,5,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,30,2,399,1516452,12454,3,6,1,1,1,2,1,2,2,2,1,2,2,1,6227,1,3,1,1,2,1,2,1,1,2,1,2,2,2,2
8,1,5,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,4,1,29,11,409,1560237,11170,5,8,1,2,2,2,1,2,1,2,2,2,2,1,5585,1,3,1,2,1,2,2,2,2,2,1,2,2,2,2
5,1,6,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,50,11,409,1560237,5585,3,6,1,1,2,2,2,2,2,2,2,2,2,1,5585,1,5,1,2,2,3,2,2,1,2,1,1,1,2,2
4,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,70,11,409,1560237,5585,2,2,1,1,2,2,2,2,2,2,2,2,2,1,5585,1,4,1,2,2,3,2,2,1,2,2,2,2,2,2
