"VIV_SEL","HOGAR","N_REN","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_HOG","UPM"
3,1,1,2,2,1,41,105,1204,1233,1910250
3,1,2,2,2,2,38,105,1204,1233,1910250
3,1,3,2,2,1,16,105,1204,1233,1910250
3,1,4,2,2,2,9,105,1204,1233,1910250
4,1,1,2,2,1,41,105,1204,1233,1910250
4,1,2,2,2,2,37,105,1204,1233,1910250
4,1,3,2,2,1,14,105,1204,1233,1910250
4,1,4,2,2,1,10,105,1204,1233,1910250
5,1,1,2,2,1,45,105,1204,1233,1910250
5,1,2,2,2,2,41,105,1204,1233,1910250
5,1,3,2,2,1,18,105,1204,1233,1910250
1,1,1,2,2,2,65,105,1205,1506,1910397
2,1,1,2,2,1,70,105,1205,1506,1910397
2,1,2,2,2,2,33,105,1205,1506,1910397
3,1,1,2,2,2,60,105,1205,1506,1910397
4,1,1,2,2,2,43,105,1205,1506,1910397
4,1,2,2,2,2,18,105,1205,1506,1910397
4,1,3,2,2,2,17,105,1205,1506,1910397
4,1,4,2,2,2,7,105,1205,1506,1910397
5,1,1,2,2,1,49,105,1205,1506,1910397
5,1,2,2,2,2,44,105,1205,1506,1910397
5,1,3,2,2,2,21,105,1205,1506,1910397
5,1,4,2,2,2,18,105,1205,1506,1910397
5,1,5,2,2,1,20,105,1205,1506,1910397
1,1,1,2,2,1,51,106,1206,1526,1910438
1,1,2,2,2,2,47,106,1206,1526,1910438
1,1,3,2,2,2,20,106,1206,1526,1910438
1,1,4,2,2,1,27,106,1206,1526,1910438
2,1,1,2,2,1,41,106,1206,1526,1910438
2,1,2,2,2,2,42,106,1206,1526,1910438
2,1,3,2,2,2,18,106,1206,1526,1910438
2,1,4,2,2,2,11,106,1206,1526,1910438
2,1,5,2,2,2,4,106,1206,1526,1910438
3,1,1,2,2,1,52,106,1206,1526,1910438
3,1,2,2,2,2,45,106,1206,1526,1910438
3,1,3,2,2,1,18,106,1206,1526,1910438
3,1,4,2,2,1,12,106,1206,1526,1910438
4,1,1,2,2,2,55,106,1206,1526,1910438
4,1,2,2,2,2,23,106,1206,1526,1910438
5,1,1,2,2,1,52,106,1206,1526,1910438
5,1,2,2,2,2,53,106,1206,1526,1910438
5,1,3,2,2,1,17,106,1206,1526,1910438
1,1,1,2,2,1,36,102,1207,1888,1910591
1,1,2,2,2,2,33,102,1207,1888,1910591
1,1,3,2,2,1,8,102,1207,1888,1910591
1,1,4,2,2,2,7,102,1207,1888,1910591
1,1,5,2,2,2,5,102,1207,1888,1910591
1,1,6,2,2,2,5,102,1207,1888,1910591
2,1,1,2,2,1,36,102,1207,1888,1910591
2,1,2,2,2,2,36,102,1207,1888,1910591
2,1,3,2,2,2,17,102,1207,1888,1910591
2,1,4,2,2,2,12,102,1207,1888,1910591
2,1,5,2,2,1,11,102,1207,1888,1910591
2,1,6,2,2,2,6,102,1207,1888,1910591
3,1,1,2,2,1,42,102,1207,1888,1910591
3,1,2,2,2,2,43,102,1207,1888,1910591
3,1,3,2,2,1,18,102,1207,1888,1910591
3,1,4,2,2,2,18,102,1207,1888,1910591
3,1,5,2,2,1,15,102,1207,1888,1910591
3,1,6,2,2,2,7,102,1207,1888,1910591
3,1,7,2,2,2,2,102,1207,1888,1910591
4,1,1,2,2,1,20,102,1207,1888,1910591
4,1,2,2,2,1,18,102,1207,1888,1910591
5,1,1,2,2,1,53,102,1207,1888,1910591
5,1,2,2,2,2,46,102,1207,1888,1910591
6,1,1,2,2,2,29,102,1207,1888,1910591
6,1,2,2,2,2,17,102,1207,1888,1910591
6,1,3,2,2,1,20,102,1207,1888,1910591
7,1,1,2,2,1,39,102,1207,1888,1910591
7,1,2,2,2,2,37,102,1207,1888,1910591
7,1,3,2,2,1,13,102,1207,1888,1910591
7,1,4,2,2,2,8,102,1207,1888,1910591
8,1,1,2,2,1,40,102,1207,1888,1910591
8,1,2,2,2,2,36,102,1207,1888,1910591
8,1,3,2,2,1,15,102,1207,1888,1910591
8,1,4,2,2,1,8,102,1207,1888,1910591
10,1,1,2,2,1,39,102,1207,1888,1910591
10,1,2,2,2,2,40,102,1207,1888,1910591
10,1,3,2,2,1,9,102,1207,1888,1910591
10,1,4,2,2,2,7,102,1207,1888,1910591
12,1,1,2,2,1,32,102,1207,1888,1910591
12,1,2,2,2,2,32,102,1207,1888,1910591
12,1,3,2,2,1,5,102,1207,1888,1910591
13,1,1,2,2,2,21,102,1207,1888,1910591
13,1,2,2,2,1,17,102,1207,1888,1910591
13,1,3,2,2,2,0,102,1207,1888,1910591
14,1,1,2,2,1,45,102,1207,1888,1910591
15,1,1,2,2,1,31,102,1207,1888,1910591
15,1,2,2,2,2,31,102,1207,1888,1910591
15,1,3,2,2,1,15,102,1207,1888,1910591
15,1,4,2,2,1,14,102,1207,1888,1910591
15,1,5,2,2,2,11,102,1207,1888,1910591
15,1,6,2,2,2,10,102,1207,1888,1910591
15,1,7,2,2,2,7,102,1207,1888,1910591
16,1,1,2,2,1,41,102,1207,1888,1910591
16,1,2,2,2,2,44,102,1207,1888,1910591
16,1,3,2,2,1,11,102,1207,1888,1910591
18,1,1,2,2,1,36,102,1207,1888,1910591
18,1,2,2,2,2,32,102,1207,1888,1910591
18,1,3,2,2,2,9,102,1207,1888,1910591
18,1,4,2,2,1,6,102,1207,1888,1910591
18,1,5,2,2,2,3,102,1207,1888,1910591
19,1,1,2,2,1,46,102,1207,1888,1910591
19,1,2,2,2,2,44,102,1207,1888,1910591
19,1,3,2,2,2,17,102,1207,1888,1910591
19,1,4,2,2,2,13,102,1207,1888,1910591
20,1,1,2,2,1,40,102,1207,1888,1910591
20,1,2,2,2,2,33,102,1207,1888,1910591
20,1,3,2,2,1,15,102,1207,1888,1910591
20,1,4,2,2,1,13,102,1207,1888,1910591
20,1,5,2,2,2,12,102,1207,1888,1910591
1,1,1,2,2,2,52,102,1208,2233,1910607
1,1,2,2,2,2,29,102,1208,2233,1910607
1,1,3,2,2,1,32,102,1208,2233,1910607
2,1,1,2,2,1,62,102,1208,2233,1910607
2,1,2,2,2,2,53,102,1208,2233,1910607
2,1,3,2,2,2,23,102,1208,2233,1910607
3,1,1,2,2,1,42,102,1208,2233,1910607
3,1,2,2,2,2,42,102,1208,2233,1910607
3,1,3,2,2,1,11,102,1208,2233,1910607
3,1,4,2,2,2,16,102,1208,2233,1910607
3,1,5,2,2,1,13,102,1208,2233,1910607
3,1,6,2,2,1,31,102,1208,2233,1910607
3,1,7,2,2,2,60,102,1208,2233,1910607
3,1,8,2,2,2,9,102,1208,2233,1910607
3,1,9,2,2,1,33,102,1208,2233,1910607
3,1,10,2,2,2,15,102,1208,2233,1910607
4,1,1,2,2,1,66,102,1208,2233,1910607
4,1,2,2,2,2,65,102,1208,2233,1910607
4,1,3,2,2,2,27,102,1208,2233,1910607
4,1,4,2,2,1,39,102,1208,2233,1910607
4,1,5,2,2,1,29,102,1208,2233,1910607
4,1,6,2,2,2,30,102,1208,2233,1910607
4,1,7,2,2,2,12,102,1208,2233,1910607
4,1,8,2,2,1,4,102,1208,2233,1910607
4,1,9,2,2,1,11,102,1208,2233,1910607
5,1,1,2,2,1,54,102,1208,2233,1910607
5,1,2,2,2,2,52,102,1208,2233,1910607
5,1,3,2,2,1,17,102,1208,2233,1910607
5,1,4,2,2,2,23,102,1208,2233,1910607
6,1,1,2,2,1,31,102,1208,2233,1910607
6,1,2,2,2,2,28,102,1208,2233,1910607
6,1,3,2,2,2,8,102,1208,2233,1910607
6,1,4,2,2,1,4,102,1208,2233,1910607
7,1,1,2,2,1,45,102,1208,2233,1910607
7,1,2,2,2,2,45,102,1208,2233,1910607
7,1,3,2,2,2,21,102,1208,2233,1910607
7,1,4,2,2,1,14,102,1208,2233,1910607
8,1,1,2,2,1,60,102,1208,2233,1910607
8,1,2,2,2,2,54,102,1208,2233,1910607
8,1,3,2,2,2,15,102,1208,2233,1910607
9,1,1,2,2,1,43,102,1208,2233,1910607
9,1,2,2,2,2,37,102,1208,2233,1910607
9,1,3,2,2,2,17,102,1208,2233,1910607
10,1,1,2,2,1,40,102,1208,2233,1910607
10,1,2,2,2,2,37,102,1208,2233,1910607
10,1,3,2,2,2,9,102,1208,2233,1910607
10,1,4,2,2,2,6,102,1208,2233,1910607
11,1,1,2,2,1,57,102,1208,2233,1910607
11,1,2,2,2,2,34,102,1208,2233,1910607
11,1,3,2,2,1,36,102,1208,2233,1910607
11,1,4,2,2,1,15,102,1208,2233,1910607
11,1,5,2,2,2,3,102,1208,2233,1910607
11,1,6,2,2,2,0,102,1208,2233,1910607
11,1,7,2,2,1,9,102,1208,2233,1910607
11,1,8,2,2,2,55,102,1208,2233,1910607
12,1,1,2,2,1,43,102,1208,2233,1910607
12,1,2,2,2,2,39,102,1208,2233,1910607
12,1,3,2,2,1,20,102,1208,2233,1910607
12,1,4,2,2,2,18,102,1208,2233,1910607
12,1,5,2,2,2,14,102,1208,2233,1910607
12,1,6,2,2,2,14,102,1208,2233,1910607
13,1,1,2,2,1,67,102,1208,2233,1910607
13,1,2,2,2,2,38,102,1208,2233,1910607
13,1,3,2,2,2,11,102,1208,2233,1910607
13,2,1,2,2,1,24,102,1208,2233,1910607
13,2,3,2,2,2,3,102,1208,2233,1910607
13,2,4,2,2,1,1,102,1208,2233,1910607
13,2,5,2,2,2,21,102,1208,2233,1910607
14,1,1,2,2,1,64,102,1208,2233,1910607
14,1,2,2,2,1,38,102,1208,2233,1910607
14,1,3,2,2,2,37,102,1208,2233,1910607
14,1,4,2,2,1,2,102,1208,2233,1910607
16,1,1,2,2,1,44,102,1208,2233,1910607
16,1,2,2,2,2,43,102,1208,2233,1910607
16,1,3,2,2,2,19,102,1208,2233,1910607
16,1,4,2,2,1,19,102,1208,2233,1910607
16,1,5,2,2,2,1,102,1208,2233,1910607
17,1,1,2,2,1,47,102,1208,2233,1910607
17,1,2,2,2,2,47,102,1208,2233,1910607
18,1,1,2,2,2,43,102,1208,2233,1910607
20,1,1,2,2,1,28,102,1208,2233,1910607
20,1,2,2,2,2,29,102,1208,2233,1910607
1,1,1,2,2,2,23,103,1209,1514,1910623
1,1,2,2,2,1,4,103,1209,1514,1910623
1,2,1,2,2,2,30,103,1209,1514,1910623
1,2,2,2,2,2,10,103,1209,1514,1910623
1,2,3,2,2,2,8,103,1209,1514,1910623
2,1,1,2,2,1,50,103,1209,1514,1910623
2,1,2,2,2,2,77,103,1209,1514,1910623
2,1,3,2,2,1,56,103,1209,1514,1910623
3,1,1,2,2,1,39,103,1209,1514,1910623
3,1,2,2,2,2,37,103,1209,1514,1910623
3,1,3,2,2,2,14,103,1209,1514,1910623
3,1,4,2,2,2,13,103,1209,1514,1910623
3,1,5,2,2,1,0,103,1209,1514,1910623
3,1,6,2,2,2,0,103,1209,1514,1910623
5,1,1,2,2,1,53,103,1209,1514,1910623
5,1,2,2,2,2,55,103,1209,1514,1910623
5,1,3,2,2,1,24,103,1209,1514,1910623
5,1,4,2,2,2,18,103,1209,1514,1910623
5,1,5,2,2,1,11,103,1209,1514,1910623
6,1,1,2,2,1,65,103,1209,1514,1910623
6,1,2,2,2,2,65,103,1209,1514,1910623
6,1,3,2,2,2,40,103,1209,1514,1910623
7,1,1,2,2,2,58,103,1209,1514,1910623
7,1,2,2,2,2,26,103,1209,1514,1910623
7,1,3,2,2,2,7,103,1209,1514,1910623
7,1,4,2,2,2,3,103,1209,1514,1910623
7,1,5,2,2,2,2,103,1209,1514,1910623
7,1,6,2,2,2,2,103,1209,1514,1910623
8,1,1,2,2,1,38,103,1209,1514,1910623
9,1,1,2,2,1,51,103,1209,1514,1910623
9,1,2,2,2,2,55,103,1209,1514,1910623
11,1,1,2,2,2,55,103,1209,1514,1910623
11,1,2,2,2,2,18,103,1209,1514,1910623
12,1,1,2,2,1,81,103,1209,1514,1910623
12,1,2,2,2,2,81,103,1209,1514,1910623
12,1,3,2,2,2,98,103,1209,1514,1910623
12,1,4,2,2,1,22,103,1209,1514,1910623
13,1,1,2,2,1,51,103,1209,1514,1910623
13,1,2,2,2,2,51,103,1209,1514,1910623
13,1,3,2,2,2,24,103,1209,1514,1910623
13,1,4,2,2,1,21,103,1209,1514,1910623
13,1,5,2,2,1,17,103,1209,1514,1910623
13,1,6,2,2,1,28,103,1209,1514,1910623
13,1,7,2,2,1,1,103,1209,1514,1910623
15,1,1,2,2,1,47,103,1209,1514,1910623
15,1,2,2,2,2,46,103,1209,1514,1910623
15,1,3,2,2,1,24,103,1209,1514,1910623
15,1,4,2,2,1,21,103,1209,1514,1910623
15,1,5,2,2,1,15,103,1209,1514,1910623
16,1,1,2,2,1,50,103,1209,1514,1910623
16,1,2,2,2,2,56,103,1209,1514,1910623
16,1,3,2,2,2,19,103,1209,1514,1910623
17,1,1,2,2,2,54,103,1209,1514,1910623
17,1,2,2,2,1,33,103,1209,1514,1910623
17,1,3,2,2,1,46,103,1209,1514,1910623
17,1,4,2,2,2,1,103,1209,1514,1910623
18,1,1,2,2,1,47,103,1209,1514,1910623
18,1,2,2,2,2,47,103,1209,1514,1910623
18,1,3,2,2,1,14,103,1209,1514,1910623
19,2,1,2,2,1,31,103,1209,1514,1910623
19,2,2,2,2,2,25,103,1209,1514,1910623
19,2,3,2,2,1,0,103,1209,1514,1910623
20,1,1,2,2,2,57,103,1209,1514,1910623
20,1,2,2,2,2,14,103,1209,1514,1910623
1,1,1,2,2,2,53,107,1210,1913,1910970
1,1,2,2,2,2,24,107,1210,1913,1910970
1,1,3,2,2,1,17,107,1210,1913,1910970
2,1,1,2,2,1,52,107,1210,1913,1910970
2,1,2,2,2,2,50,107,1210,1913,1910970
2,1,3,2,2,1,27,107,1210,1913,1910970
2,1,4,2,2,2,24,107,1210,1913,1910970
2,1,5,2,2,2,21,107,1210,1913,1910970
2,1,6,2,2,1,26,107,1210,1913,1910970
3,1,1,2,2,1,46,107,1210,1913,1910970
3,1,2,2,2,2,42,107,1210,1913,1910970
3,1,3,2,2,2,17,107,1210,1913,1910970
4,1,1,2,2,1,53,107,1210,1913,1910970
4,1,2,2,2,2,49,107,1210,1913,1910970
4,1,3,2,2,2,27,107,1210,1913,1910970
4,1,4,2,2,1,25,107,1210,1913,1910970
4,1,5,2,2,1,19,107,1210,1913,1910970
5,1,1,2,2,1,71,107,1210,1913,1910970
5,1,2,2,2,2,54,107,1210,1913,1910970
5,1,3,2,2,2,40,107,1210,1913,1910970
5,1,4,2,2,1,18,107,1210,1913,1910970
5,1,5,2,2,2,8,107,1210,1913,1910970
1,1,1,3,2,1,68,102,1211,4361,1911420
1,1,2,3,2,2,63,102,1211,4361,1911420
2,1,1,3,2,1,56,102,1211,4361,1911420
2,1,2,3,2,2,57,102,1211,4361,1911420
3,1,1,3,2,1,88,102,1211,4361,1911420
3,1,2,3,2,2,86,102,1211,4361,1911420
4,1,1,3,2,1,85,102,1211,4361,1911420
5,1,1,3,2,2,23,102,1211,4361,1911420
5,1,2,3,2,1,26,102,1211,4361,1911420
5,1,3,3,2,1,91,102,1211,4361,1911420
5,1,4,3,2,1,6,102,1211,4361,1911420
5,1,5,3,2,1,4,102,1211,4361,1911420
6,1,1,3,2,1,41,102,1211,4361,1911420
6,1,2,3,2,2,32,102,1211,4361,1911420
6,1,3,3,2,1,14,102,1211,4361,1911420
6,1,4,3,2,2,8,102,1211,4361,1911420
7,1,1,3,2,1,26,102,1211,4361,1911420
7,1,2,3,2,1,87,102,1211,4361,1911420
7,1,3,3,2,2,57,102,1211,4361,1911420
8,1,1,3,2,1,82,102,1211,4361,1911420
8,1,2,3,2,1,37,102,1211,4361,1911420
8,1,3,3,2,2,39,102,1211,4361,1911420
8,1,4,3,2,1,16,102,1211,4361,1911420
8,1,5,3,2,1,15,102,1211,4361,1911420
8,1,6,3,2,1,8,102,1211,4361,1911420
9,1,1,3,2,1,29,102,1211,4361,1911420
9,1,2,3,2,2,29,102,1211,4361,1911420
9,1,3,3,2,2,7,102,1211,4361,1911420
9,1,4,3,2,2,6,102,1211,4361,1911420
9,1,5,3,2,1,4,102,1211,4361,1911420
9,1,6,3,2,2,2,102,1211,4361,1911420
10,1,1,3,2,2,79,102,1211,4361,1911420
11,1,1,3,2,1,76,102,1211,4361,1911420
11,1,2,3,2,2,74,102,1211,4361,1911420
11,1,3,3,2,1,49,102,1211,4361,1911420
13,1,1,3,2,1,63,102,1211,4361,1911420
13,1,2,3,2,2,62,102,1211,4361,1911420
14,1,1,3,2,2,78,102,1211,4361,1911420
15,1,1,3,2,1,67,102,1211,4361,1911420
15,1,2,3,2,2,68,102,1211,4361,1911420
16,1,1,3,2,1,43,102,1211,4361,1911420
16,1,2,3,2,2,45,102,1211,4361,1911420
17,1,1,3,2,1,30,102,1211,4361,1911420
17,1,2,3,2,2,25,102,1211,4361,1911420
17,1,3,3,2,2,3,102,1211,4361,1911420
17,1,4,3,2,2,9,102,1211,4361,1911420
17,1,5,3,2,1,1,102,1211,4361,1911420
18,1,1,3,2,1,60,102,1211,4361,1911420
19,1,1,3,2,1,34,102,1211,4361,1911420
19,1,2,3,2,2,32,102,1211,4361,1911420
19,1,3,3,2,2,13,102,1211,4361,1911420
19,1,4,3,2,1,1,102,1211,4361,1911420
20,1,1,3,2,1,43,102,1211,4361,1911420
20,1,2,3,2,2,35,102,1211,4361,1911420
20,1,3,3,2,1,13,102,1211,4361,1911420
20,1,4,3,2,1,9,102,1211,4361,1911420
20,1,5,3,2,1,8,102,1211,4361,1911420
20,1,6,3,2,1,6,102,1211,4361,1911420
20,1,7,3,2,2,3,102,1211,4361,1911420
1,1,1,4,2,1,43,104,1212,2413,1960339
1,1,2,4,2,2,33,104,1212,2413,1960339
1,1,3,4,2,1,16,104,1212,2413,1960339
1,1,4,4,2,2,14,104,1212,2413,1960339
1,1,5,4,2,1,13,104,1212,2413,1960339
1,1,6,4,2,1,11,104,1212,2413,1960339
1,1,7,4,2,1,10,104,1212,2413,1960339
2,1,1,4,2,1,60,104,1212,2413,1960339
2,1,2,4,2,2,58,104,1212,2413,1960339
2,1,3,4,2,1,20,104,1212,2413,1960339
2,1,4,4,2,1,19,104,1212,2413,1960339
2,1,5,4,2,1,17,104,1212,2413,1960339
3,1,1,4,2,1,43,104,1212,2413,1960339
3,1,2,4,2,2,46,104,1212,2413,1960339
3,1,3,4,2,1,3,104,1212,2413,1960339
4,1,1,4,2,1,44,104,1212,2413,1960339
4,1,2,4,2,2,45,104,1212,2413,1960339
5,1,1,4,2,2,73,104,1212,2413,1960339
6,1,1,4,2,1,43,104,1212,2413,1960339
6,1,2,4,2,2,43,104,1212,2413,1960339
6,1,3,4,2,2,15,104,1212,2413,1960339
6,1,4,4,2,1,13,104,1212,2413,1960339
7,1,1,4,2,1,36,104,1212,2413,1960339
7,1,2,4,2,2,34,104,1212,2413,1960339
7,1,3,4,2,1,17,104,1212,2413,1960339
7,1,4,4,2,1,15,104,1212,2413,1960339
7,1,5,4,2,2,12,104,1212,2413,1960339
7,1,6,4,2,1,12,104,1212,2413,1960339
8,1,1,4,2,1,43,104,1212,2413,1960339
8,1,2,4,2,2,40,104,1212,2413,1960339
8,1,3,4,2,1,22,104,1212,2413,1960339
9,1,1,4,2,2,69,104,1212,2413,1960339
10,1,1,4,2,1,35,104,1212,2413,1960339
10,1,2,4,2,2,34,104,1212,2413,1960339
10,1,3,4,2,1,17,104,1212,2413,1960339
10,1,4,4,2,1,9,104,1212,2413,1960339
10,1,5,4,2,2,4,104,1212,2413,1960339
11,1,1,4,2,2,77,104,1212,2413,1960339
11,1,2,4,2,2,19,104,1212,2413,1960339
12,1,1,4,2,1,65,104,1212,2413,1960339
13,1,1,4,2,2,52,104,1212,2413,1960339
13,1,2,4,2,1,32,104,1212,2413,1960339
13,1,3,4,2,1,13,104,1212,2413,1960339
14,1,1,4,2,1,49,104,1212,2413,1960339
14,1,2,4,2,2,48,104,1212,2413,1960339
14,1,3,4,2,2,19,104,1212,2413,1960339
14,1,4,4,2,1,2,104,1212,2413,1960339
15,1,1,4,2,1,49,104,1212,2413,1960339
15,1,2,4,2,2,43,104,1212,2413,1960339
15,1,3,4,2,1,26,104,1212,2413,1960339
15,1,4,4,2,2,28,104,1212,2413,1960339
15,1,5,4,2,2,5,104,1212,2413,1960339
16,1,1,4,2,2,51,104,1212,2413,1960339
16,1,2,4,2,2,10,104,1212,2413,1960339
16,1,3,4,2,2,10,104,1212,2413,1960339
17,1,1,4,2,2,52,104,1212,2413,1960339
17,1,2,4,2,2,32,104,1212,2413,1960339
17,1,3,4,2,2,14,104,1212,2413,1960339
17,1,4,4,2,2,12,104,1212,2413,1960339
17,1,5,4,2,1,9,104,1212,2413,1960339
18,1,1,4,2,1,53,104,1212,2413,1960339
18,1,2,4,2,2,61,104,1212,2413,1960339
19,1,1,4,2,1,32,104,1212,2413,1960339
19,1,2,4,2,2,32,104,1212,2413,1960339
19,1,3,4,2,2,16,104,1212,2413,1960339
19,1,4,4,2,1,9,104,1212,2413,1960339
19,1,5,4,2,2,7,104,1212,2413,1960339
19,1,6,4,2,1,3,104,1212,2413,1960339
19,1,7,4,2,1,1,104,1212,2413,1960339
21,1,1,4,2,1,45,104,1212,2413,1960339
21,1,2,4,2,2,36,104,1212,2413,1960339
21,1,3,4,2,1,16,104,1212,2413,1960339
21,1,4,4,2,1,12,104,1212,2413,1960339
21,1,5,4,2,2,10,104,1212,2413,1960339
22,1,1,4,2,1,66,104,1212,2413,1960339
22,1,2,4,2,2,58,104,1212,2413,1960339
1,1,1,4,2,1,60,104,1213,2039,1960489
1,1,2,4,2,2,61,104,1213,2039,1960489
1,1,3,4,2,1,14,104,1213,2039,1960489
1,1,4,4,2,1,11,104,1213,2039,1960489
2,1,1,4,2,1,27,104,1213,2039,1960489
2,1,2,4,2,2,25,104,1213,2039,1960489
2,1,3,4,2,1,3,104,1213,2039,1960489
2,1,4,4,2,1,1,104,1213,2039,1960489
4,1,1,4,2,2,59,104,1213,2039,1960489
5,1,1,4,2,1,43,104,1213,2039,1960489
5,1,2,4,2,1,41,104,1213,2039,1960489
5,1,3,4,2,2,71,104,1213,2039,1960489
6,1,1,4,2,2,58,104,1213,2039,1960489
6,1,2,4,2,1,29,104,1213,2039,1960489
6,1,3,4,2,2,29,104,1213,2039,1960489
7,1,1,4,2,1,48,104,1213,2039,1960489
7,1,2,4,2,2,43,104,1213,2039,1960489
7,1,3,4,2,1,43,104,1213,2039,1960489
7,1,4,4,2,1,17,104,1213,2039,1960489
7,1,5,4,2,2,12,104,1213,2039,1960489
7,1,6,4,2,2,23,104,1213,2039,1960489
7,1,7,4,2,2,12,104,1213,2039,1960489
7,1,8,4,2,2,3,104,1213,2039,1960489
8,1,1,4,2,1,58,104,1213,2039,1960489
8,1,2,4,2,2,42,104,1213,2039,1960489
8,1,3,4,2,1,22,104,1213,2039,1960489
8,1,4,4,2,2,12,104,1213,2039,1960489
10,1,1,4,2,1,53,104,1213,2039,1960489
10,1,2,4,2,2,52,104,1213,2039,1960489
10,1,3,4,2,1,22,104,1213,2039,1960489
10,1,4,4,2,2,30,104,1213,2039,1960489
11,1,1,4,2,1,89,104,1213,2039,1960489
13,1,1,4,2,1,46,104,1213,2039,1960489
13,1,2,4,2,2,48,104,1213,2039,1960489
13,1,3,4,2,1,13,104,1213,2039,1960489
13,1,4,4,2,2,19,104,1213,2039,1960489
14,1,1,4,2,1,34,104,1213,2039,1960489
14,1,2,4,2,2,28,104,1213,2039,1960489
14,1,3,4,2,1,5,104,1213,2039,1960489
14,1,4,4,2,2,9,104,1213,2039,1960489
14,1,5,4,2,1,1,104,1213,2039,1960489
15,1,1,4,2,1,53,104,1213,2039,1960489
15,1,2,4,2,2,50,104,1213,2039,1960489
16,1,1,4,2,2,73,104,1213,2039,1960489
16,1,2,4,2,1,81,104,1213,2039,1960489
20,1,1,4,2,1,59,104,1213,2039,1960489
20,1,2,4,2,2,55,104,1213,2039,1960489
20,1,3,4,2,1,17,104,1213,2039,1960489
1,1,1,1,6,1,69,112,1214,2434,2000042
1,1,2,1,6,2,67,112,1214,2434,2000042
2,1,1,1,6,2,55,112,1214,2434,2000042
2,1,2,1,6,2,25,112,1214,2434,2000042
2,1,3,1,6,2,23,112,1214,2434,2000042
3,1,1,1,6,1,76,112,1214,2434,2000042
4,1,1,1,6,1,89,112,1214,2434,2000042
4,1,2,1,6,2,68,112,1214,2434,2000042
4,1,3,1,6,2,52,112,1214,2434,2000042
4,1,4,1,6,1,25,112,1214,2434,2000042
5,1,1,1,6,1,69,112,1214,2434,2000042
5,1,2,1,6,2,67,112,1214,2434,2000042
5,1,3,1,6,2,41,112,1214,2434,2000042
5,1,4,1,6,1,19,112,1214,2434,2000042
1,1,1,1,6,1,70,111,1215,3657,2000133
1,1,2,1,6,2,60,111,1215,3657,2000133
1,1,3,1,6,1,42,111,1215,3657,2000133
1,1,4,1,6,2,50,111,1215,3657,2000133
3,1,1,1,6,1,52,111,1215,3657,2000133
3,1,2,1,6,2,49,111,1215,3657,2000133
3,1,3,1,6,1,21,111,1215,3657,2000133
3,1,4,1,6,2,17,111,1215,3657,2000133
4,1,1,1,6,1,70,111,1215,3657,2000133
4,1,5,1,6,2,45,111,1215,3657,2000133
5,1,1,1,6,1,35,111,1215,3657,2000133
5,1,2,1,6,2,37,111,1215,3657,2000133
5,1,3,1,6,2,8,111,1215,3657,2000133
5,1,4,1,6,2,6,111,1215,3657,2000133
1,1,1,1,6,1,34,112,1216,2418,2000152
1,1,2,1,6,2,34,112,1216,2418,2000152
1,1,3,1,6,2,7,112,1216,2418,2000152
1,1,4,1,6,1,1,112,1216,2418,2000152
2,1,1,1,6,1,57,112,1216,2418,2000152
2,1,2,1,6,2,53,112,1216,2418,2000152
2,1,3,1,6,2,26,112,1216,2418,2000152
2,1,4,1,6,1,10,112,1216,2418,2000152
2,1,5,1,6,2,8,112,1216,2418,2000152
3,1,1,1,6,2,75,112,1216,2418,2000152
3,2,1,1,6,1,38,112,1216,2418,2000152
3,2,2,1,6,2,35,112,1216,2418,2000152
3,2,3,1,6,1,9,112,1216,2418,2000152
4,1,1,1,6,1,45,112,1216,2418,2000152
4,1,2,1,6,2,50,112,1216,2418,2000152
4,1,3,1,6,2,22,112,1216,2418,2000152
4,1,4,1,6,1,21,112,1216,2418,2000152
4,1,5,1,6,1,28,112,1216,2418,2000152
4,1,6,1,6,1,6,112,1216,2418,2000152
4,1,7,1,6,1,1,112,1216,2418,2000152
5,1,1,1,6,2,35,112,1216,2418,2000152
2,1,1,1,6,1,39,111,1217,4595,2000306
2,1,2,1,6,2,42,111,1217,4595,2000306
2,1,3,1,6,1,13,111,1217,4595,2000306
2,1,4,1,6,1,13,111,1217,4595,2000306
3,1,1,1,6,1,69,111,1217,4595,2000306
3,1,2,1,6,2,62,111,1217,4595,2000306
4,1,1,1,6,2,77,111,1217,4595,2000306
4,1,2,1,6,2,53,111,1217,4595,2000306
5,1,1,1,6,1,59,111,1217,4595,2000306
5,1,2,1,6,2,58,111,1217,4595,2000306
5,1,3,1,6,1,26,111,1217,4595,2000306
1,1,1,1,6,1,48,111,1218,4479,2000394
1,1,2,1,6,2,47,111,1218,4479,2000394
1,1,3,1,6,1,17,111,1218,4479,2000394
1,1,4,1,6,2,23,111,1218,4479,2000394
1,1,5,1,6,2,1,111,1218,4479,2000394
3,1,1,1,6,1,41,111,1218,4479,2000394
3,1,2,1,6,2,40,111,1218,4479,2000394
4,1,1,1,6,1,50,111,1218,4479,2000394
4,1,2,1,6,2,51,111,1218,4479,2000394
4,1,3,1,6,2,17,111,1218,4479,2000394
4,1,4,1,6,2,17,111,1218,4479,2000394
5,1,1,1,6,1,45,111,1218,4479,2000394
5,1,2,1,6,2,46,111,1218,4479,2000394
