UPM,VIV_SEL,HOGAR,R_SEL,TLOC,EST_DIS,UPM_DIS,FACTOR,SEXO,EDAD,FAC_PER,GRA,NIV,P3_1,P3_11,P3_2,P3_3,P3_5,P4_1,P4_3,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_5,P4_8,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_3,P5_31,P5_4,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_4,P6_20,P7_1,P8_1,P9_1,P10_1,P10_17,P10_8,P11_1_1,P11_1_2,P11_1_3,P11_1_9,P12_1,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_3_6
1702474,12,1,2,2,5,447,3872,2,37,15566,3,6,3,1,6,1,1,2,3,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
1702474,12,2,1,2,5,447,3872,1,37,7783,2,6,1,1,5,1,1,2,3,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1701462,2,1,2,1,3,442,4678,2,30,9363,2,6,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2
1760342,12,1,1,4,11,452,4511,2,32,4511,3,3,1,1,6,1,5,1,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1702474,19,1,1,2,5,447,3872,1,50,3892,3,3,1,1,2,1,1,2,3,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,9,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2
1703304,8,1,3,3,9,448,2830,1,24,11325,5,8,3,1,6,1,4,1,3,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
1703304,13,1,1,3,9,448,2830,1,50,5663,3,3,1,1,5,1,1,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1703304,1,1,1,3,9,448,2830,1,59,5663,6,2,1,2,5,1,1,2,4,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2
1703304,17,1,1,3,9,448,2830,2,32,2831,3,3,1,1,6,1,1,2,3,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
1703304,20,1,2,3,9,448,2830,2,37,8494,3,3,2,1,5,1,1,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2
1703304,18,1,1,3,9,448,2830,2,52,5663,6,2,1,1,3,1,1,2,5,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
1760235,11,1,2,4,12,451,3367,2,48,16835,2,2,2,1,5,2,5,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1760235,14,1,2,4,12,451,3367,2,32,6734,1,6,2,1,1,1,5,2,3,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
1760235,8,1,2,4,12,451,3367,2,45,6734,3,3,2,2,5,1,5,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2
1760235,16,1,1,4,12,451,3367,1,49,3367,6,2,1,1,2,1,1,2,3,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2
1760235,12,1,1,4,12,451,3367,1,54,13468,3,3,1,2,5,1,3,2,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1760235,15,1,2,4,12,451,3367,2,46,13468,3,3,2,2,1,1,5,2,3,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2
1760235,13,1,2,4,12,451,3367,2,36,6734,2,6,2,1,5,1,1,2,3,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,3,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2
1702474,1,1,1,2,5,447,3872,2,70,3892,6,2,1,2,6,1,1,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2
1760235,7,1,1,4,12,451,3367,1,42,10101,3,3,1,1,5,1,1,1,5,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1700280,2,1,2,1,2,429,5291,2,70,10582,6,2,2,1,1,1,5,1,3,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2
1700280,4,1,1,1,2,429,5291,1,34,15873,1,8,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2
1702474,9,1,2,2,5,447,3872,2,55,3892,6,2,3,2,4,1,5,2,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
1700612,2,1,1,1,3,432,3312,1,40,6629,4,8,1,2,5,1,1,2,3,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2
1700280,5,1,2,1,2,429,5291,2,38,10582,5,8,2,1,1,1,5,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1700280,3,1,1,1,2,429,5291,2,52,5291,2,6,1,1,6,1,1,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1703304,9,1,1,3,9,448,2830,2,62,5663,6,2,1,1,3,1,1,1,4,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2
1701719,6,1,2,2,5,446,4571,2,38,18377,1,2,2,2,1,1,5,1,3,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1701719,13,1,2,2,5,446,4571,2,19,9188,1,6,2,1,1,1,5,2,4,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1701719,18,1,1,2,5,446,4571,1,27,9188,3,6,1,1,1,1,8,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2
1701719,19,1,1,2,5,446,4571,1,53,13782,0,0,1,1,1,2,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2
1701719,5,1,2,2,5,446,4571,1,33,9188,1,3,3,2,6,1,7,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1702474,2,1,1,2,5,447,3872,1,40,11675,3,6,1,1,5,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2
1760235,10,1,7,4,12,451,3367,1,20,20202,3,3,4,1,5,1,1,1,3,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
1701719,7,1,1,2,5,446,4571,1,52,13782,4,2,1,2,1,1,1,1,5,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2
1701719,14,1,2,2,5,446,4571,2,54,9188,6,2,2,2,1,1,5,2,4,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1701719,14,2,2,2,5,446,4571,2,25,9188,3,6,2,2,1,1,5,2,3,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2
1703304,3,1,2,3,9,448,2830,2,54,11325,2,4,2,1,5,1,1,2,3,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1701719,20,1,1,2,5,446,4571,1,35,9188,0,0,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2
1703304,4,1,2,3,9,448,2830,2,22,5663,1,8,2,1,5,1,5,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
1700280,1,1,4,1,2,429,5291,1,19,15873,2,6,3,1,6,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1760342,18,1,1,4,11,452,4511,1,39,4511,3,3,1,1,6,1,1,2,5,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1701015,3,1,1,1,2,435,5809,2,61,5809,4,8,1,1,6,1,1,2,4,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1800718,4,1,2,1,3,462,5636,2,47,5640,3,6,3,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
1800718,1,1,2,1,3,462,5636,2,56,11281,6,2,2,1,5,1,1,2,3,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1
1800718,2,1,1,1,3,462,5636,1,24,11281,1,3,1,1,5,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2
1800718,5,1,2,1,3,462,5636,2,46,16921,3,6,2,2,5,1,1,2,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
1800712,2,1,2,1,3,461,5829,2,56,11667,6,2,2,2,5,1,1,2,3,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2
1800712,3,1,1,1,3,461,5829,1,23,11667,3,8,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2
1800712,4,1,1,1,3,461,5829,1,48,23334,3,6,1,2,5,1,1,2,3,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2
1800712,5,1,3,1,3,461,5829,2,28,29167,3,3,5,1,2,1,1,1,3,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
1800020,3,1,1,1,3,453,5393,2,42,10794,5,8,1,1,5,1,5,1,3,1,2,2,2,1,2,2,1,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2
1800718,3,1,3,1,3,462,5636,1,18,16921,3,6,3,1,1,1,1,2,3,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,3,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
1800020,2,1,1,1,3,453,5393,2,64,5397,3,2,1,2,4,1,5,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2
1800020,4,1,1,1,3,453,5393,2,61,10794,3,3,1,2,4,1,6,1,3,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2
1800719,3,1,2,1,3,463,5561,2,45,11131,3,4,1,1,5,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2
1800719,2,1,2,1,3,463,5561,2,25,11131,3,3,2,1,5,1,5,2,2,2,2,1,1,1,2,2,2,3,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2
1800712,1,1,1,1,3,461,5829,1,51,17500,6,8,1,1,1,1,1,2,3,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2
1800053,3,1,4,1,2,454,4565,1,34,22825,2,3,3,1,2,1,1,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1800709,2,1,1,1,3,460,5321,1,54,5325,5,8,1,1,2,1,1,2,5,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2
1800709,4,1,2,1,3,460,5321,2,45,15975,3,3,2,1,5,1,5,2,3,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2
1800053,1,1,2,1,2,454,4565,2,31,9130,6,2,2,2,1,1,5,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,3,2,9,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
1800053,5,1,1,1,2,454,4565,2,39,9130,6,8,1,1,5,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2
1801421,14,1,2,3,9,472,3870,2,58,7744,3,4,2,2,1,1,1,2,5,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1801421,15,1,3,3,9,472,3870,1,20,7744,2,8,4,1,6,1,4,1,4,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2
1801421,5,1,1,3,9,472,3870,2,35,7744,3,6,1,1,1,1,1,2,3,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1
1801421,6,1,2,3,9,472,3870,2,47,15487,4,8,2,1,5,1,1,1,3,1,2,1,1,1,1,2,1,3,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,1
1801421,7,1,3,3,9,472,3870,2,23,11616,3,3,3,2,6,1,5,2,4,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
1801421,12,1,1,3,9,472,3870,1,48,7744,6,2,1,2,1,1,1,2,5,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,9,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
1801421,10,1,1,3,9,472,3870,1,46,15487,3,6,1,1,5,1,1,2,5,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2
1801421,11,1,2,3,9,472,3870,2,66,7744,6,2,2,1,5,1,1,2,5,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2
1801421,16,1,2,3,9,472,3870,2,28,11616,3,2,2,1,5,1,1,2,4,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2
1801421,4,1,1,3,9,472,3870,2,63,7744,5,2,1,1,5,1,1,2,3,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2
1800719,1,1,1,1,3,463,5561,2,50,5565,5,8,1,1,2,1,1,1,3,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2
1801421,3,1,2,3,9,472,3870,2,23,7744,3,3,2,1,5,1,5,1,3,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2
1801421,1,1,2,3,9,472,3870,1,37,19359,3,3,3,2,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1801421,9,1,1,3,9,472,3870,1,27,7744,4,2,1,1,5,1,1,2,5,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2
1801421,2,1,2,3,9,472,3870,2,22,7744,3,3,3,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,9,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
1801421,18,1,1,3,9,472,3870,1,65,3872,4,2,1,1,3,1,1,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
1801421,13,1,1,3,9,472,3870,1,50,7744,6,2,1,1,5,1,1,2,3,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2
1800020,1,1,2,1,3,453,5393,2,43,10794,3,3,2,1,1,1,1,2,3,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2
1801421,8,1,1,3,9,472,3870,2,53,3872,3,3,1,1,4,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2
1801421,20,1,3,3,9,472,3870,2,21,11616,3,3,4,1,2,1,5,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2
1800053,4,1,3,1,2,454,4565,2,38,9130,3,6,3,1,5,1,5,2,4,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2
1800053,4,2,1,1,2,454,4565,2,50,9130,3,4,1,1,2,1,6,1,5,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2
1801011,3,1,3,1,2,468,4621,1,18,13863,3,6,3,1,6,1,1,1,5,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2
1800954,4,1,1,1,2,467,4731,1,39,9462,3,3,1,1,5,1,1,2,3,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2
1800954,5,1,2,1,2,467,4731,1,19,14193,3,6,3,1,6,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
1800020,5,1,2,1,3,453,5393,1,44,21589,3,6,3,1,6,1,1,2,5,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1801011,2,1,1,1,2,468,4621,1,41,9242,3,3,1,1,5,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1801011,5,1,2,1,2,468,4621,2,38,9242,1,3,2,1,1,1,1,2,5,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,3,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2
1801011,4,1,1,1,2,468,4621,1,43,9242,3,3,1,1,5,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1801011,1,1,2,1,2,468,4621,2,39,9242,3,6,2,2,5,1,1,2,5,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,3,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2
1800954,3,1,1,1,2,467,4731,1,33,9462,3,6,1,1,5,1,1,1,5,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2
1800954,1,1,2,1,2,467,4731,2,36,9462,3,6,2,1,5,1,5,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2
1860119,9,1,2,4,12,473,4022,2,38,8044,3,3,2,1,5,1,5,2,5,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2
1860119,1,1,1,4,12,473,4022,2,47,8044,6,2,1,1,5,1,5,1,3,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1
1860119,2,1,1,4,12,473,4022,2,26,8044,3,6,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2
1860119,16,1,1,4,12,473,4022,2,57,8044,2,2,1,2,5,1,5,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2
1860119,19,1,1,4,12,473,4022,1,45,8044,0,0,2,2,5,2,1,1,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1
1860119,4,1,2,4,12,473,4022,1,39,4022,1,3,3,1,6,1,1,1,5,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1
1860119,8,1,1,4,12,473,4022,1,57,8044,6,2,1,2,5,1,1,2,5,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2
1800918,3,1,2,1,2,465,4683,2,42,14049,2,4,2,1,5,1,1,2,3,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2
1800709,3,1,2,1,3,460,5321,2,36,10650,3,9,2,1,5,1,1,1,3,2,2,1,1,1,1,2,2,3,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1
1800938,1,1,2,1,2,466,5592,1,19,16776,1,8,3,1,6,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
1800938,2,1,2,1,2,466,5592,2,34,11184,3,3,5,2,6,1,1,2,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
