UPM,VIV_SEL,HOGAR,N_REN,EDAD,SEXO,REGION,TLOC,EST_DIS,UPM_DIS,FAC_PER,GRA,NIV,P3_1,P3_12,P3_2,P3_3,P3_5,P4_1,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_5,P4_7,P4_8_1,P4_8_2,P4_8_3,P4_8_4,P4_9_1,P4_9_2,P4_9_3,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_29,P5_3,P5_4,P6_18,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_3,P10_1,P10_13,P10_8,P11_1_1,P11_1_2,P11_1_3,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_2_9,P12_1,P12_2,P12_3,P12_4,P13_1,P13_2_1,P13_2_2,P13_2_3,P13_2_4,P7_1_1,P7_1_2,P7_1_3,P7_1_4,P7_1_5,P7_1_6,P7_1_7,P8_1,P9_1,P9_9_1,P9_9_2,P9_9_3,P9_9_4,P9_9_5
2260611,13,1,1,33,1,3,4,120,1334,3247,3,3,1,1,1,4,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,0,0,0,0,1,2,2.0,1,2,1,2,2,2,1,1,9,9,1,1,1,2,1,1,1,2,2,2
2260611,14,1,1,32,2,3,4,120,1334,1489,3,3,1,1,6,0,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,0,0,0,0,1,2,2.0,1,1,2,2,2,2,1,1,1,9,1,9,1,2,9,2,2,2,1,2
2260611,15,1,1,48,2,3,4,120,1334,1441,3,3,1,1,5,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,3,3.0,3,2,2,2,2,2,1,1,9,1,1,9,1,2,9,1,2,2,2,2
2260611,16,1,1,50,1,3,4,120,1334,5370,6,2,1,1,5,3,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,1,1,2,2.0,3,2,1,2,2,2,1,1,9,9,1,9,1,2,2,1,2,2,1,2
2260611,17,1,2,27,2,3,4,120,1334,2746,3,8,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,0,0,0,0,1,2,2.0,2,2,2,2,2,2,1,1,9,9,1,1,1,1,9,9,2,2,9,9
2260611,18,1,2,33,2,3,4,120,1334,2978,3,3,2,1,1,4,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,0,0,0,0,1,1,2.0,3,1,2,2,2,2,1,1,1,9,1,1,1,1,1,1,1,1,1,2
2260611,19,1,2,32,2,3,4,120,1334,2978,3,3,2,1,1,0,5,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,0,0,0,0,1,2,3.0,3,2,1,1,2,2,1,1,1,9,1,1,9,2,9,2,2,2,1,2
2260611,20,1,2,28,1,3,4,120,1334,3754,1,6,3,1,6,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,0,0,0,0,1,1,1,1.0,3,2,1,1,2,2,1,1,9,9,1,1,9,1,1,1,1,2,2,2
2260611,21,1,2,43,2,3,4,120,1334,2883,2,6,1,1,1,0,5,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,2,2.0,3,2,2,2,2,2,1,1,9,9,1,1,1,2,2,1,2,2,1,2
2300018,2,1,2,18,1,6,1,129,1335,6283,3,6,3,1,6,0,8,2,2,2,2,1,2,2,2,1,1,1,9,3,2,9,1,1,1,2,2,2,2,1,2,1,1,3,2,2,1,1,2,2,1,2,1,2,2,2,0,0,0,0,1,1,3,2.0,1,2,2,2,2,2,1,1,9,9,1,1,1,2,1,2,1,1,2,2
2300018,4,1,2,28,2,6,1,129,1335,3103,3,6,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,3,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,2,2.0,1,2,2,2,2,2,1,1,9,9,1,1,1,1,1,2,2,1,2,2
2300049,1,1,1,56,1,6,1,128,1336,4453,6,2,1,1,5,1,1,1,2,2,1,1,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,1,0,0,0,1,2,1.0,3,2,1,1,1,2,1,1,9,1,1,1,1,1,2,2,2,1,1,2
2300049,2,1,1,51,1,6,1,128,1336,2968,3,3,1,1,5,1,1,2,2,2,1,1,2,2,2,2,2,1,1,9,2,9,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,9,,3,2,2,2,2,2,1,1,9,1,1,9,1,2,2,1,2,2,2,2
2300049,4,1,4,26,1,6,1,128,1336,8996,3,6,3,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,1,1,9,,3,4,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2
2300049,5,1,4,19,2,6,1,128,1336,5554,2,6,3,1,6,0,4,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,0,0,0,0,1,1,2.0,1,2,2,2,2,2,1,1,9,9,9,9,1,2,2,1,1,1,2,2
2300106,1,1,2,70,2,6,1,130,1337,6454,6,2,2,1,5,0,5,2,2,2,2,1,2,2,2,1,2,8,1,3,3,1,1,1,2,2,2,2,1,2,2,1,1,3,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0,0,1,1,9,,3,2,2,2,2,2,1,1,9,9,1,9,1,2,2,2,2,2,1,2
2300106,4,1,2,46,1,6,1,130,1337,14026,3,6,3,1,6,1,1,1,1,1,2,2,2,2,2,1,2,2,1,3,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0,0,1,1,2,2.0,2,2,2,2,2,2,1,1,9,1,1,1,1,2,1,1,2,2,2,2
2300106,5,1,3,27,2,6,1,130,1337,9260,3,8,3,1,6,0,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,9,9,,2,4,2,2,2,2,1,1,9,9,9,9,1,2,9,9,9,1,1,2
2300182,1,1,1,39,2,6,1,129,1338,1305,2,7,1,1,2,4,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,3,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0,0,1,1,3,3.0,3,1,1,2,2,2,1,1,8,1,1,1,1,1,1,2,1,2,2,2
2300182,3,1,1,69,2,6,1,129,1338,1423,3,3,1,1,5,0,5,2,2,2,2,2,2,2,1,1,2,1,1,3,3,1,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,1,0,0,0,1,8,,3,1,1,2,2,2,1,1,9,1,1,1,1,2,2,9,2,1,1,2
2300182,4,1,3,23,2,6,1,129,1338,4085,3,6,5,1,6,0,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,3,2,2,2,2,2,2,2,1,1,2,2,2,1,0,0,0,0,1,2,2.0,3,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2
2300182,5,1,1,28,1,6,1,129,1338,3676,3,8,1,1,5,3,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,0,0,0,0,1,2,2.0,3,2,2,1,2,2,1,1,9,1,1,1,1,1,1,2,1,1,2,2
2300214,3,1,1,46,1,6,1,128,1339,1317,5,2,1,1,2,0,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,1,1,9,,3,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2
2300214,4,1,1,45,1,6,1,128,1339,2635,2,8,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,3,2,2,1,1,2,2,2,1,2,2,2,2,0,0,0,0,1,1,3,3.0,3,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2
2300214,5,1,1,33,1,6,1,128,1339,2794,2,2,1,2,1,1,3,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,1,9,3,1.0,3,1,2,2,2,2,1,1,1,1,1,1,1,2,9,1,1,1,1,2
2300263,1,1,1,59,2,6,1,128,1340,4554,0,0,1,2,4,0,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,9,,3,2,2,2,2,2,1,1,9,9,1,1,1,2,2,2,2,2,1,2
2300263,3,1,2,58,2,6,1,128,1340,4554,3,6,2,1,5,0,5,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,0,0,1,0,0,1,1,1.0,2,2,2,2,2,2,1,1,9,9,1,1,1,2,1,1,1,1,1,2
2300263,5,1,1,27,1,6,1,128,1340,2832,3,6,1,1,5,3,1,1,1,2,1,1,2,2,2,1,2,1,1,3,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,0,0,0,1,0,1,2,2.0,3,2,2,1,2,2,1,2,1,9,1,1,1,1,1,2,2,1,2,1
2300275,1,1,1,26,2,6,1,128,1341,2325,2,9,2,1,5,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,9,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,1,1,2,1,2,0,0,0,0,1,1,3,9.0,3,2,2,1,2,2,1,1,9,9,1,1,1,1,1,9,2,9,2,2
2300275,2,1,2,25,1,6,1,128,1341,3138,3,3,3,1,6,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,1,1,2,3.0,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2
2300275,3,1,1,36,2,6,1,128,1341,1114,3,3,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,1,3,3.0,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2
2300275,4,1,1,42,2,6,1,128,1341,1431,3,3,1,1,2,0,1,1,2,1,2,1,2,2,2,1,2,1,1,2,3,1,1,1,2,2,2,2,2,1,2,1,2,3,1,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,1,1,2,2.0,3,1,1,1,2,2,1,1,9,1,1,1,1,2,1,9,2,1,1,2
2300275,5,1,2,30,2,6,1,128,1341,3342,1,7,3,1,5,3,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,9,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,0,0,0,0,1,1,1.0,9,2,2,1,2,2,2,3,9,1,1,7,9,1,1,9,1,1,1,2
2300367,1,1,1,49,2,6,1,128,1342,1214,3,3,1,2,3,1,5,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0,1,0,1,1,1.0,3,1,1,2,2,2,1,1,9,1,1,1,1,2,1,1,1,2,1,2
2300367,3,1,2,42,2,6,1,128,1342,2428,3,3,2,1,5,0,5,1,1,2,1,2,2,1,2,1,2,1,1,3,1,1,1,1,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,2,1,1,2,2,2,1,0,0,0,0,1,2,1.0,3,2,2,2,2,2,1,1,9,1,1,1,1,2,2,1,2,2,1,2
2300367,4,1,1,46,1,6,1,128,1342,2241,2,8,1,1,5,0,1,2,2,2,1,2,1,1,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,0,0,0,1,0,1,9,,9,2,1,1,2,2,1,1,1,1,1,1,9,1,1,2,1,1,2,2
2300367,5,1,1,33,1,6,1,128,1342,2376,3,3,1,2,1,4,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,3,1,2,1,1,2,2,2,1,2,2,2,2,1,0,0,0,0,1,2,2.0,3,2,2,2,2,2,1,1,1,9,1,1,1,2,1,1,1,2,1,2
2300409,1,1,2,21,2,6,1,128,1343,2302,2,8,2,1,5,1,1,2,1,2,2,2,2,1,2,2,2,1,2,3,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,1,1,1,1.0,1,1,2,2,2,2,1,1,9,9,1,1,1,2,2,2,2,2,1,1
2300409,2,1,1,38,1,6,1,128,1343,2774,5,8,1,1,5,3,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,0,1,0,0,0,1,1,1.0,3,2,1,1,2,2,2,2,7,2,2,2,9,2,1,2,1,2,2,2
2300409,3,1,1,53,1,6,1,128,1343,1538,1,6,1,1,4,0,1,2,2,2,2,2,2,1,2,2,2,1,2,9,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,1,0,0,0,0,1,1,1.0,3,1,2,2,2,2,1,9,9,9,1,1,1,2,1,1,9,2,2,2
2300409,4,1,2,28,2,6,1,128,1343,2302,4,8,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,0,1,0,0,0,1,3,3.0,3,2,2,2,2,2,2,2,1,9,1,1,1,2,1,2,1,2,1,2
2300409,5,1,2,64,2,6,1,128,1343,2407,2,2,2,2,5,0,5,1,2,2,2,1,2,2,2,2,2,1,1,3,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,1,1,9,,1,2,2,2,2,2,1,9,9,9,1,9,1,2,2,1,2,1,1,2
2300456,3,1,1,27,2,6,1,129,1344,1463,2,8,1,1,6,0,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,0,0,1,0,0,1,1,1.0,3,1,2,2,2,2,1,1,1,1,1,2,9,2,1,2,2,2,2,2
2300456,4,1,2,21,2,6,1,129,1344,2926,3,7,2,1,1,0,1,1,1,2,2,2,2,2,2,1,2,1,1,3,1,1,1,1,2,2,2,2,1,2,2,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,1,1,3,1.0,3,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2
2300456,5,1,2,32,1,6,1,129,1344,1762,5,8,1,1,1,0,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,1,0,0,0,1,2,1.0,3,1,2,2,2,2,2,3,4,1,4,4,1,2,2,2,2,1,2,2
2300659,1,1,3,37,1,6,1,129,1345,1869,4,8,3,1,6,3,1,1,1,1,2,1,1,2,2,1,2,1,1,3,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,0,1,0,0,0,1,2,1.0,3,1,1,1,1,2,3,3,4,3,3,3,1,1,1,2,1,1,2,2
2300659,2,1,2,26,2,6,1,129,1345,3103,3,3,2,1,5,3,5,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,0,0,0,1,2,2.0,3,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2
2300659,5,1,2,50,2,6,1,129,1345,4490,3,6,2,1,5,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,0,1,0,0,0,1,1,1.0,3,2,1,2,2,2,1,2,9,2,2,2,1,1,1,1,1,2,1,2
2300722,1,1,1,41,2,6,1,128,1346,933,6,2,1,1,3,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,0,0,0,0,1,1,2,2.0,3,1,2,2,2,2,1,9,1,9,1,9,1,2,2,1,1,2,9,2
2300722,2,1,2,63,1,6,1,128,1346,1597,6,2,2,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,9,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,0,0,0,1,0,1,1,9.0,3,2,1,1,2,2,1,1,9,1,1,1,1,1,2,1,2,1,1,2
2300722,3,1,1,55,2,6,1,128,1346,1097,5,8,1,1,4,2,1,1,1,2,1,2,2,2,2,1,2,1,1,3,1,1,1,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,0,1,0,0,0,1,2,1.0,3,1,1,1,1,2,1,2,9,2,1,2,9,1,1,2,1,1,1,2
2300722,4,1,1,33,2,6,1,128,1346,726,3,3,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,9,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,1,1,2,2,2,0,0,0,0,1,1,2,2.0,1,1,2,2,2,2,1,1,1,9,1,9,1,1,2,9,2,2,2,2
2300732,1,1,1,59,1,6,1,128,1347,4962,3,7,1,1,5,1,1,2,2,2,2,2,2,1,2,1,2,2,2,3,2,1,1,1,2,2,2,2,2,1,1,1,1,3,2,2,1,2,2,1,2,2,1,2,2,2,0,1,0,0,0,1,1,1.0,3,2,2,1,2,2,1,1,9,1,1,1,1,2,1,2,1,2,2,2
2300732,3,1,1,54,1,6,1,128,1347,1654,6,2,1,2,6,0,8,2,2,2,1,2,2,1,2,1,2,1,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,1,1,9,,3,1,2,2,2,2,1,9,1,1,1,9,1,2,1,1,9,2,2,2
2300732,4,1,1,57,2,6,1,128,1347,3583,3,3,1,2,2,0,5,2,2,2,2,1,2,2,2,1,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,2,2.0,3,3,1,2,2,2,1,9,9,9,9,9,1,2,2,2,2,2,1,2
2300732,5,1,1,25,1,6,1,128,1347,1671,6,2,1,1,6,1,1,2,2,1,2,1,2,1,2,1,2,1,1,3,2,1,1,9,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,1,1,2,1,2,2,2,0,0,0,0,1,1,9,,3,1,2,2,1,2,1,1,1,9,1,1,1,2,9,1,9,2,9,2
2300732,5,2,1,19,1,6,1,128,1347,1671,3,3,1,1,6,0,1,2,2,1,2,1,2,2,2,1,2,3,1,1,1,9,9,1,2,2,2,2,2,2,2,1,2,3,2,2,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1,9,2,1.0,1,1,1,2,2,2,1,1,1,9,1,1,1,2,2,2,1,1,1,2
2300797,1,1,1,45,1,6,1,129,1348,1799,5,8,1,1,6,0,1,2,1,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,0,0,1,0,0,1,3,2.0,3,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2
2300797,2,1,1,55,1,6,1,129,1348,2116,6,2,1,1,6,0,1,2,2,2,2,1,2,1,2,2,2,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,1,0,1,9,,3,1,2,2,2,2,1,1,9,9,1,1,1,2,2,1,2,2,2,2
2300797,3,1,1,26,1,6,1,129,1348,4274,4,8,5,1,1,0,4,1,2,2,2,2,1,2,2,1,2,1,1,2,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,0,0,0,0,1,1,2,1.0,3,3,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2
2300797,5,1,2,38,2,6,1,129,1348,3035,2,9,2,1,1,3,1,1,1,1,2,1,2,2,2,1,2,1,2,3,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,0,0,0,0,1,8,,3,2,1,2,2,2,1,2,8,1,1,1,1,1,1,1,1,2,1,2
2300816,1,1,4,23,1,6,1,128,1349,6429,2,6,3,1,6,1,1,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,0,0,1,0,0,1,2,2.0,3,2,2,1,2,2,1,1,9,1,9,1,1,2,1,2,1,1,2,2
2300816,2,1,2,31,1,6,1,128,1349,2869,3,6,3,1,1,4,1,2,2,2,2,1,2,2,2,2,2,1,2,3,3,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,0,1,0,0,0,1,2,1.0,3,2,2,2,2,2,1,1,1,9,1,1,1,2,1,2,1,2,9,2
2300816,3,1,2,38,1,6,1,128,1349,2869,4,8,2,1,5,4,8,2,2,2,1,1,2,2,2,1,2,2,2,3,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,0,0,0,0,1,2,1.0,3,2,1,1,2,2,1,1,9,1,1,1,1,2,1,9,1,2,9,2
2300816,4,1,1,61,1,6,1,128,1349,2510,3,8,1,1,5,2,1,2,2,2,2,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,1,0,0,0,1,8,,3,2,1,2,2,2,1,1,9,1,1,9,1,1,2,1,2,1,1,2
2300816,5,1,2,39,2,6,1,128,1349,2282,3,3,2,1,1,0,5,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,2.0,3,1,2,2,2,2,1,1,9,1,1,1,1,2,1,2,1,2,1,2
2300850,1,1,2,65,2,6,1,129,1350,1623,1,7,1,1,4,0,5,1,2,2,1,2,1,2,2,2,1,1,1,3,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,0,1,0,0,0,1,3,3.0,3,1,2,2,2,2,1,3,9,3,1,1,1,1,2,2,1,2,2,2
2300850,5,1,2,35,2,6,1,129,1350,2976,3,9,6,1,6,0,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,0,0,1,0,0,1,2,2.0,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2
2300935,1,1,1,65,2,6,1,129,1351,2994,6,2,1,1,6,2,6,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,1,1,2,2.0,3,1,1,2,2,2,1,1,9,1,1,9,1,2,2,2,1,2,2,2
2300935,2,1,1,60,1,6,1,129,1351,3019,6,2,1,1,5,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,1,0,1,1,1.0,3,3,1,1,2,2,1,1,9,1,1,1,1,2,2,1,2,2,1,2
2300935,3,1,1,52,1,6,1,129,1351,1914,5,2,1,2,2,0,1,2,2,2,1,2,2,2,2,1,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,1,1,1,1.0,1,1,2,2,2,2,1,1,9,9,9,1,9,2,9,9,9,9,2,2
2300935,4,1,1,67,1,6,1,129,1351,4529,6,2,1,2,5,3,8,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,1,1,3,9.0,2,3,1,2,2,2,1,1,9,9,9,9,1,2,2,1,2,2,1,2
2300935,5,1,3,22,2,6,1,129,1351,4296,3,8,3,1,6,0,1,1,2,2,2,1,2,2,2,2,1,1,1,3,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,1,1,3.0,3,3,2,2,2,2,1,1,9,8,1,1,1,2,9,2,1,2,2,2
2300975,1,1,1,35,2,6,1,128,1352,2327,5,2,1,1,1,0,8,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,1,1,1,3.0,3,2,2,2,2,2,1,1,9,1,1,1,1,2,1,9,1,2,2,2
2300975,2,1,2,51,2,6,1,128,1352,7027,6,2,2,1,5,0,5,1,2,2,2,1,2,2,2,1,2,1,8,3,2,1,1,1,1,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0,1,0,1,1,9.0,3,1,1,2,2,2,1,1,9,1,1,1,1,2,2,2,2,9,9,2
2300975,3,1,4,27,1,6,1,128,1352,6554,5,8,3,1,6,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,0,0,0,0,1,1,2.0,3,4,2,2,2,2,1,1,9,1,1,1,1,2,1,2,2,9,2,2
