"VIV_SEL","HOGAR","SEXO","EDAD","FOLIO","FAC_HOG","N_REN"
7,1,2,74,1760116,2046,2
7,1,1,17,1760116,2046,3
7,1,1,15,1760116,2046,4
8,1,1,69,1760116,2046,1
8,1,2,67,1760116,2046,2
8,1,2,23,1760116,2046,4
8,1,2,26,1760116,2046,5
8,1,2,4,1760116,2046,8
9,1,1,34,1760116,2046,1
9,1,2,29,1760116,2046,2
9,1,2,29,1760116,2046,3
9,1,1,12,1760116,2046,4
9,1,1,10,1760116,2046,5
9,1,1,9,1760116,2046,6
9,1,2,6,1760116,2046,7
13,1,1,57,1760116,2046,1
13,1,2,54,1760116,2046,2
13,1,2,25,1760116,2046,3
13,1,1,1,1760116,2046,4
14,1,1,23,1760116,2046,1
14,1,2,43,1760116,2046,2
14,1,1,19,1760116,2046,3
14,1,2,29,1760116,2046,4
15,1,1,65,1760116,2046,1
15,1,2,58,1760116,2046,2
15,1,1,17,1760116,2046,3
16,1,1,57,1760116,2046,1
17,1,1,36,1760116,2046,6
17,1,1,26,1760116,2046,7
17,1,2,65,1760116,2046,8
17,1,2,28,1760116,2046,9
17,1,2,8,1760116,2046,10
18,1,1,30,1760116,2046,1
18,1,2,30,1760116,2046,2
18,1,1,10,1760116,2046,3
18,1,2,9,1760116,2046,4
18,1,2,4,1760116,2046,5
19,1,2,27,1760116,2046,1
19,1,1,27,1760116,2046,2
19,1,1,9,1760116,2046,3
20,1,1,45,1760116,2046,1
1,1,1,22,1760219,855,1
1,1,2,22,1760219,855,2
1,1,2,1,1760219,855,3
2,1,1,65,1760219,855,1
2,1,2,49,1760219,855,2
2,1,2,8,1760219,855,3
3,1,1,80,1760219,855,1
3,1,2,62,1760219,855,2
4,1,1,43,1760219,855,1
4,1,2,39,1760219,855,2
4,1,1,18,1760219,855,3
4,1,1,10,1760219,855,4
4,1,2,9,1760219,855,5
5,1,1,56,1760219,855,1
5,1,2,43,1760219,855,2
6,1,1,47,1760219,855,1
6,1,2,39,1760219,855,2
6,1,2,11,1760219,855,3
6,1,1,8,1760219,855,4
6,1,2,3,1760219,855,5
8,1,1,63,1760219,855,1
8,1,2,50,1760219,855,2
8,1,1,24,1760219,855,3
8,1,2,23,1760219,855,4
8,1,2,17,1760219,855,5
9,1,1,46,1760219,855,1
9,1,2,22,1760219,855,2
9,1,1,2,1760219,855,3
10,1,2,60,1760219,855,1
10,1,1,22,1760219,855,2
10,1,2,17,1760219,855,3
10,1,1,1,1760219,855,4
11,1,1,38,1760219,855,1
11,1,2,32,1760219,855,2
11,1,1,16,1760219,855,3
11,1,1,12,1760219,855,4
11,1,2,6,1760219,855,5
13,1,1,42,1760219,855,1
13,1,2,41,1760219,855,2
13,1,1,18,1760219,855,3
13,1,1,11,1760219,855,4
13,1,1,9,1760219,855,5
14,1,1,33,1760219,855,1
14,1,2,34,1760219,855,2
14,1,1,12,1760219,855,3
14,1,2,7,1760219,855,4
14,1,1,6,1760219,855,5
15,1,1,20,1760219,855,1
15,1,2,18,1760219,855,2
15,1,1,0,1760219,855,3
16,1,1,26,1760219,855,1
16,1,2,20,1760219,855,2
16,1,1,4,1760219,855,3
17,1,1,70,1760219,855,1
17,1,2,64,1760219,855,2
18,1,1,32,1760219,855,1
18,1,2,33,1760219,855,2
18,1,1,17,1760219,855,3
18,1,2,8,1760219,855,4
18,1,2,4,1760219,855,5
19,1,1,75,1760219,855,1
19,1,1,25,1760219,855,2
19,1,1,21,1760219,855,3
1,1,1,21,1760427,944,1
1,1,2,21,1760427,944,2
2,1,1,67,1760427,944,1
2,1,2,63,1760427,944,2
2,1,2,42,1760427,944,3
3,1,1,26,1760427,944,1
3,1,2,27,1760427,944,2
3,1,1,7,1760427,944,3
3,1,2,2,1760427,944,4
4,1,1,28,1760427,944,1
4,1,2,17,1760427,944,2
4,1,2,2,1760427,944,3
4,1,2,0,1760427,944,4
5,1,1,60,1760427,944,1
6,1,1,36,1760427,944,1
6,1,2,33,1760427,944,2
6,1,1,14,1760427,944,3
6,1,1,10,1760427,944,4
6,1,1,7,1760427,944,5
7,1,1,79,1760427,944,1
7,1,2,78,1760427,944,2
8,1,1,31,1760427,944,1
8,1,2,27,1760427,944,2
8,1,1,7,1760427,944,3
8,1,2,5,1760427,944,4
9,1,1,41,1760427,944,1
9,1,2,30,1760427,944,2
9,1,2,12,1760427,944,3
9,1,2,8,1760427,944,4
9,1,1,5,1760427,944,5
10,1,2,72,1760427,944,1
10,1,2,42,1760427,944,2
10,1,1,17,1760427,944,3
10,1,1,13,1760427,944,4
10,1,1,13,1760427,944,5
10,1,1,4,1760427,944,6
11,1,2,39,1760427,944,1
11,1,1,19,1760427,944,2
11,1,1,16,1760427,944,3
12,1,2,50,1760427,944,1
12,1,1,10,1760427,944,2
13,1,2,63,1760427,944,1
13,1,1,40,1760427,944,2
13,1,1,55,1760427,944,3
14,1,1,43,1760427,944,1
14,1,2,40,1760427,944,2
14,1,2,24,1760427,944,3
15,1,1,38,1760427,944,1
15,1,2,25,1760427,944,2
15,1,1,13,1760427,944,3
15,1,1,12,1760427,944,4
16,1,2,72,1760427,944,1
17,1,1,20,1760427,944,1
17,1,2,28,1760427,944,2
18,1,1,35,1760427,944,1
18,1,2,40,1760427,944,2
18,1,1,8,1760427,944,3
18,1,2,7,1760427,944,4
19,1,1,39,1760427,944,1
19,1,2,40,1760427,944,2
19,1,2,21,1760427,944,3
19,1,1,21,1760427,944,4
20,1,1,65,1760427,944,1
20,1,2,63,1760427,944,2
1,1,2,29,1760432,1271,1
1,1,1,9,1760432,1271,2
1,1,2,6,1760432,1271,3
2,1,1,27,1760432,1271,1
2,1,2,21,1760432,1271,2
2,1,1,0,1760432,1271,3
3,1,2,44,1760432,1271,1
3,1,2,15,1760432,1271,2
3,1,1,12,1760432,1271,3
4,1,2,38,1760432,1271,1
4,1,1,37,1760432,1271,2
4,1,2,20,1760432,1271,3
4,1,2,15,1760432,1271,4
4,1,2,59,1760432,1271,5
4,1,2,1,1760432,1271,6
4,1,2,1,1760432,1271,7
5,1,1,51,1760432,1271,1
5,1,2,47,1760432,1271,2
5,1,1,22,1760432,1271,3
5,1,2,21,1760432,1271,4
5,1,1,3,1760432,1271,5
8,1,1,70,1760432,1271,1
8,1,2,60,1760432,1271,2
9,1,1,58,1760432,1271,1
9,1,2,28,1760432,1271,2
9,1,2,25,1760432,1271,3
9,1,2,7,1760432,1271,4
9,1,2,5,1760432,1271,5
10,1,1,47,1760432,1271,1
10,1,2,42,1760432,1271,2
10,1,1,5,1760432,1271,3
12,1,1,35,1760432,1271,1
12,1,2,32,1760432,1271,2
12,1,1,15,1760432,1271,3
12,1,1,12,1760432,1271,4
12,1,2,8,1760432,1271,5
12,1,2,22,1760432,1271,6
12,1,1,3,1760432,1271,7
12,1,2,25,1760432,1271,8
13,1,1,54,1760432,1271,1
14,1,1,78,1760432,1271,1
14,1,1,10,1760432,1271,2
14,1,2,48,1760432,1271,3
15,1,1,52,1760432,1271,1
15,1,2,49,1760432,1271,2
15,1,1,17,1760432,1271,3
15,1,1,16,1760432,1271,4
16,1,1,82,1760432,1271,1
17,1,1,54,1760432,1271,1
17,1,2,54,1760432,1271,2
17,1,1,26,1760432,1271,3
18,1,2,40,1760432,1271,1
18,1,2,15,1760432,1271,2
20,1,1,41,1760432,1271,1
20,1,2,36,1760432,1271,2
20,1,2,13,1760432,1271,3
20,1,1,8,1760432,1271,4
22,1,1,75,1760432,1271,1
22,1,2,69,1760432,1271,2
22,1,2,64,1760432,1271,3
23,1,1,26,1760432,1271,1
23,1,2,27,1760432,1271,2
23,1,2,2,1760432,1271,3
24,1,1,58,1760432,1271,1
1,1,1,80,1800049,999,1
2,1,2,55,1800049,999,1
2,1,1,29,1800049,999,2
2,1,2,23,1800049,999,3
2,1,2,2,1800049,999,4
3,1,1,38,1800049,999,1
3,1,2,37,1800049,999,2
3,1,2,6,1800049,999,3
3,1,1,2,1800049,999,4
4,1,1,23,1800049,999,1
4,1,2,20,1800049,999,2
4,1,1,5,1800049,999,3
4,1,1,0,1800049,999,4
5,1,1,54,1800049,999,1
5,1,2,42,1800049,999,2
5,1,1,13,1800049,999,3
1,1,1,51,1800126,949,1
1,1,2,47,1800126,949,2
1,1,1,18,1800126,949,3
2,1,1,44,1800126,949,1
2,1,2,30,1800126,949,2
2,1,1,6,1800126,949,3
2,1,1,5,1800126,949,4
2,1,2,1,1800126,949,5
3,1,1,76,1800126,949,1
3,1,2,68,1800126,949,2
3,1,1,34,1800126,949,3
4,1,1,78,1800126,949,1
4,1,2,73,1800126,949,2
4,1,1,49,1800126,949,3
5,1,1,61,1800126,949,1
5,1,2,59,1800126,949,2
5,1,2,22,1800126,949,3
5,1,1,24,1800126,949,4
5,1,1,2,1800126,949,5
1,1,1,71,1800164,1108,1
1,1,2,67,1800164,1108,2
2,1,1,52,1800164,1108,1
2,1,2,53,1800164,1108,2
2,1,2,28,1800164,1108,3
2,1,1,12,1800164,1108,4
3,1,1,60,1800164,1108,1
3,1,2,60,1800164,1108,2
4,1,2,35,1800164,1108,1
4,1,2,10,1800164,1108,2
4,1,1,13,1800164,1108,3
5,1,1,72,1800164,1108,1
5,1,2,64,1800164,1108,2
5,1,1,23,1800164,1108,3
5,1,1,39,1800164,1108,4
1,1,1,40,1800169,989,1
1,1,2,38,1800169,989,2
1,1,1,20,1800169,989,3
1,1,2,13,1800169,989,4
1,1,2,10,1800169,989,5
1,1,2,6,1800169,989,6
2,1,2,51,1800169,989,1
2,1,2,22,1800169,989,2
3,1,2,87,1800169,989,1
3,1,1,63,1800169,989,2
5,1,1,57,1800169,989,1
5,1,2,46,1800169,989,2
5,1,2,19,1800169,989,3
5,1,2,11,1800169,989,4
1,1,2,37,1800170,1009,1
1,1,1,18,1800170,1009,2
2,1,2,63,1800170,1009,1
2,1,1,33,1800170,1009,2
3,1,2,41,1800170,1009,1
3,1,2,21,1800170,1009,2
3,1,1,12,1800170,1009,3
3,1,1,11,1800170,1009,4
3,1,1,4,1800170,1009,5
3,1,1,0,1800170,1009,6
4,1,1,39,1800170,1009,1
4,1,2,36,1800170,1009,2
4,1,2,15,1800170,1009,3
4,1,2,10,1800170,1009,4
4,1,2,4,1800170,1009,5
5,1,1,34,1800170,1009,1
5,1,2,34,1800170,1009,2
5,1,1,3,1800170,1009,3
1,1,1,34,1800183,1119,1
1,1,2,33,1800183,1119,2
1,1,1,15,1800183,1119,3
1,1,2,13,1800183,1119,4
1,1,2,6,1800183,1119,5
1,1,2,4,1800183,1119,6
2,1,1,34,1800183,1119,1
2,1,2,35,1800183,1119,2
2,1,1,19,1800183,1119,3
2,1,2,16,1800183,1119,4
2,1,2,14,1800183,1119,5
2,1,2,12,1800183,1119,6
2,1,2,10,1800183,1119,7
3,1,1,45,1800183,1119,1
3,1,2,45,1800183,1119,2
3,1,2,20,1800183,1119,3
3,1,1,15,1800183,1119,4
4,1,1,42,1800183,1119,1
5,1,1,28,1800183,1119,1
5,1,2,28,1800183,1119,2
5,1,2,2,1800183,1119,3
2,1,1,46,1800335,971,1
2,1,2,45,1800335,971,2
2,1,2,83,1800335,971,3
2,1,2,15,1800335,971,4
2,1,1,12,1800335,971,5
3,1,1,60,1800335,971,1
3,1,2,53,1800335,971,2
3,1,1,31,1800335,971,3
3,1,1,30,1800335,971,4
4,1,2,44,1800335,971,1
4,1,1,60,1800335,971,2
5,1,1,89,1800335,971,1
5,1,2,84,1800335,971,2
5,1,1,46,1800335,971,3
1,1,2,39,1800422,1401,1
1,1,1,16,1800422,1401,2
1,1,2,14,1800422,1401,3
1,1,2,64,1800422,1401,4
2,1,1,47,1800422,1401,1
2,1,1,19,1800422,1401,2
2,1,2,16,1800422,1401,3
3,1,2,46,1800422,1401,1
3,1,1,19,1800422,1401,2
3,1,2,24,1800422,1401,3
5,1,2,35,1800422,1401,1
5,1,1,17,1800422,1401,2
5,1,1,12,1800422,1401,3
5,1,2,9,1800422,1401,4
1,1,2,54,1800461,1690,1
1,1,1,17,1800461,1690,2
1,1,2,21,1800461,1690,3
2,1,2,32,1800461,1690,1
2,1,1,4,1800461,1690,2
3,1,2,35,1800461,1690,1
3,1,1,17,1800461,1690,2
3,1,2,16,1800461,1690,3
3,1,1,13,1800461,1690,4
5,1,1,80,1800461,1690,1
5,1,2,72,1800461,1690,2
1,1,2,59,1800504,1009,1
1,1,2,20,1800504,1009,2
1,1,1,8,1800504,1009,3
2,1,2,70,1800504,1009,1
3,1,1,26,1800504,1009,1
3,1,2,22,1800504,1009,2
3,1,2,2,1800504,1009,3
4,1,1,46,1800504,1009,1
4,1,1,55,1800504,1009,2
4,1,1,20,1800504,1009,3
4,1,1,18,1800504,1009,4
4,1,1,14,1800504,1009,5
5,1,1,49,1800504,1009,1
5,1,2,30,1800504,1009,2
5,1,1,1,1800504,1009,3
1,1,1,39,1800553,847,1
1,1,2,38,1800553,847,2
1,1,2,76,1800553,847,3
1,1,1,15,1800553,847,4
1,1,2,8,1800553,847,5
2,1,1,46,1800553,847,1
2,1,2,46,1800553,847,2
2,1,2,20,1800553,847,3
2,1,1,16,1800553,847,4
3,1,1,62,1800553,847,1
4,1,1,53,1800553,847,1
4,1,2,53,1800553,847,2
4,1,2,19,1800553,847,3
4,1,1,15,1800553,847,4
5,1,1,68,1800553,847,1
1,1,1,71,1800561,1021,1
1,1,2,64,1800561,1021,2
1,1,1,34,1800561,1021,3
2,1,1,48,1800561,1021,1
2,1,2,45,1800561,1021,2
2,1,1,19,1800561,1021,3
2,1,1,17,1800561,1021,4
2,1,2,15,1800561,1021,5
3,1,1,62,1800561,1021,1
3,1,2,57,1800561,1021,2
3,1,2,29,1800561,1021,3
4,1,2,56,1800561,1021,1
5,1,2,57,1800561,1021,1
5,1,1,33,1800561,1021,2
1,1,1,22,1800573,970,1
2,1,1,67,1800573,970,1
2,1,2,68,1800573,970,2
2,1,1,35,1800573,970,3
3,1,2,90,1800573,970,1
4,1,1,44,1800573,970,1
4,1,2,34,1800573,970,2
4,1,1,17,1800573,970,3
4,1,1,11,1800573,970,4
4,1,1,1,1800573,970,5
5,1,2,55,1800573,970,1
5,1,2,36,1800573,970,2
5,1,1,38,1800573,970,3
5,1,2,19,1800573,970,4
5,1,2,15,1800573,970,5
5,1,2,3,1800573,970,6
1,1,1,62,1800575,972,1
1,1,2,61,1800575,972,2
1,1,1,35,1800575,972,3
1,1,2,42,1800575,972,4
1,1,1,14,1800575,972,5
1,1,1,12,1800575,972,6
3,1,1,73,1800575,972,1
3,1,2,64,1800575,972,2
3,1,1,42,1800575,972,3
3,1,2,24,1800575,972,4
3,1,1,18,1800575,972,5
3,1,1,12,1800575,972,6
4,1,1,80,1800575,972,1
4,1,2,74,1800575,972,2
5,1,2,71,1800575,972,1
5,1,2,68,1800575,972,2
5,1,2,31,1800575,972,3
1,1,2,33,1800650,1238,1
1,1,1,38,1800650,1238,2
2,1,1,39,1800650,1238,1
2,1,2,35,1800650,1238,2
2,1,1,12,1800650,1238,3
2,1,1,8,1800650,1238,4
2,1,1,0,1800650,1238,5
3,1,1,33,1800650,1238,1
3,1,2,13,1800650,1238,2
3,1,1,8,1800650,1238,3
4,1,1,46,1800650,1238,1
4,1,2,38,1800650,1238,2
4,1,2,17,1800650,1238,3
4,1,2,11,1800650,1238,4
4,1,1,8,1800650,1238,5
4,1,2,1,1800650,1238,6
5,1,1,46,1800650,1238,1
5,1,2,44,1800650,1238,2
5,1,1,9,1800650,1238,3
5,1,2,7,1800650,1238,4
1,1,1,51,1800657,1112,1
1,1,1,22,1800657,1112,2
1,1,2,56,1800657,1112,3
1,1,2,20,1800657,1112,4
1,1,2,26,1800657,1112,5
2,1,2,57,1800657,1112,1
2,1,1,58,1800657,1112,2
2,1,1,29,1800657,1112,3
2,1,2,30,1800657,1112,4
2,1,1,28,1800657,1112,5
3,1,2,81,1800657,1112,1
3,1,2,46,1800657,1112,2
3,1,2,23,1800657,1112,3
3,1,2,20,1800657,1112,4
3,1,1,14,1800657,1112,5
4,1,1,48,1800657,1112,1
4,1,2,42,1800657,1112,2
4,1,1,17,1800657,1112,3
4,1,1,13,1800657,1112,4
4,1,1,6,1800657,1112,5
5,1,2,73,1800657,1112,1
1,1,2,64,1800675,999,1
2,1,1,59,1800675,999,1
2,1,2,57,1800675,999,2
2,1,2,22,1800675,999,3
3,1,1,69,1800675,999,1
3,1,2,67,1800675,999,2
3,1,2,62,1800675,999,3
4,1,1,70,1800675,999,1
4,1,2,66,1800675,999,2
4,1,1,19,1800675,999,3
5,1,2,70,1800675,999,1
5,1,1,78,1800675,999,2
1,1,1,52,1800717,1170,1
2,1,1,54,1800717,1170,1
2,1,2,48,1800717,1170,2
2,1,2,21,1800717,1170,3
2,1,1,24,1800717,1170,4
2,1,2,8,1800717,1170,5
3,1,1,51,1800717,1170,1
3,1,2,53,1800717,1170,2
3,1,2,26,1800717,1170,3
3,1,2,21,1800717,1170,4
3,1,1,6,1800717,1170,5
4,1,1,42,1800717,1170,1
4,1,2,40,1800717,1170,2
4,1,1,19,1800717,1170,3
4,1,2,17,1800717,1170,4
5,1,1,58,1800717,1170,1
5,1,1,37,1800717,1170,2
5,1,2,27,1800717,1170,3
5,1,1,25,1800717,1170,4
5,1,2,60,1800717,1170,5
1,1,1,87,1800730,1273,1
2,1,1,36,1800730,1273,1
2,1,2,35,1800730,1273,2
2,1,1,17,1800730,1273,3
2,1,2,12,1800730,1273,4
2,1,1,8,1800730,1273,5
2,1,2,4,1800730,1273,6
2,1,2,60,1800730,1273,7
3,1,1,44,1800730,1273,1
3,1,2,41,1800730,1273,2
3,1,1,16,1800730,1273,3
3,1,2,11,1800730,1273,4
3,1,1,4,1800730,1273,5
4,1,1,46,1800730,1273,1
4,1,2,40,1800730,1273,2
4,1,2,21,1800730,1273,3
4,1,1,19,1800730,1273,4
4,1,2,15,1800730,1273,5
4,1,1,19,1800730,1273,6
5,1,1,50,1800730,1273,1
5,1,2,42,1800730,1273,2
5,1,1,18,1800730,1273,3
5,1,1,15,1800730,1273,4
5,1,2,12,1800730,1273,5
5,1,2,9,1800730,1273,6
1,1,1,29,1800760,1460,1
1,1,2,42,1800760,1460,2
1,1,1,11,1800760,1460,3
1,1,1,9,1800760,1460,4
2,1,1,44,1800760,1460,1
2,1,2,41,1800760,1460,2
2,1,1,7,1800760,1460,3
3,1,1,33,1800760,1460,1
3,1,2,27,1800760,1460,2
3,1,1,12,1800760,1460,3
4,1,2,30,1800760,1460,1
4,1,1,14,1800760,1460,2
4,1,1,12,1800760,1460,3
5,1,2,48,1800760,1460,1
5,1,1,28,1800760,1460,2
5,1,1,24,1800760,1460,3
5,1,2,15,1800760,1460,4
1,1,1,42,1800867,939,1
2,1,2,47,1800867,939,1
2,1,2,21,1800867,939,2
2,1,2,9,1800867,939,3
3,1,1,65,1800867,939,1
3,1,2,58,1800867,939,2
3,1,2,39,1800867,939,3
4,1,1,62,1800867,939,1
4,1,2,61,1800867,939,2
5,1,2,53,1800867,939,1
5,1,2,21,1800867,939,2
5,1,2,19,1800867,939,3
5,1,2,16,1800867,939,4
1,1,2,23,1800998,884,1
3,1,2,60,1800998,884,1
3,1,1,23,1800998,884,2
4,1,1,51,1800998,884,1
4,1,2,47,1800998,884,2
4,1,1,19,1800998,884,3
4,1,2,16,1800998,884,4
5,1,1,36,1800998,884,1
5,1,2,5,1800998,884,2
5,1,2,9,1800998,884,3
5,1,1,7,1800998,884,4
5,1,2,35,1800998,884,5
1,1,1,31,1801169,857,1
1,1,2,34,1801169,857,2
1,1,1,12,1801169,857,3
1,1,1,10,1801169,857,4
1,1,1,6,1801169,857,5
1,1,2,4,1801169,857,6
2,1,1,42,1801169,857,1
2,1,2,42,1801169,857,2
2,1,1,14,1801169,857,3
2,1,1,12,1801169,857,4
3,1,2,72,1801169,857,1
3,1,1,81,1801169,857,2
4,1,2,32,1801169,857,1
4,1,2,3,1801169,857,2
5,1,1,67,1801169,857,1
5,1,2,63,1801169,857,2
1,1,2,42,1801231,891,1
1,1,1,22,1801231,891,2
1,1,2,16,1801231,891,3
1,1,2,13,1801231,891,4
1,1,2,12,1801231,891,5
1,1,2,10,1801231,891,6
2,1,1,35,1801231,891,1
2,1,2,27,1801231,891,2
2,1,1,8,1801231,891,3
2,1,2,5,1801231,891,4
2,1,2,2,1801231,891,5
3,1,1,49,1801231,891,1
3,1,2,47,1801231,891,2
3,1,1,15,1801231,891,3
4,1,1,37,1801231,891,1
4,1,1,42,1801231,891,2
5,1,2,27,1801231,891,1
1,1,1,62,1801282,1000,1
1,1,2,56,1801282,1000,2
1,1,2,14,1801282,1000,3
3,1,1,39,1801282,1000,1
3,1,2,31,1801282,1000,2
3,1,2,18,1801282,1000,3
3,1,2,15,1801282,1000,4
3,1,2,11,1801282,1000,5
3,1,1,10,1801282,1000,6
3,1,1,6,1801282,1000,7
4,1,1,82,1801282,1000,1
4,1,2,77,1801282,1000,2
5,1,1,72,1801282,1000,1
5,1,2,66,1801282,1000,2
6,1,2,64,1801282,1000,1
6,1,2,7,1801282,1000,2
7,1,2,62,1801282,1000,1
7,1,1,34,1801282,1000,2
7,1,2,9,1801282,1000,3
7,2,1,64,1801282,1000,1
9,1,1,50,1801282,1000,1
9,1,2,50,1801282,1000,2
9,1,1,27,1801282,1000,3
9,1,2,21,1801282,1000,4
9,1,1,76,1801282,1000,5
11,1,1,64,1801282,1000,1
11,1,2,57,1801282,1000,2
11,1,1,16,1801282,1000,3
12,1,1,44,1801282,1000,1
12,1,2,33,1801282,1000,2
12,1,2,15,1801282,1000,3
12,1,1,12,1801282,1000,4
12,1,1,10,1801282,1000,5
13,1,1,31,1801282,1000,1
13,1,2,30,1801282,1000,2
13,1,1,11,1801282,1000,3
13,1,2,3,1801282,1000,4
15,1,1,44,1801282,1000,1
15,1,2,46,1801282,1000,2
15,1,1,20,1801282,1000,3
15,1,2,16,1801282,1000,4
15,1,2,14,1801282,1000,5
16,1,1,42,1801282,1000,1
16,1,2,20,1801282,1000,2
16,1,1,12,1801282,1000,3
16,1,1,0,1801282,1000,4
17,1,2,38,1801282,1000,1
17,1,2,18,1801282,1000,3
17,1,2,17,1801282,1000,4
17,1,2,12,1801282,1000,5
17,1,1,8,1801282,1000,6
17,1,1,1,1801282,1000,7
18,1,1,37,1801282,1000,1
18,1,2,30,1801282,1000,2
18,1,1,10,1801282,1000,3
18,1,2,8,1801282,1000,4
18,1,1,4,1801282,1000,5
18,1,2,1,1801282,1000,6
19,1,1,28,1801282,1000,1
19,1,2,25,1801282,1000,2
19,1,2,7,1801282,1000,3
19,1,2,3,1801282,1000,4
20,1,1,33,1801282,1000,1
20,1,1,4,1801282,1000,2
20,1,2,27,1801282,1000,3
1,1,1,65,1801298,1088,1
1,1,2,39,1801298,1088,2
1,1,2,11,1801298,1088,3
1,1,1,17,1801298,1088,4
2,1,1,50,1801298,1088,1
2,1,2,47,1801298,1088,2
2,1,2,8,1801298,1088,3
3,1,2,43,1801298,1088,1
3,1,2,9,1801298,1088,2
4,1,1,69,1801298,1088,1
4,1,2,59,1801298,1088,2
4,1,1,38,1801298,1088,3
4,1,2,29,1801298,1088,4
4,1,1,43,1801298,1088,5
4,1,2,6,1801298,1088,6
5,1,1,41,1801298,1088,1
5,1,2,40,1801298,1088,2
5,1,2,24,1801298,1088,3
5,1,1,23,1801298,1088,4
5,1,2,15,1801298,1088,5
6,1,2,31,1801298,1088,1
6,1,1,6,1801298,1088,2
6,1,1,1,1801298,1088,3
7,1,1,48,1801298,1088,1
7,1,2,47,1801298,1088,2
7,1,1,28,1801298,1088,3
7,1,2,20,1801298,1088,4
7,1,2,0,1801298,1088,5
9,1,1,40,1801298,1088,1
9,1,2,41,1801298,1088,2
9,1,1,4,1801298,1088,3
10,1,1,82,1801298,1088,1
11,1,1,56,1801298,1088,1
11,1,2,60,1801298,1088,2
11,1,2,14,1801298,1088,3
12,1,1,52,1801298,1088,1
12,1,2,50,1801298,1088,2
13,1,2,46,1801298,1088,1
13,1,1,48,1801298,1088,2
13,1,1,18,1801298,1088,3
14,1,1,43,1801298,1088,1
14,1,2,31,1801298,1088,2
14,1,1,10,1801298,1088,3
14,1,1,8,1801298,1088,4
14,1,1,3,1801298,1088,5
15,1,1,33,1801298,1088,1
15,1,2,35,1801298,1088,2
15,1,1,14,1801298,1088,3
15,1,1,8,1801298,1088,4
15,1,2,4,1801298,1088,5
16,1,1,30,1801298,1088,1
16,1,2,25,1801298,1088,2
16,1,2,3,1801298,1088,3
17,1,1,24,1801298,1088,1
17,1,2,23,1801298,1088,2
18,1,1,50,1801298,1088,1
18,1,2,49,1801298,1088,2
18,1,1,18,1801298,1088,3
19,1,2,39,1801298,1088,1
19,1,1,12,1801298,1088,2
19,1,2,9,1801298,1088,3
20,1,1,46,1801298,1088,1
20,1,2,44,1801298,1088,2
20,1,2,15,1801298,1088,3
20,1,1,8,1801298,1088,4
1,1,1,37,1801318,856,1
1,1,2,38,1801318,856,2
1,1,2,17,1801318,856,3
1,1,2,14,1801318,856,4
1,1,1,3,1801318,856,5
2,1,1,19,1801318,856,1
2,2,2,33,1801318,856,1
2,2,1,33,1801318,856,2
3,1,1,50,1801318,856,1
3,1,1,40,1801318,856,2
5,1,1,64,1801318,856,1
5,1,2,63,1801318,856,2
6,1,2,35,1801318,856,1
6,1,1,60,1801318,856,2
6,1,2,30,1801318,856,3
6,1,1,30,1801318,856,4
7,1,2,33,1801318,856,1
7,1,2,14,1801318,856,2
7,1,2,10,1801318,856,3
7,1,1,6,1801318,856,4
8,1,1,41,1801318,856,1
8,1,2,34,1801318,856,2
8,1,1,7,1801318,856,3
8,1,1,12,1801318,856,4
9,1,1,31,1801318,856,1
9,1,2,38,1801318,856,2
9,1,1,8,1801318,856,3
10,1,2,78,1801318,856,1
10,1,1,39,1801318,856,2
10,1,2,11,1801318,856,3
10,1,1,6,1801318,856,4
10,1,1,4,1801318,856,5
12,1,1,44,1801318,856,1
12,1,2,30,1801318,856,2
12,1,2,11,1801318,856,3
12,1,1,9,1801318,856,4
12,1,1,7,1801318,856,5
12,1,2,4,1801318,856,6
13,1,2,23,1801318,856,1
14,1,1,56,1801318,856,1
14,1,1,45,1801318,856,2
15,1,1,40,1801318,856,1
15,1,2,8,1801318,856,2
15,1,2,5,1801318,856,3
15,1,2,39,1801318,856,4
16,1,1,56,1801318,856,1
16,1,2,51,1801318,856,2
16,1,2,19,1801318,856,3
17,1,1,46,1801318,856,1
17,1,2,40,1801318,856,2
17,1,1,16,1801318,856,3
17,1,2,8,1801318,856,4
17,1,1,7,1801318,856,5
18,1,2,30,1801318,856,1
20,1,2,62,1801318,856,1
1,1,1,30,1801418,1765,1
1,1,2,34,1801418,1765,2
1,1,1,13,1801418,1765,3
2,1,1,54,1801418,1765,1
2,1,2,45,1801418,1765,2
2,1,1,17,1801418,1765,3
2,1,2,9,1801418,1765,4
2,1,2,5,1801418,1765,5
3,1,2,40,1801418,1765,1
3,1,1,40,1801418,1765,2
3,1,1,15,1801418,1765,3
4,1,1,22,1801418,1765,1
4,1,2,18,1801418,1765,2
4,1,2,1,1801418,1765,3
4,1,1,0,1801418,1765,4
5,1,1,27,1801418,1765,1
5,1,2,24,1801418,1765,2
5,1,2,8,1801418,1765,3
5,1,2,6,1801418,1765,4
5,1,1,0,1801418,1765,5
6,1,1,21,1801418,1765,1
6,1,2,20,1801418,1765,2
7,1,2,58,1801418,1765,1
8,1,1,64,1801418,1765,1
8,1,2,71,1801418,1765,2
9,1,1,70,1801418,1765,1
9,1,2,62,1801418,1765,2
10,1,1,53,1801418,1765,1
10,1,2,49,1801418,1765,2
10,1,1,24,1801418,1765,3
10,1,1,14,1801418,1765,4
10,1,2,24,1801418,1765,5
10,1,1,25,1801418,1765,6
