FOLIO,VIV_SEL,HOGAR,N_REN,P3_1_1,P3_1_2,P3_2,P3_3,P3_4,P3_5,P3_11,P4_1,P4_2_1,P4_2_2,P4_2_3,P4_2_4,P4_2_5,P4_3,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_7_1,P4_7_2,P4_7_3,P4_8_1,P4_8_2,P4_8_3,P4_8_4,P4_8_5,P4_8_6,P4_9_1,P4_9_2,P4_9_3,P4_9_4,P4_10,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_4_1,P5_4_2,P5_4_3,P5_4_4,P5_4_5,P5_4_6,P5_4_7,P5_4_8,P5_4_9,P5_23,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P6_17,P7_1_1,P7_1_2,P7_2,P7_4,P7_5,P7_7_1,P7_8_1_1,P7_8_1_2,P7_8_1_3,P7_7_2,P7_8_2_1,P7_8_2_2,P7_8_2_3,P7_7_3,P7_7_4,P8_1,P8_2,P8_3,P9_1,P9_8_1,P9_8_2,P9_8_3,P9_8_4,P9_8_5,P9_8_6,P10_1,P10_4,P10_7,P11_1_1,P11_1_2,P11_1_3,P11_1_4,P11_1_5,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_3_1,P11_3_2,P11_3_3,P11_3_4,P11_3_9,P12_1,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2_1,P14_2_2,P14_2_3,P14_2_4,TLOC,REGION,SEXO,EDAD,EST_DIS,UPM_DIS,FAC_ELE
1857,1,1,1,4,2,3,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,3,3,1,2,3,3,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,7,7,1,1,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,3,1,1,2,2,2,1,2,2,51,30,325,1122
1858,2,1,2,3,3,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,3,3,2,2,2,2,2,1,2,2,42,30,325,2243
1859,4,1,2,3,3,1,2,2,5,1,2,2,1,2,2,2,1,2,1,1,1,3,2,1,1,1,2,2,1,2,3,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,3,1,3,2,2,2,2,2,1,2,2,33,30,325,2243
1860,5,1,1,3,1,5,2,2,5,2,2,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,1,1,1,3,3,1,3,1,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,1,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,9,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,3,2,3,1,1,2,2,2,1,2,2,56,30,325,2243
1861,2,1,2,3,3,6,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,1,3,1,3,1,3,3,1,1,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,2,2,2,1,2.0,2.0,1.0,2,,,,2,1,2,2.0,2.0,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,3,3,2,2,2,2,1,2,2,18,30,326,3602
1862,3,1,1,3,3,5,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,3,3,3,1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,2,1,21,30,326,3658
1863,4,1,3,6,3,6,2,2,4,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,3,1,3,2,1,1,1,2,2,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,1,1,1,1,2,1,1,1,1,1,9,1,9,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,19,30,326,5403
1864,5,1,1,3,3,5,2,2,1,1,2,2,1,1,2,2,2,2,2,1,3,2,2,2,1,1,1,2,2,1,2,2,3,2,1,2,2,3,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,7,1,1,1,2,1,2.0,1.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,29,30,326,3658
1865,1,1,1,6,3,5,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,1,1,1,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,1,,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,41,34,327,4724
1866,2,1,1,7,3,6,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,3,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,3,1,2,1,2,2,2,2,1,34,34,327,1599
1867,3,1,2,3,3,6,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,3,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,2,2.0,2.0,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,2,2,2,2,2,2,1,24,34,327,3199
1868,4,1,1,6,3,5,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,1,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,1,,,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,2,2,1,38,34,327,3199
1869,1,1,3,8,3,5,2,2,5,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,25,34,328,5921
1870,2,1,4,6,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,1,1,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,1,,,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,1,2,2,2,2,1,42,34,328,3007
1871,3,1,1,5,2,4,2,2,6,1,1,1,1,1,2,1,2,2,1,1,3,1,2,3,1,1,2,1,2,1,2,3,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,3,1,1,1,2,2,2,2,1,63,34,328,1504
1872,4,1,1,3,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,2,1,2,2,2,2,1,32,34,328,3007
1873,5,1,4,6,3,6,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,3,3,1,1,1,1,3,1,2,1,2,2,2,2,2,5,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,1,2,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,2,2.0,2.0,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,2,2,2,2,2,2,1,29,34,328,6014
1874,1,1,1,3,3,3,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,3,2,3,1,1,1,1,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,1,,,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,9,9,9,3,1,1,1,2,2,2,2,1,60,33,329,4800
1875,2,1,3,8,4,6,2,2,3,1,2,2,2,2,2,2,1,2,1,1,2,1,3,2,1,1,1,2,2,1,1,2,1,1,1,1,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,2,1,2,1,2.0,1.0,1.0,1,2.0,1.0,1.0,2,1,2,2.0,1.0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,27,33,329,6400
1876,4,1,2,2,6,5,2,2,5,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,9,8,1,1,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,9,3,2,2,2,2,2,2,2,2,53,33,329,4726
1877,5,1,1,2,5,4,2,2,7,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,8,1,2,1,1,8,3,3,3,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,2,,,,2,2,2,2.0,1.0,1,1,1,2,1,2,2,2,2,1,9,1,1,1,1,2,2,2,2,2,2,2,2,1,2,9,9,9,3,3,1,2,2,2,2,2,2,65,33,329,4726
1878,1,1,1,6,3,5,2,2,1,1,2,2,1,1,2,2,2,2,1,1,3,1,1,3,1,2,1,1,3,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,2,2,2.0,1.0,1,1,1,2,2,1,2,1,1,2,1,2,1,9,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,38,33,330,3666
1879,2,1,6,3,3,5,2,2,1,1,2,2,1,2,2,2,1,2,1,2,3,1,3,2,1,1,1,1,1,2,1,1,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,9.0,1,1,1,2,1,1,2,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,3,2,1,2,2,2,2,2,2,37,33,330,5414
1880,3,1,1,7,2,5,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,7,7,1,1,2,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1,2,1,,,1,2,1,9,2,2,2,1,1,2,1,2,1,2,9,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,1,1,2,2,2,2,1,35,33,330,3666
1881,4,1,1,2,6,4,2,2,1,2,2,2,1,2,2,2,1,2,1,1,3,1,1,3,1,8,9,1,1,3,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,9,1,2,2,1,2,2,1,1,1,9,9,9,1,2,2,2,2,2,2,2,2,1,2,1,9,9,3,1,1,2,2,2,2,2,2,62,33,330,3610
1882,5,1,1,6,3,5,2,2,6,1,1,2,1,2,2,1,1,2,2,1,2,2,1,3,1,1,1,2,1,1,2,3,3,2,1,1,2,9,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,2,1,,,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,9,3,2,1,1,2,2,2,2,1,54,33,330,3666
1883,1,1,1,4,3,3,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,3,2,1,1,1,1,1,3,1,1,1,1,1,1,2,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,9,9,3,1,1,1,2,2,2,2,1,53,34,331,1077
1884,2,1,2,3,3,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,7,7,9,2,2,1,2.0,2.0,1.0,2,,,,2,2,1,,,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,38,34,331,2122
1885,4,1,1,8,3,4,2,1,6,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,2,2.0,1.0,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,3,1,1,1,1,2,2,2,1,80,34,331,3232
1886,5,1,2,8,5,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,3,2,2,1,2,2,2,1,26,34,331,2155
1887,1,1,2,2,2,5,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,3,2,1,2,1,1,3,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,2,2,1,1,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,1,2,2,2,2,2,2,52,33,332,2885
1888,3,1,2,6,3,5,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,9,1,1,2,1,2,1,2,2,1,1,1,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,1,1,2,2,2,2,19,33,332,2885
1889,4,1,1,8,3,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,1.0,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,3,3,2,1,2,2,2,2,2,1,38,33,332,2930
1890,5,1,1,3,3,5,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,3,1,1,2,1,1,1,3,3,3,1,2,1,1,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,3,2,1,1,2,2,2,2,1,28,33,332,2930
1891,1,1,1,8,4,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,1,1,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,3,2,1,1,2,2,2,2,1,32,33,333,3383
1892,2,1,3,7,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,3,1,1,2,1,1,2,3,3,1,1,3,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,1.0,2.0,1,1,2,2.0,1.0,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,35,33,333,4996
1893,3,1,4,8,4,6,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,3,2,1,1,1,1,2,1,2,1,5,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,4,1,2,2,1,2.0,1.0,2.0,1,2.0,1.0,2.0,1,2,2,2.0,2.0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,26,33,333,9992
1894,4,1,1,3,3,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,3,1,1,1,1,1,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,1,,,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,26,33,333,3331
1895,5,1,1,8,5,5,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,3,2,1,2,1,1,1,2,2,1,5,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,4,4,2,1,2,1,2.0,2.0,1.0,1,2.0,1.0,2.0,1,2,1,,,1,9,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,3,2,1,1,2,2,2,2,1,41,33,333,3383
1896,1,1,1,2,5,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,3,3,3,1,1,1,2,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,2,2,2.0,2.0,2,9,9,9,1,1,2,2,2,2,9,9,9,9,9,2,2,2,2,2,2,2,2,1,2,9,9,9,9,1,1,2,2,2,2,2,1,67,26,334,6388
1897,2,1,1,3,3,1,2,2,8,2,2,2,1,1,2,2,2,2,3,2,3,1,2,2,1,1,2,3,1,3,3,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,9,2,2,2,1,1,2,2,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,1,1,1,9,9,3,2,2,2,2,2,2,2,2,32,26,334,4193
1898,4,1,1,8,5,5,2,2,6,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,1.0,,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,1,1,2,2,2,2,1,76,26,334,4259
1899,5,1,3,3,3,5,2,2,5,1,2,2,1,1,2,2,2,2,1,1,1,1,3,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,2,1,2,2,2,2,2,57,26,334,6289
1900,6,1,1,3,3,3,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,2,2,2,2,2,2,1,43,26,334,4259
1901,7,1,1,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,3,1,1,2,2,2,3,2,3,3,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,40,26,334,6289
1902,8,1,1,3,3,5,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,1,56,26,334,6388
1903,9,1,1,3,3,5,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,3,3,1,9,9,3,1,2,3,3,3,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,7,9,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,1.0,1,9,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,9,9,9,9,2,2,1,2,2,2,2,1,39,26,334,4259
1904,10,1,2,3,3,5,2,2,1,1,2,1,1,2,2,2,2,2,3,1,1,1,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,40,26,334,6388
