"FOLIO","VIV_SEL","HOGAR","N_REN","P3_1_1","P3_1_2","P3_2","P3_3","P3_4","P3_5","P3_11","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_3","P4_5","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_8_5","P4_8_6","P4_9_1","P4_9_2","P4_9_3","P4_9_4","P4_10","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_4_1","P5_4_2","P5_4_3","P5_4_4","P5_4_5","P5_4_6","P5_4_7","P5_4_8","P5_4_9","P5_23","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_2_1","P6_2_2","P6_2_3","P6_2_4","P6_2_5","P6_2_6","P6_2_7","P6_2_8","P6_2_9","P6_17","P7_1_1","P7_1_2","P7_2","P7_4","P7_5","P7_7_1","P7_8_1_1","P7_8_1_2","P7_8_1_3","P7_7_2","P7_8_2_1","P7_8_2_2","P7_8_2_3","P7_7_3","P7_7_4","P8_1","P8_2","P8_3","P9_1","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P10_1","P10_4","P10_7","P11_1_1","P11_1_2","P11_1_3","P11_1_4","P11_1_5","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_3_1","P11_3_2","P11_3_3","P11_3_4","P11_3_9","P12_1","P13_1","P13_2","P13_3","P13_4","P14_1","P14_2_1","P14_2_2","P14_2_3","P14_2_4","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_ELE","P1_1","P1_2"
3391,1,1,1,6,3,6,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,2,1,3,3,3,1,2,2,1,1,2,2,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,9,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,2,2,2,2,1,4,2,24,53,549,3510,1,1
3392,2,1,1,4,3,4,2,1,6,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,8,2,2,3,3,8,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,9,9,2,2,2,,,,2,,,,2,2,2,9,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,9,2,9,9,2,2,2,2,2,1,4,1,86,53,549,17947,7,1
3393,3,1,1,2,6,6,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,3,3,1,1,1,2,2,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,,,,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2,1,4,2,68,53,549,3510,1,1
3394,4,1,1,4,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,8,2,1,1,2,3,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,1,1,2,2,1,2,,,,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,3,1,2,2,2,2,1,4,1,46,53,549,10768,3,1
3395,5,1,3,6,3,6,2,2,8,1,2,2,2,2,2,2,2,2,1,1,3,1,3,3,1,1,1,2,3,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,4,1,18,53,549,10768,4,1
3396,1,1,1,8,4,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,2,2,2,1,1,1,1,3,3,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,7,1,9,1,2,2,,,,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,3,1,2,2,2,2,1,4,2,32,53,550,6160,2,1
3397,2,1,3,8,4,6,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,9,1,2,2,2,2,2,9,9,9,9,9,2,2,2,2,2,2,2,2,1,2,1,3,2,3,1,2,2,2,2,1,4,2,39,53,550,18480,6,1
3398,3,1,2,3,3,6,2,2,8,2,2,2,2,2,2,2,2,2,3,3,1,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,9,2,2,2,,,,2,,,,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,2,58,53,550,6160,3,1
3399,5,1,1,3,3,5,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,2,2,3,8,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2,2,1,2,,,,2,1,2,2,9,2,1,2,2,2,1,2,2,2,2,2,2,9,2,9,2,2,9,9,2,2,2,2,1,1,9,9,8,9,1,2,2,2,2,1,4,1,42,53,550,9449,5,1
3400,1,1,5,3,3,5,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,1,1,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,9,1,2,2,,,,2,,,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,9,9,2,2,2,9,2,2,2,2,1,1,1,2,2,9,2,2,2,2,2,1,4,1,65,53,551,14094,6,1
3401,2,1,1,2,6,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,2,2,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,1,2,2,,,,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,1,2,2,2,2,1,4,1,65,53,551,2819,1,1
3402,3,1,1,8,3,6,2,2,8,1,1,1,1,1,2,2,2,1,1,1,3,3,2,3,1,1,1,3,3,1,3,1,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,3,1,2,2,2,2,1,4,1,20,53,551,2819,2,1
3403,4,1,1,0,0,4,2,1,8,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,1,2,1,2,2,1,1,2,2,1,1,2,2,2,9,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,4,1,91,53,551,2819,1,1
3404,5,1,1,0,0,4,2,1,8,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,2,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,4,1,82,53,551,2819,1,1
3405,1,1,1,3,3,6,2,2,1,1,2,2,2,2,2,2,2,2,1,3,3,3,3,3,1,9,8,2,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,7,2,2,2,2,1,2,2,1,2,,,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,1,4,1,48,54,552,5777,2,1
3406,2,1,1,3,3,6,2,2,1,1,2,2,2,2,2,2,2,2,3,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,1,2,2,2,2,,,,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,4,1,68,54,552,2888,1,1
3407,3,1,2,8,4,5,2,2,8,1,1,1,1,1,2,2,2,2,1,2,1,1,2,3,1,1,1,1,3,1,1,3,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,4,2,55,54,552,8473,3,1
3408,4,1,2,8,3,5,2,2,1,2,2,2,2,2,2,2,1,2,1,1,3,1,1,3,1,2,1,3,2,3,3,2,3,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,9,,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,4,2,52,54,552,5649,4,1
3409,5,1,1,8,2,5,2,2,1,1,2,2,2,2,2,2,1,2,3,1,2,2,3,2,1,1,2,3,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,2,2,,,,1,2,1,1,1,2,1,,,1,9,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2,1,1,2,2,1,4,1,50,54,552,8665,4,1
3410,1,1,2,6,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,9,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,2,2,2,2,1,4,1,62,54,553,8992,3,1
3411,2,1,2,6,3,6,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,3,2,1,2,1,2,3,1,1,2,2,2,1,2,2,4,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,4,2,27,54,553,2931,7,1
3412,3,1,4,8,4,6,2,2,8,1,2,2,2,2,2,2,2,2,3,3,2,2,3,3,1,1,1,2,3,8,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,9,1,2,2,1,2,2,1,2,,,,2,1,2,2,9,2,1,9,9,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,9,8,8,9,3,2,2,2,2,1,4,1,22,54,553,11989,4,1
3413,4,1,3,8,4,6,2,2,8,1,2,2,2,2,1,1,1,2,3,9,8,8,3,3,1,1,1,1,3,8,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,9,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,9,2,1,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,1,2,9,2,3,9,3,2,2,2,2,1,4,1,23,54,553,8992,3,1
3414,5,1,2,2,6,6,2,2,8,1,2,2,2,2,2,2,1,2,1,1,3,1,3,3,1,1,2,1,2,3,2,2,3,2,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,9,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,9,9,9,9,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,4,2,63,54,553,5862,2,1
3415,2,1,2,3,3,1,2,2,5,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,1,4,2,44,54,554,10133,4,1
3416,3,1,1,8,5,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,1,,,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,1,1,2,2,1,4,1,61,54,554,3454,1,1
3417,5,1,2,0,0,6,2,2,8,2,2,2,2,2,2,2,2,2,9,9,2,2,3,3,1,1,1,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,9,2,2,9,2,2,2,2,2,2,2,2,2,1,2,1,3,9,3,2,2,2,2,2,1,4,1,44,54,554,10362,3,1
3418,1,1,4,6,3,6,2,2,8,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,9,1,2,3,3,1,1,1,1,2,1,2,1,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,9,1,2,2,2,2,1,4,2,29,54,555,14026,4,1
3419,4,1,1,3,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,3,2,1,1,1,1,1,8,1,1,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,9,,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,4,2,56,54,555,10519,3,1
3420,5,1,1,8,4,5,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,3,2,2,1,2,2,3,1,3,2,2,3,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2,2,1,1,2,2,1,1,1,1,,,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,3,3,3,2,1,1,2,2,1,4,1,62,54,555,7172,2,1
3421,1,1,2,8,4,6,2,2,1,1,2,2,2,2,2,2,2,2,1,1,3,2,3,3,1,1,1,3,1,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,9,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,9,2,2,2,2,2,1,4,2,36,54,556,7495,2,1
3422,2,1,5,6,3,6,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,3,1,1,1,3,3,1,1,3,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,3,2,2,2,2,2,1,4,1,40,54,556,19163,5,1
3423,3,1,1,7,3,4,2,1,6,1,2,2,2,2,2,2,1,2,1,1,3,3,3,2,1,1,9,1,3,3,3,2,2,2,2,2,1,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,2,,,,1,2,2,1,2,2,1,,,2,2,2,2,1,2,2,1,2,2,1,1,1,9,9,2,2,2,2,1,2,2,2,2,2,1,1,2,3,1,1,1,2,2,1,4,2,72,54,556,3748,1,1
3424,4,1,1,8,4,5,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,2,8,2,1,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,2,,,,2,,,,1,2,9,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,9,2,2,2,2,1,2,9,2,2,9,2,2,2,2,2,1,4,1,50,54,556,7665,2,1
3425,1,1,4,6,2,2,2,2,8,1,1,1,2,2,2,2,2,2,1,1,3,1,3,2,1,1,1,3,1,1,1,3,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,9,1,2,1,2,2,1,2,,,,2,2,2,2,9,1,9,9,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,3,1,1,2,2,2,1,4,2,52,55,557,21498,7,1
3426,2,1,2,8,3,5,2,2,1,1,2,2,2,2,2,2,1,1,1,1,3,1,3,1,1,1,1,3,3,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,1,4,2,39,55,557,7166,3,1
3427,3,1,2,7,3,5,2,2,8,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,3,2,1,2,1,2,2,2,2,9,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,9,2,1,2,2,,,,2,,,,2,2,9,9,,2,1,2,2,1,2,2,2,2,2,2,2,9,2,9,2,2,2,2,2,2,2,2,1,2,1,9,9,3,2,2,2,2,2,1,4,2,69,55,557,7166,2,1
3428,4,1,1,5,3,5,2,1,6,1,2,2,2,2,2,2,1,2,2,1,2,3,3,2,1,1,2,2,1,3,1,2,2,1,1,2,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,3,2,1,1,2,2,1,4,1,72,55,557,7328,2,1
3429,5,1,1,8,4,5,2,2,1,1,2,2,1,2,2,2,1,2,2,1,3,2,2,2,1,1,9,2,2,3,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,9,9,3,2,1,1,2,2,1,4,1,63,55,557,10992,3,1
3430,1,1,1,6,3,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,3,3,1,1,1,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,1,4,1,31,54,558,10142,3,1
3431,2,1,3,6,3,5,2,2,5,1,2,2,2,2,2,2,1,2,1,1,3,3,3,3,1,1,1,3,3,3,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,9,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,1,4,2,48,54,558,9917,6,1
3432,3,1,1,6,3,5,2,2,1,1,2,2,2,2,2,2,1,2,2,8,3,1,2,2,1,1,1,2,3,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,2,2,2,1,4,2,38,54,558,9917,4,1
3433,4,1,2,6,3,5,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,3,2,1,1,8,1,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,2,2,1,4,2,50,54,558,9917,3,1
3434,5,1,2,8,3,5,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,1,1,1,1,2,8,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,9,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,30,54,558,6611,5,1
3435,1,1,1,8,3,4,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8,2,2,1,1,2,2,2,2,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,1,1,2,2,2,,,,1,2,2,1,1,1,2,2,9,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,1,2,2,2,2,1,4,1,44,54,559,7086,3,1
3436,2,1,1,7,3,5,2,1,8,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,3,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2,2,1,2,,,,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,9,9,3,2,2,2,2,2,1,4,1,84,54,559,10628,5,1
3437,3,1,1,8,4,5,2,2,8,2,2,2,2,2,2,2,2,2,9,9,9,3,2,9,1,9,9,2,1,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,9,9,2,2,2,,,,2,,,,2,2,2,2,2,9,1,2,2,1,2,2,2,2,2,2,2,9,9,9,2,2,9,9,2,2,2,2,1,1,9,9,9,9,1,2,2,2,2,1,4,1,61,54,559,10628,3,1
3438,4,1,4,6,3,5,2,2,1,1,2,2,2,2,2,2,1,1,1,1,3,1,3,3,2,1,1,1,1,2,2,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,2,,,,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,9,1,2,2,2,2,1,4,2,56,54,559,13857,4,1
3439,5,1,2,8,4,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,8,3,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,2,,,,2,,,,2,1,2,2,9,1,1,1,2,1,1,2,2,2,2,2,2,9,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,1,2,2,1,4,1,81,54,559,14171,4,1
3440,1,1,1,3,3,4,2,1,6,1,2,2,2,2,2,2,1,2,1,1,1,1,2,3,1,2,2,1,1,2,2,2,2,1,1,2,1,5,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,4,1,89,53,560,2999,1,1
